recipe_id,recipe_name,recipe_url,ingredients,cook_time,calorie_count,review_count,overall_rating
76627,broccoli-cheese-pie-addendum,https://www.allrecipes.com/recipe/76627/broccoli-cheese-pie-addendum/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76628,white-chip-pumpkin-cake,https://www.allrecipes.com/recipe/76628/white-chip-pumpkin-cake/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76629,simple-southern-pear-salad,https://www.allrecipes.com/recipe/76629/simple-southern-pear-salad/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76630,carmel-fudge-cheesecake,https://www.allrecipes.com/recipe/76630/carmel-fudge-cheesecake/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76631,peanut-butterchocolate-pie,https://www.allrecipes.com/recipe/76631/peanut-butterchocolate-pie/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76632,swiss-chicken-duplicate-1042004-13513-am,https://www.allrecipes.com/recipe/76632/swiss-chicken-duplicate-1042004-13513-am/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76633,creamy-chicken-spaghetti-duplicate-1042004-13522-am,https://www.allrecipes.com/recipe/76633/creamy-chicken-spaghetti-duplicate-1042004-13522-am/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76634,cream-cheese-ricotta-lasagna,https://www.allrecipes.com/recipe/76634/cream-cheese-ricotta-lasagna/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76635,the-real-sonora-chicken-pasta,https://www.allrecipes.com/recipe/76635/the-real-sonora-chicken-pasta/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76636,broccoli-and-rice-casserole-duplicate-1042004-13543-am,https://www.allrecipes.com/recipe/76636/broccoli-and-rice-casserole-duplicate-1042004-13543-am/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76637,perfect-lobster-bisque,https://www.allrecipes.com/recipe/76637/perfect-lobster-bisque/,"['3 tablespoons butter', '1/4 cup chopped fresh mushrooms', '2 tablespoons chopped onion', '2 tablespoons chopped celery', '2 tablespoons chopped carrot', '1 (14.5 ounce) can chicken broth', '1/8 teaspoon salt', '1/8 teaspoon cayenne pepper', '1 1/2 cups half-and-half', '1/2 cup dry white wine', '1/2 pound cooked lump lobster meat']",40 m,186  cals,85 reviews,4.366336823
76638,aunt-almas-cauliflower-shrimp-ahoy,https://www.allrecipes.com/recipe/76638/aunt-almas-cauliflower-shrimp-ahoy/,"['1 head cauliflower, broken into small florets', '1/2 cup chopped onion', '3 tablespoons butter', '1 (10.75 ounce) can condensed Cheddar cheese soup', '1/4 cup whole milk', '2 cups frozen fully cooked tiny salad shrimp, thawed', '1 (4 ounce) can sliced mushrooms, drained', '1/4 cup chopped fresh parsley', '1 pinch cayenne pepper', '1 pinch ground black pepper', '1 pinch Creole-style seasoning', 'paprika to taste']",45 m,299  cals,9 reviews,3.888888836
76639,nannys-baked-macaroni-and-cheese,https://www.allrecipes.com/recipe/76639/nannys-baked-macaroni-and-cheese/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76640,cinnamon-nuts,https://www.allrecipes.com/recipe/76640/cinnamon-nuts/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76641,barbs-pecan-pie,https://www.allrecipes.com/recipe/76641/barbs-pecan-pie/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76642,super-fast-microwave-tropical-chicken,https://www.allrecipes.com/recipe/76642/super-fast-microwave-tropical-chicken/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76643,olivias-peanut-butter-sugar-cookies,https://www.allrecipes.com/recipe/76643/olivias-peanut-butter-sugar-cookies/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76644,gingerbread-pancakes-healthy,https://www.allrecipes.com/recipe/76644/gingerbread-pancakes-healthy/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76645,corn-souffle,https://www.allrecipes.com/recipe/76645/corn-souffle/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76646,frijoles-a-la-charra,https://www.allrecipes.com/recipe/76646/frijoles-a-la-charra/,"['1 pound dry pinto beans', '5 cloves garlic, chopped', '1 teaspoon salt', '1/2 pound bacon, diced', '1 onion, chopped', '2 fresh tomatoes, diced', '1 (3.5 ounce) can sliced jalapeno peppers', '1 (12 fluid ounce) can beer', '1/3 cup chopped fresh cilantro']",5 h 15 m,353  cals,118 reviews,4.230263233
76647,perfect-coconut-cream-pie,https://www.allrecipes.com/recipe/76647/perfect-coconut-cream-pie/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76648,avacado-pasta,https://www.allrecipes.com/recipe/76648/avacado-pasta/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76649,chicken-roll-ups,https://www.allrecipes.com/recipe/76649/chicken-roll-ups/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76650,apple-ugly-cake,https://www.allrecipes.com/recipe/76650/apple-ugly-cake/,"['2 cups white sugar', '3 cups all-purpose flour', '2 teaspoons baking soda', '2 teaspoons salt', '2 teaspoons ground cinnamon', '1 1/3 cups vegetable oil', '2 eggs', '2 teaspoons vanilla extract', '1/2 cup raisins', '4 cups chopped, peeled apple']",1 h 50 m,514  cals,37 reviews,4.538461685
76651,macaroni-and-cheese-duplicate-1042004-13649-am,https://www.allrecipes.com/recipe/76651/macaroni-and-cheese-duplicate-1042004-13649-am/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76652,mexican-spaghetti,https://www.allrecipes.com/recipe/76652/mexican-spaghetti/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76653,cajun-shrimp-duplicate-1042004-13658-am,https://www.allrecipes.com/recipe/76653/cajun-shrimp-duplicate-1042004-13658-am/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76654,poutine,https://www.allrecipes.com/recipe/76654/poutine/,"['1 (16 ounce) package frozen French fries', '1 (10.25 ounce) can beef gravy', '1 (8 ounce) package shredded Cheddar cheese']",30 m,298  cals,31 reviews,2.894736767
76655,mandys-famous-lasagne,https://www.allrecipes.com/recipe/76655/mandys-famous-lasagne/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76656,sarahs-southwest-dip,https://www.allrecipes.com/recipe/76656/sarahs-southwest-dip/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76657,hot-broccoli-dip-duplicate-1042004-13713-am,https://www.allrecipes.com/recipe/76657/hot-broccoli-dip-duplicate-1042004-13713-am/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76658,chicken-broccoli-casserole,https://www.allrecipes.com/recipe/76658/chicken-broccoli-casserole/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76659,heavenly-halibut,https://www.allrecipes.com/recipe/76659/heavenly-halibut/,"['1/2 cup grated Parmesan cheese', '1/4 cup butter, softened', '3 tablespoons mayonnaise', '2 tablespoons lemon juice', '3 tablespoons chopped green onions', '1/4 teaspoon salt', '1 dash hot pepper sauce', '2 pounds skinless halibut fillets']",25 m,235  cals,577 reviews,4.615286827
76660,spicy-stuffed-mushrooms,https://www.allrecipes.com/recipe/76660/spicy-stuffed-mushrooms/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76661,fluffy-frosting-duplicate-1042004-13728-am,https://www.allrecipes.com/recipe/76661/fluffy-frosting-duplicate-1042004-13728-am/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
76662,mexican-mole-sauce,https://www.allrecipes.com/recipe/76662/mexican-mole-sauce/,"['2 teaspoons vegetable oil', '1/4 cup finely chopped onion', '1 tablespoon unsweetened cocoa powder', '1 teaspoon ground cumin', '1 teaspoon dried cilantro', '1/8 tablespoon dried minced garlic', '1 (10.75 ounce) can condensed tomato soup', '1 (4 ounce) can diced green chile peppers']",25 m,88  cals,100 reviews,4.057376862
76663,sweet-and-spicy-nuts,https://www.allrecipes.com/recipe/76663/sweet-and-spicy-nuts/,"['CRISCO® No-Stick Cooking Spray', '2 cups pecan halves (or almonds, cashews)', '3/4 cup water', '1 1/2 cups sugar', '2 tablespoons CRISCO® Canola Oil', '1 teaspoon vanilla', '1 teaspoon coarse salt', '1 teaspoon cinnamon', '1/4 teaspoon cayenne pepper']",,192  cals,1 reviews,4
76664,caesar-salad-in-crouton-cups,https://www.allrecipes.com/recipe/76664/caesar-salad-in-crouton-cups/,"['CRISCO® Butter Flavor No-Stick Cooking Spray', '12 slices white bread', '1 teaspoon garlic salt', '1 teaspoon thyme', '1 teaspoon rosemary', '1/2 teaspoon cracked black pepper', '4 cups romaine lettuce, finely sliced into 1/8 inch strips', '2 green onions, thinly sliced, plus additional for garnish', 'Caesar Salad dressing, to taste', 'Shredded Parmesan cheese']",,118  cals,0 reviews,0
76665,sugar-snap-pea-salad,https://www.allrecipes.com/recipe/76665/sugar-snap-pea-salad/,"['1/2 pound sugar snap peas, trimmed', '1 English cucumber, halved lengthwise', '1 pound radishes', '1/4 cup sesame seeds, toasted', '2 tablespoons rice vinegar', '1 tablespoon CRISCO® Oil', 'Salt and pepper to taste']",,89  cals,9 reviews,4.333333492
76666,greek-salad,https://www.allrecipes.com/recipe/76666/greek-salad/,"['1 (14 ounce) can artichoke hearts, drained and quartered', '1 large cucumber, peeled, halved lengthwise, sliced crosswise', '2 medium tomatoes, cut into wedges', '1 yellow bell pepper, sliced into thin strips', '1 small sweet onion, halved and sliced', '1 (3.25 ounce) can ripe black olives (can substitute kalmata olives for more intense flavor)', '5 tablespoons CRISCO® Oil', '2 1/2 tablespoons white wine vinegar', '1 1/2 teaspoons dried oregano', '1 teaspoon grated lemon peel', '1/2 cup crumbled feta cheese', '6 cups assorted salad greens, washed, dried and chopped or torn']",,229  cals,29 reviews,4.560975552
76667,simple-summer-cobb-salad,https://www.allrecipes.com/recipe/76667/simple-summer-cobb-salad/,"['2 cups romaine lettuce, chopped fine', '2 cups Boston lettuce, chopped fine', '2 cups iceberg lettuce, chopped fine', '1 cup watercress, coarse stems discarded, chopped fine', '3 ripe avocados (preferably California)', '3 cups cooked chicken breasts, diced fine (a rotisserie chicken from the grocery is a real time saver)', '6 slices cooked lean bacon, chopped fine (pre-cooked microwaveable bacon is another time-saver)', '1 large tomato, seeded and chopped fine', '1 hard-boiled egg, chopped fine', '2 tablespoons chopped fresh chives', '1/3 cup red wine vinegar', '1 tablespoon Dijon mustard', 'Salt and pepper to taste', '2/3 cup CRISCO® Oil', '1/2 cup finely grated Roquefort']",,604  cals,1 reviews,5
76668,quick-and-easy-spinach-pie,https://www.allrecipes.com/recipe/76668/quick-and-easy-spinach-pie/,"['2 (10 ounce) packages chopped spinach, thawed, drained and squeezed dry', '3 green onions, chopped', '4 eggs, lightly beaten', '1/2 cup cottage cheese', '1 (4 ounce) package crumbled feta cheese', '1/2 teaspoon salt', '1/4 teaspoon black pepper', '1/4 teaspoon nutmeg', '1 teaspoon dill', '10 sheets phyllo dough, thawed', 'CRISCO® Butter Flavor No-Stick Cooking Spray']",,243  cals,5 reviews,4.333333492
76669,peppered-steak-fajitas-with-tomato-lime-salsa,https://www.allrecipes.com/recipe/76669/peppered-steak-fajitas-with-tomato-lime-salsa/,"['2 wooden skewers, soaked in water for 30 minutes', '1/3 cup CRISCO® Oil', '1/3 cup balsamic vinegar', '2 teaspoons salt', '1/4 cup fresh lime juice', '2 pounds flank steak', '2 onions, peeled, cut into 8 wedges each', '2 1/2 teaspoons coarsely ground black pepper', '18 flour tortillas', 'Tomato Lime Salsa:', '1 cup seeded, finely chopped tomatoes', '1/3 cup seeded, finely chopped cucumber', '1 medium avocado, peeled, pitted and chopped', '1 tablespoon jalapeno, seeded and chopped', '1 tablespoon grated lime zest', '1 tablespoon fresh lime juice', '1 garlic clove, finely chopped', '3 tablespoons chopped fresh cilantro', '1 1/2 tablespoons chopped fresh mint', '1/4 teaspoon salt, or to taste', '1/4 teaspoon freshly ground black pepper', 'Sour cream', 'Lime wedges']",,1054  cals,1 reviews,4
76670,pork-tenderloin-in-mustard-marinade-with-cherry-compote,https://www.allrecipes.com/recipe/76670/pork-tenderloin-in-mustard-marinade-with-cherry-compote/,"['1 (1 1/2 pound) pork tenderloin, trimmed', '6 sprigs fresh rosemary, for garnish', 'Mustard Marinade:', '1/2 cup CRISCO® Oil', '1 clove garlic, minced', '1/4 cup Dijon mustard', '1 teaspoon black pepper', '1/2 teaspoon salt', '1 teaspoon dried thyme', '1 teaspoon dried rosemary, crushed', 'Cherry Compote:', '1/2 small red onion', '1/4 cup shiitake mushrooms, roughly chopped', '1 tablespoon CRISCO® Oil', '1 cup beef broth', ""1 (18 ounce) jar SMUCKER'S® Cherry Preserves"", '1 1/2 teaspoons dried thyme', '3 tablespoons chilled butter, cut into pieces']",,566  cals,19 reviews,4.827586174
76671,pain-perdu-with-apricot-sauce,https://www.allrecipes.com/recipe/76671/pain-perdu-with-apricot-sauce/,"['Apricot Sauce:', '2/3 cup sugar', '1/2 cup water', '1 cinnamon stick', '8 apricots, pitted and roughly chopped (fresh or canned)', 'Pain Perdu:', '1 cup whole milk', '4 eggs', '6 thick slices egg bread (Challah is best)', 'Pinch of salt', '4 tablespoons Butter Flavor CRISCO® All-Vegetable Shortening', 'Powdered Sugar']",,486  cals,0 reviews,0
76672,cheese-blintzes,https://www.allrecipes.com/recipe/76672/cheese-blintzes/,"['2 eggs', '1 teaspoon salt', '1 1/4 cups water, or as needed', '1 cup all-purpose flour', '1 1/2 cups creamed cottage cheese (pot cheese)', '1/2 teaspoon salt', '1/2 teaspoon pepper', 'Sugar, if desired', '1 egg', '2 tablespoons CRISCO® All-Vegetable Shortening or CRISCO® Stick, for frying']",,104  cals,0 reviews,4
76673,mushroom-quiche,https://www.allrecipes.com/recipe/76673/mushroom-quiche/,"['1 1/3 cups all-purpose flour, sifted', '1/2 teaspoon salt', '1/2 cup CRISCO® All-Vegetable Shortening', '3 tablespoons cold water', '2 tablespoons CRISCO® Oil', '2 medium shallots, thinly sliced', '1 pound white button mushrooms, quartered', 'Coarse salt and freshly ground pepper', '1/2 cup milk', '1/2 cup heavy cream', '2 large eggs', '1 large egg yolk', '1 pinch freshly grated nutmeg', '6 ounces Gruyere cheese, grated']",,546  cals,3 reviews,3.666666746
76674,cinnamon-apple-rolls,https://www.allrecipes.com/recipe/76674/cinnamon-apple-rolls/,"['3 cups sifted all-purpose enriched flour', '2 tablespoons sugar', '4 teaspoons double-acting baking powder', '1 teaspoon salt', '1 cup milk', '1/2 cup CRISCO® Oil', '2 cups chopped, pared apples', '1/2 cup brown sugar', '1 teaspoon cinnamon', '1 cup brown sugar', '1/2 cup CRISCO® Oil', '1/2 cup chopped nuts']",,662  cals,6 reviews,4
76675,upside-down-caramel-pear-pie,https://www.allrecipes.com/recipe/76675/upside-down-caramel-pear-pie/,"['For the Double Crust:', '2 cups all-purpose flour, sifted', '2 teaspoons sugar', 'Pinch of salt', '3/4 cup CRISCO® All-Vegetable Shortening', '3 tablespoons ice water, or more if needed', 'For the Filling:', '2 tablespoons butter or stick margarine, softened', '1 cup pecan halves', '1/2 cup brown sugar', 'Cooking spray', '3/4 cup sugar, or to taste', '2 tablespoons all-purpose flour', '1/2 teaspoon cinnamon', '1/4 teaspoon salt', '1/4 teaspoon ground nutmeg', '1/8 teaspoon allspice (optional)', '5 cups peeled, sliced fresh pears', '1 tablespoon butter', 'For the Garnish:', ""1/2 cup SMUCKER'S® Caramel Topping"", 'Freshly whipped, sweetened cream, optional']",,681  cals,1 reviews,5
76676,pecan-crusted-catfish-with-white-cheddar-grits,https://www.allrecipes.com/recipe/76676/pecan-crusted-catfish-with-white-cheddar-grits/,"['For Fish:', '1 cup all-purpose flour', '1 tablespoon onion powder', 'Salt to taste', '3 eggs', '2 cups milk', '1 bunch fresh thyme, chopped', '2 cups finely ground pecans', 'Pepper', '4 (6 ounce) fillets catfish', '3 cups CRISCO® Pure Canola Oil', 'For Grits:', '4 cups chicken broth', '2 cups stone-ground grits (or instant grits)', '1/4 cup heavy cream', '1/2 cup shredded white Cheddar cheese', 'Salt and pepper', '4 green onion, thinly sliced']",,1426  cals,6 reviews,4.285714149
76677,chocolate-oatmeal-pecan-pie-with-flaky-yogurt-crust,https://www.allrecipes.com/recipe/76677/chocolate-oatmeal-pecan-pie-with-flaky-yogurt-crust/,"['For the crust:', '2 cups all-purpose flour', '3/4 cup Butter Flavor CRISCO® All-Vegetable Shortening', '1/4 cup plain yogurt', '1 teaspoon salt', '1/8 teaspoon baking powder', 'For the filling:', '2 (1 ounce) squares unsweetened baking chocolate', '1/3 cup butter or stick margarine', '1 cup light corn syrup', '2/3 cup light brown sugar', '3 eggs', '1/2 teaspoon salt', '2/3 cup quick-cooking oats', '2/3 cup pecan halves', 'For the garnish:', 'Freshly whipped, sweetened cream, optional']",,693  cals,0 reviews,0
76678,chocolate-lovers-pie,https://www.allrecipes.com/recipe/76678/chocolate-lovers-pie/,"['1 1/3 cups all-purpose flour', '1/2 teaspoon salt', '1/2 cup Crisco® Baking Sticks All-Vegetable Shortening', '3 tablespoons cold water', '1/2 cup Crisco® Baking Sticks Butter Flavor All-Vegetable Shortening', '1/2 cup sugar', '4 eggs', '2 cups semisweet chocolate chips, melted', '2 teaspoons instant espresso powder', '1 1/2 teaspoons vanilla extract', '1/2 cup all-purpose flour', '1 cup coarsely chopped hazelnuts or pecans']",,703  cals,4 reviews,4
76679,caribbean-chicken-grill-with-pineapple-salad,https://www.allrecipes.com/recipe/76679/caribbean-chicken-grill-with-pineapple-salad/,"['1 (8 ounce) can pineapple tidbits or chunks', '1/4 cup CRISCO® Oil', '2 tablespoons lime juice', '1 clove garlic, minced', '1/4 teaspoon crushed red pepper flakes', '1 teaspoon sugar', '4 boneless, skinless chicken breast halves', '1/4 cup diced red bell pepper', '1/4 cup diced red onion', '1 small jalapeno pepper, minced', '2 tablespoons chopped cilantro', 'Salt and pepper to taste']",,301  cals,20 reviews,4.434782505
76680,pumpkin-soup-in-pumpkin-bowls,https://www.allrecipes.com/recipe/76680/pumpkin-soup-in-pumpkin-bowls/,"['6 small pumpkins', '4 tablespoons CRISCO® Pure Canola Oil', '3 cloves minced garlic', '1 cup chopped onion', '1/3 cup chopped celery', '1 quart chicken or vegetable broth', '1 (16 ounce) can unsweetened pumpkin', '1 teaspoon ground ginger', '1 teaspoon ground nutmeg', '1/2 cup apple juice', 'Salt and pepper to taste', 'Sour cream (optional)', 'Finely chopped chives (optional)']",,267  cals,1 reviews,4
76681,autumn-stew,https://www.allrecipes.com/recipe/76681/autumn-stew/,"['1/4 cup all-purpose flour', '2 teaspoons dried parsley flakes', '1/2 teaspoon dried thyme leaves', '1/2 teaspoon salt', '1/2 teaspoon ground ginger', '1/4 teaspoon ground nutmeg', '1/4 teaspoon pepper', '2 pounds pork stew meat, cut into 1-1/2-inch cubes', '3 tablespoons CRISCO® Oil', '1 (16 ounce) can pumpkin', '1 (15 ounce) can garbanzo beans, rinsed and drained', '2 cups water', '1 medium sweet potato, peeled and cut into 3/4-inch cubes', '1/2 cup chopped green onion', '1 tablespoon packed brown sugar', '2 teaspoons instant chicken bouillon granules', '1 bay leaf', '1 medium zucchini, cut into julienne strips']",,393  cals,0 reviews,0
76682,criscos-pumpkin-pie,https://www.allrecipes.com/recipe/76682/criscos-pumpkin-pie/,"['1 1/3 cups all-purpose flour', '1/2 teaspoon salt', '1/2 cup CRISCO® All-Vegetable Shortening', '3 tablespoons cold water', '2 eggs', '1/2 cup brown sugar', '1 cup heavy cream', '1 teaspoon cinnamon', '2 teaspoons pumpkin pie spice', '1 pinch salt', '2 cups canned pumpkin']",,382  cals,1 reviews,5
76683,fall-harvest-oatmeal-cookies,https://www.allrecipes.com/recipe/76683/fall-harvest-oatmeal-cookies/,"['1 1/4 cups firmly packed light brown sugar', '3/4 cup Butter Flavor CRISCO® All-Vegetable Shortening', '1 egg', '1/3 cup milk', '1 tablespoon grated orange peel', '1 1/2 teaspoons vanilla', '3 cups quick oats, uncooked', '1 cup all-purpose flour', '1 1/2 teaspoons cinnamon', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '1/4 teaspoon nutmeg', '1/4 teaspoon ground cloves', '1 cup coarsely chopped, peeled apples', '1 cup raisins', '1 cup coarsely chopped walnuts']",,174  cals,0 reviews,0
76684,fall-harvest-oatmeal-cookiesprovided-by-crisco-duplicate-1042004-20307-pm,https://www.allrecipes.com/recipe/76684/fall-harvest-oatmeal-cookiesprovided-by-crisco-duplicate-1042004-20307-pm/,"['1 (12 inch) pre-baked pizza crust', '1 1/2 cups shredded mozzarella cheese', '1 (14 ounce) jar pizza sauce', '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced', '1 (3.5 ounce) package sliced pepperoni']",30 m,505  cals,0 reviews,0
