recipe_id,recipe_url,calories,fat,carb,protein,cholesterol,sodium
254198,https://www.allrecipes.com/recipe/254198/mulberry-kuchen-cake/,324 calories;,9 ,57.6,4.6 ,33 ,320 
254199,https://www.allrecipes.com/recipe/254199/wine-slushie/,279 calories;,0 ,53.5,0.3 ,0 ,14 
254200,https://www.allrecipes.com/recipe/254200/fruit-punch-wine-slushie/,249 calories;,0 ,45.7,0.3 ,0 ,14 
254201,https://www.allrecipes.com/recipe/254201/mulberry-spice-pie/,419 calories;,16.2 ,64.9,5.5 ,0 ,397 
254202,https://www.allrecipes.com/recipe/254202/vegan-meringues/,37 calories;,0.1 ,8.6,0.6 ,0 ,34 
254203,https://www.allrecipes.com/recipe/254203/minecraft-cake/,837 calories;,38.4 ,121.6,9.9 ,104 ,406 
254204,https://www.allrecipes.com/recipe/254204/savory-quail-tagine/,493 calories;,21.6 ,64.6,16.7 ,41 ,81 
254205,https://www.allrecipes.com/recipe/254205/sicilian-pasta-with-broccoli/,576 calories;,12.4 ,96.2,21 ,8 ,426 
254206,https://www.allrecipes.com/recipe/254206/after-school-antipasto-pinwheel-sandwiches/,399 calories;,29.1 ,17.1,20.1 ,92 ,1796 
254207,https://www.allrecipes.com/recipe/254207/succulent-sausage-squash-salad/,254 calories;,7.3 ,49.8,6.2 ,16 ,626 
254208,https://www.allrecipes.com/recipe/254208/hearty-potato-skillet/,693 calories;,34.8 ,52.7,41.7 ,289 ,1347 
254209,https://www.allrecipes.com/recipe/254209/bbq-meatballs-with-pepper-and-cheese-animal-cut-outs/,413 calories;,24 ,25.5,23.3 ,113 ,1011 
254210,https://www.allrecipes.com/recipe/254210/spicy-sweet-pepper-poppers/,110 calories;,7.6 ,5.6,5.1 ,12 ,364 
254211,https://www.allrecipes.com/recipe/254211/roasted-sriracha-cheese-cauliflower-bites/,304 calories;,24.3 ,9.9,13.7 ,44 ,467 
254212,https://www.allrecipes.com/recipe/254212/buckwheat-chickpea-pesto-salad/,322 calories;,19.3 ,31.8,7.3 ,0 ,403 
254213,https://www.allrecipes.com/recipe/254213/brunchtime-spicy-chickpea-frittata/,186 calories;,11 ,12.4,10.1 ,189 ,251 
254214,https://www.allrecipes.com/recipe/254214/mine-craft-creeper-cake/,360 calories;,12.9 ,59.7,5.3 ,24 ,329 
254215,https://www.allrecipes.com/recipe/254215/one-ingredient-sorbet/,99 calories;,0.4 ,25.2,1.3 ,0 ,1 
254216,https://www.allrecipes.com/recipe/254216/pesto-puff-pastry-pinwheel/,535 calories;,39.9 ,31.3,13.6 ,20 ,432 
254217,https://www.allrecipes.com/recipe/254217/impossible-cake/,459 calories;,20.3 ,59.4,12.1 ,133 ,364 
254218,https://www.allrecipes.com/recipe/254218/basil-cheesecake-with-strawberry-mousse/,747 calories;,58.1 ,46.7,13.3 ,270 ,438 
254219,https://www.allrecipes.com/recipe/254219/owl-cupcakes/,372 calories;,20.3 ,46.4,5.4 ,47 ,291 
254220,https://www.allrecipes.com/recipe/254220/homemade-pasta-without-a-pasta-machine/,324 calories;,5 ,54.7,13.7 ,140 ,93 
254221,https://www.allrecipes.com/recipe/254221/blueberry-mulberry-custard-tart/,376 calories;,13.6 ,58.2,6 ,23 ,244 
254222,https://www.allrecipes.com/recipe/254222/homemade-boysenberry-coffee-cake/,610 calories;,21.8 ,98.7,6.3 ,89 ,268 
254223,https://www.allrecipes.com/recipe/254223/boysenberry-crisp/,229 calories;,9 ,35,4 ,44 ,344 
254224,https://www.allrecipes.com/recipe/254224/mrs-berrys-berry-coffee-cake/,231 calories;,5.1 ,42.6,4.7 ,30 ,681 
254225,https://www.allrecipes.com/recipe/254225/fried-zucchini-squash-blossoms/,465 calories;,34.1 ,37.2,5.1 ,66 ,181 
254226,https://www.allrecipes.com/recipe/254226/impressive-quick-and-easy-squash-blossoms/,100 calories;,6.7 ,5.7,3.5 ,15 ,2266 
254227,https://www.allrecipes.com/recipe/254227/oven-roasted-stuffed-squash-blossoms/,244 calories;,17.3 ,16.6,10.6 ,17 ,309 
254228,https://www.allrecipes.com/recipe/254228/gluten-free-stuffed-zucchini-blossoms-fior-di-zucca-ripieni/,243 calories;,11.5 ,23.6,13.2 ,84 ,270 
254229,https://www.allrecipes.com/recipe/254229/lighter-stuffed-zucchini-blossoms/,708 calories;,16.6 ,102.9,39.4 ,15 ,1080 
254230,https://www.allrecipes.com/recipe/254230/chipotle-hummus/,158 calories;,7.5 ,19.2,4.5 ,0 ,446 
254231,https://www.allrecipes.com/recipe/254231/cams-hummus/,94 calories;,6.7 ,7.4,1.9 ,0 ,145 
254232,https://www.allrecipes.com/recipe/254232/authentic-thai-basil-chicken-very-easy-and-fast/,304 calories;,16.2 ,14.5,25.8 ,59 ,1625 
254233,https://www.allrecipes.com/recipe/254233/nps-spicy-thai-basil-chicken-and-veggies/,247 calories;,9.9 ,13.7,26.4 ,59 ,1292 
254234,https://www.allrecipes.com/recipe/254234/tsukune-japanese-chicken-meatballs/,133 calories;,2.2 ,12.8,11.8 ,45 ,902 
254235,https://www.allrecipes.com/recipe/254235/sake-steamed-short-neck-clams/,72 calories;,0 ,3.3,0.6 ,0 ,153 
254236,https://www.allrecipes.com/recipe/254236/tasty-shrimp-tempura-and-sake-dipping-sauce/,489 calories;,14 ,57.8,27.5 ,224 ,3812 
254237,https://www.allrecipes.com/recipe/254237/sake-gorgonzola-sauce/,190 calories;,16.5 ,1.9,3.4 ,55 ,172 
254238,https://www.allrecipes.com/recipe/254238/japanese-carrot-ginger-dressing/,34 calories;,1.7 ,2.9,0.3 ,0 ,111 
254239,https://www.allrecipes.com/recipe/254239/butter-popcorn-with-sumac/,426 calories;,29.3 ,37.7,6.4 ,41 ,313 
254240,https://www.allrecipes.com/recipe/254240/zingy-roast-chicken/,639 calories;,54.3 ,8.8,27.9 ,106 ,1141 
254241,https://www.allrecipes.com/recipe/254241/delicious-spinach-rice-with-feta/,276 calories;,8.3 ,43.2,8.6 ,17 ,256 
254242,https://www.allrecipes.com/recipe/254242/lebanese-fattoush-bread-salad/,241 calories;,14.4 ,25.5,5 ,0 ,201 
254243,https://www.allrecipes.com/recipe/254243/herb-braised-carrots/,77 calories;,3.2 ,11.8,1.1 ,8 ,118 
254244,https://www.allrecipes.com/recipe/254244/raspberry-rose-wine-slushie/,222 calories;,0.2 ,38.5,1 ,0 ,7 
254245,https://www.allrecipes.com/recipe/254245/berries-and-cream-shortcake-on-the-go/,191 calories;,6 ,33.1,2.9 ,33 ,83 
254246,https://www.allrecipes.com/recipe/254246/whiskey-sidecar-slush-with-broiled-lemon-juice/,216 calories;,0.2 ,22.1,0.6 ,0 ,6 
254247,https://www.allrecipes.com/recipe/254247/personal-shepherds-pies/,574 calories;,34.6 ,37.1,29.5 ,94 ,914 
254248,https://www.allrecipes.com/recipe/254248/whiskey-sidecar-with-broiled-lemon-juice/,406 calories;,0.5 ,62.8,1.5 ,0 ,13 
254249,https://www.allrecipes.com/recipe/254249/whiskey-sidecar/,390 calories;,0.1 ,52.8,0.3 ,0 ,10 
254250,https://www.allrecipes.com/recipe/254250/whiskey-sidecar-slush/,209 calories;,0.1 ,17.7,0.1 ,0 ,5 
254251,https://www.allrecipes.com/recipe/254251/frijoles-refritos-refried-beans/,215 calories;,9.8 ,23.8,8.1 ,0 ,210 
254252,https://www.allrecipes.com/recipe/254252/mexican-deep-dish-pizza/,507 calories;,31.8 ,29.3,25.7 ,81 ,1079 
254253,https://www.allrecipes.com/recipe/254253/strawberry-frose-frozen-rose-slushy/,195 calories;,0.2 ,25.7,0.6 ,0 ,6 
254254,https://www.allrecipes.com/recipe/254254/indian-egg-curry/,200 calories;,11.1 ,13.3,11.8 ,318 ,187 
254255,https://www.allrecipes.com/recipe/254255/spiced-egg-curry/,254 calories;,16.8 ,18,9.2 ,212 ,204 
254256,https://www.allrecipes.com/recipe/254256/vegetarian-indian-egg-curry/,105 calories;,7.7 ,5.6,4.3 ,106 ,429 
254257,https://www.allrecipes.com/recipe/254257/bellini-slushie/,360 calories;,0.3 ,60.8,1.3 ,0 ,18 
254258,https://www.allrecipes.com/recipe/254258/tracis-apricot-bellini/,181 calories;,0.1 ,13.6,0.1 ,0 ,7 
254259,https://www.allrecipes.com/recipe/254259/frozen-hot-chocolate/,285 calories;,12.6 ,36.1,7.7 ,20 ,162 
254260,https://www.allrecipes.com/recipe/254260/3-ingredient-frozen-hot-chocolate/,316 calories;,5 ,59.3,8.3 ,10 ,376 
254261,https://www.allrecipes.com/recipe/254261/easy-frozen-hot-chocolate/,180 calories;,8.7 ,23.2,4.7 ,7 ,43 
254262,https://www.allrecipes.com/recipe/254262/tonkatsu-shoyu-ramen-pork-cutlet-soy-sauce-ramen/,1406 calories;,81.8 ,90,75.6 ,321 ,3660 
254263,https://www.allrecipes.com/recipe/254263/pan-seared-and-crusted-ling-cod/,373 calories;,19.5 ,21.8,28.1 ,92 ,4153 
254264,https://www.allrecipes.com/recipe/254264/raspberry-and-pistachio-semifreddo/,262 calories;,20.8 ,16.6,4.5 ,259 ,38 
254265,https://www.allrecipes.com/recipe/254265/my-nutty-semifreddo/,888 calories;,68.1 ,61.9,16.3 ,288 ,99 
254266,https://www.allrecipes.com/recipe/254266/strawberry-semifreddo/,247 calories;,11.8 ,32.2,1.6 ,41 ,25 
254267,https://www.allrecipes.com/recipe/254267/asian-veggies-chicken-and-sorghum-grain-bowl/,575 calories;,22.2 ,60.3,29.9 ,63 ,438 
254268,https://www.allrecipes.com/recipe/254268/greek-sorghum-bowl-with-artichokes-and-olives/,508 calories;,30 ,52,9.2 ,17 ,1186 
254269,https://www.allrecipes.com/recipe/254269/sorghum-kale-and-white-bean-tomato-soup/,108 calories;,2.8 ,15.3,5.7 ,5 ,271 
254270,https://www.allrecipes.com/recipe/254270/mexican-fiesta-with-sorghum-grain/,565 calories;,10.2 ,81.2,35.1 ,59 ,755 
254271,https://www.allrecipes.com/recipe/254271/peach-skillet-cake-with-sorghum-flour/,241 calories;,7.7 ,37.7,5.3 ,85 ,291 
254272,https://www.allrecipes.com/recipe/254272/sorghum-pilaf-with-roasted-asparagus/,553 calories;,31.9 ,57.5,13.4 ,22 ,883 
254273,https://www.allrecipes.com/recipe/254273/magical-chocolate-bars/,1144 calories;,91.7 ,95.5,8 ,30 ,79 
254274,https://www.allrecipes.com/recipe/254274/chef-johns-brie-with-ripe-pear-and-black-pepper/,178 calories;,11.3 ,11.1,9 ,38 ,286 
254275,https://www.allrecipes.com/recipe/254275/chef-johns-cheater-demi-glace/,317 calories;,18.6 ,9,27.4 ,76 ,171 
254276,https://www.allrecipes.com/recipe/254276/chef-johns-salami-bread/,366 calories;,17.2 ,33.7,17.3 ,44 ,1357 
254277,https://www.allrecipes.com/recipe/254277/chef-johns-spicy-shrimp-cakes/,302 calories;,16.8 ,20.7,20.4 ,157 ,579 
254278,https://www.allrecipes.com/recipe/254278/chef-johns-thai-style-sweet-chili-sauce/,65 calories;,0 ,16.4,0.4 ,0 ,310 
254279,https://www.allrecipes.com/recipe/254279/chef-johns-yucatan-style-grilled-pork/,242 calories;,9.9 ,12.1,28.1 ,84 ,1021 
254280,https://www.allrecipes.com/recipe/254280/chef-johns-pourable-pizza/,388 calories;,4.4 ,75.2,10.5 ,0 ,528 
254281,https://www.allrecipes.com/recipe/254281/chef-johns-bacon-and-asparagus-dutch-baby/,287 calories;,16.8 ,16.3,17.5 ,167 ,907 
254282,https://www.allrecipes.com/recipe/254282/cashew-cream-vegan-style-whipped-topping/,113 calories;,8.7 ,6.9,2.7 ,0 ,43 
254283,https://www.allrecipes.com/recipe/254283/cheesecake-fruit-dip-from-reddi-wip/,205 calories;,14.4 ,16.3,2.6 ,49 ,111 
254284,https://www.allrecipes.com/recipe/254284/chocolate-peanut-butter-banana-smoothies/,222 calories;,7.6 ,30.2,4 ,8 ,114 
254285,https://www.allrecipes.com/recipe/254285/chocolate-strawberry-shortcake/,108 calories;,2.8 ,19.4,1.8 ,5 ,201 
254286,https://www.allrecipes.com/recipe/254286/fresh-fruit-custard-tart/,234 calories;,8.2 ,32,7.4 ,4 ,204 
254287,https://www.allrecipes.com/recipe/254287/gluten-free-peanut-butter-and-banana-crepe-stack/,177 calories;,5.5 ,29.5,4.2 ,7 ,119 
254288,https://www.allrecipes.com/recipe/254288/grilled-fruit-ice-cream-sundaes/,403 calories;,21.4 ,51.7,4.5 ,69 ,164 
254289,https://www.allrecipes.com/recipe/254289/grilled-peanut-butter-banana-and-chocolate-cones/,228 calories;,13.2 ,26,5.1 ,5 ,103 
254290,https://www.allrecipes.com/recipe/254290/hot-chocolate-monkey-bread/,370 calories;,17.4 ,48.2,5.4 ,3 ,886 
254291,https://www.allrecipes.com/recipe/254291/hot-chocolate-truffles/,133 calories;,6.3 ,17.8,1.3 ,5 ,74 
254292,https://www.allrecipes.com/recipe/254292/mango-pineapple-ice-pops/,91 calories;,1.7 ,18.6,0.4 ,8 ,2 
254293,https://www.allrecipes.com/recipe/254293/mini-apple-pies-from-reddi-wip/,183 calories;,10.2 ,21.4,2.1 ,< 1 ,136 
254294,https://www.allrecipes.com/recipe/254294/mini-berry-trifles-in-a-jar/,222 calories;,2 ,48.2,4.8 ,4 ,381 
254295,https://www.allrecipes.com/recipe/254295/mini-pumpkin-cheesecakes-from-reddi-wip/,190 calories;,14.7 ,12.8,3.6 ,40 ,94 
254296,https://www.allrecipes.com/recipe/254296/no-bake-peanut-butter-iceberg-pie/,429 calories;,30.3 ,34.2,9.9 ,17 ,388 
254297,https://www.allrecipes.com/recipe/254297/old-fashioned-gingerbread/,359 calories;,14.1 ,56.4,5.7 ,32 ,353 
254298,https://www.allrecipes.com/recipe/254298/red-velvet-mug-cakes/,366 calories;,17.1 ,41.9,7 ,62 ,330 
254299,https://www.allrecipes.com/recipe/254299/red-white-and-blue-ice-cream-pie/,294 calories;,14.2 ,40.7,2.9 ,41 ,168 
254300,https://www.allrecipes.com/recipe/254300/reddi-wip-filled-cupcakes/,107 calories;,2.8 ,18.9,1 ,8 ,163 
254301,https://www.allrecipes.com/recipe/254301/sausage-and-apple-stuffed-french-toast/,460 calories;,22.8 ,45.2,16.4 ,40 ,699 
254302,https://www.allrecipes.com/recipe/254302/strawberry-banana-smoothie-from-reddi-wip/,98 calories;,1.3 ,19.3,2.7 ,6 ,40 
254303,https://www.allrecipes.com/recipe/254303/whole-grain-pancakes-with-fresh-fruit/,351 calories;,4.8 ,69.9,11.7 ,1 ,568 
254304,https://www.allrecipes.com/recipe/254304/korean-beef-simmered-in-soy-sauce-jangjorim/,159 calories;,7.9 ,13.3,9 ,122 ,1246 
254305,https://www.allrecipes.com/recipe/254305/switchel/,92 calories;,0 ,22.6,0.1 ,0 ,8 
254306,https://www.allrecipes.com/recipe/254306/gingerade-cadillac/,182 calories;,0.1 ,13.5,0.1 ,0 ,6 
254307,https://www.allrecipes.com/recipe/254307/pink-cadillac-margaritas/,245 calories;,0.1 ,10.1,0 ,0 ,1747 
254308,https://www.allrecipes.com/recipe/254308/pink-cadillac-margarita/,374 calories;,0.1 ,42.1,0.1 ,0 ,11 
254309,https://www.allrecipes.com/recipe/254309/sour-key-lime-vodka-gimlet/,160 calories;,0 ,9.3,0.3 ,0 ,6 
254310,https://www.allrecipes.com/recipe/254310/vodka-gimlet/,39 calories;,0 ,2.3,0.1 ,0 ,1 
254311,https://www.allrecipes.com/recipe/254311/pink-pina-colada-slush/,281 calories;,3.9 ,42.6,0.3 ,0 ,25 
254312,https://www.allrecipes.com/recipe/254312/fizzy-pina-colada-slush/,296 calories;,1.7 ,49.8,0.9 ,0 ,9 
254313,https://www.allrecipes.com/recipe/254313/tamagoyaki-with-mushroom-and-mozzarella-cheese/,380 calories;,28.3 ,18.6,14.6 ,288 ,273 
254314,https://www.allrecipes.com/recipe/254314/tamagoyaki-japanese-sweet-omelet/,82 calories;,5 ,2.9,6.6 ,186 ,369 
254315,https://www.allrecipes.com/recipe/254315/japanese-sweet-omelet/,162 calories;,9.9 ,5.3,12.9 ,372 ,439 
254316,https://www.allrecipes.com/recipe/254316/pineapple-dream-pie/,425 calories;,30.6 ,36,4.9 ,31 ,257 
254317,https://www.allrecipes.com/recipe/254317/banana-brownie-muffins/,164 calories;,7.3 ,23.8,2.7 ,17 ,115 
254318,https://www.allrecipes.com/recipe/254318/banana-brownies/,201 calories;,8.5 ,32,2.3 ,26 ,77 
254319,https://www.allrecipes.com/recipe/254319/banana-brownie-cookies/,60 calories;,2.2 ,9.5,1.5 ,6 ,3 
254320,https://www.allrecipes.com/recipe/254320/banana-walnut-brownies/,308 calories;,13.2 ,48.3,4.4 ,48 ,261 
254321,https://www.allrecipes.com/recipe/254321/chocolate-banana-brownies/,198 calories;,9.6 ,28.6,2.7 ,37 ,85 
254322,https://www.allrecipes.com/recipe/254322/cauliflower-tots/,117 calories;,3.4 ,14.9,8.3 ,37 ,258 
254323,https://www.allrecipes.com/recipe/254323/chorizo-con-huevos-spicy-mexican-sausage-with-eggs/,349 calories;,23.5 ,13,21.5 ,366 ,582 
254324,https://www.allrecipes.com/recipe/254324/banana-pudding-cupcakes/,237 calories;,9.8 ,35.4,3.1 ,26 ,226 
254325,https://www.allrecipes.com/recipe/254325/smoky-baked-chicken/,392 calories;,27.8 ,2.9,32.8 ,98 ,1142 
254326,https://www.allrecipes.com/recipe/254326/easy-alice-springs-chicken/,568 calories;,38.3 ,2.6,51.4 ,173 ,1076 
254327,https://www.allrecipes.com/recipe/254327/meatball-stroganoff/,662 calories;,40.8 ,30.2,41.8 ,139 ,2136 
254328,https://www.allrecipes.com/recipe/254328/quick-meatball-stroganoff/,656 calories;,31.5 ,60.5,29.7 ,109 ,769 
254329,https://www.allrecipes.com/recipe/254329/deep-fried-lasagna-pieces/,498 calories;,25.1 ,37.7,28.8 ,97 ,1141 
254330,https://www.allrecipes.com/recipe/254330/vietnamese-coffee/,158 calories;,5.1 ,26.1,3.4 ,13 ,65 
254331,https://www.allrecipes.com/recipe/254331/tuna-stroganoff-casserole/,583 calories;,31.5 ,49.9,24.6 ,57 ,1064 
254332,https://www.allrecipes.com/recipe/254332/michelles-ultimate-beef-stroganoff-casserole/,664 calories;,31.9 ,65,28.8 ,153 ,882 
254333,https://www.allrecipes.com/recipe/254333/stroganoff-casserole-with-a-twist/,365 calories;,26.6 ,11.6,20.8 ,77 ,796 
254334,https://www.allrecipes.com/recipe/254334/chicken-tamale-pie/,325 calories;,11.6 ,32.4,21.8 ,56 ,646 
254335,https://www.allrecipes.com/recipe/254335/tex-mex-chicken-tamale-pie/,593 calories;,28.4 ,15.6,66.4 ,198 ,691 
254336,https://www.allrecipes.com/recipe/254336/low-carb-waffles/,278 calories;,19.3 ,21.2,5.7 ,67 ,402 
254337,https://www.allrecipes.com/recipe/254337/4-ingredient-chickpea-burger-for-one-vegan/,362 calories;,13.6 ,48.2,14.9 ,0 ,597 
254338,https://www.allrecipes.com/recipe/254338/vegan-green-bean-casserole/,633 calories;,43.9 ,51,5.3 ,0 ,1121 
254339,https://www.allrecipes.com/recipe/254339/key-lime-and-raspberry-pies-in-jars/,509 calories;,29 ,56.4,8.7 ,216 ,183 
254340,https://www.allrecipes.com/recipe/254340/turkey-spaghetti-zoodles/,301 calories;,6.1 ,26.8,34.3 ,85 ,803 
254341,https://www.allrecipes.com/recipe/254341/paleo-chicken-marsala/,357 calories;,20.5 ,5.8,28.9 ,97 ,811 
254342,https://www.allrecipes.com/recipe/254342/roasted-cauliflower-rice/,59 calories;,2.8 ,7.6,2.8 ,0 ,261 
254343,https://www.allrecipes.com/recipe/254343/low-carb-mac-ish-and-cheese/,262 calories;,14.2 ,16.8,17.6 ,49 ,479 
254344,https://www.allrecipes.com/recipe/254344/beach-hammock/,535 calories;,13.3 ,71.8,1 ,0 ,55 
254345,https://www.allrecipes.com/recipe/254345/polenta-lasagna-with-roasted-vegetables/,269 calories;,12.3 ,27.6,13.4 ,23 ,709 
254346,https://www.allrecipes.com/recipe/254346/matcha-berry-swirl-smoothie/,262 calories;,0.7 ,65.6,3.3 ,0 ,17 
254347,https://www.allrecipes.com/recipe/254347/green-tea-tiramisu/,651 calories;,32.3 ,66.4,12.4 ,309 ,151 
254348,https://www.allrecipes.com/recipe/254348/vegan-matcha-latte-with-coconut-cream/,147 calories;,4.6 ,22.5,5 ,0 ,97 
254349,https://www.allrecipes.com/recipe/254349/brazilian-bom-bocado-egg-custard/,147 calories;,6.5 ,19.1,3.9 ,43 ,58 
254350,https://www.allrecipes.com/recipe/254350/easy-brazilian-black-bean-stew/,117 calories;,1.3 ,19.4,7.6 ,3 ,544 
254351,https://www.allrecipes.com/recipe/254351/brazilian-milk-pudding/,204 calories;,6.6 ,29.2,7.8 ,76 ,106 
254352,https://www.allrecipes.com/recipe/254352/brazilian-crispy-cheese-bread/,131 calories;,12.1 ,1.4,4.4 ,38 ,151 
254353,https://www.allrecipes.com/recipe/254353/brazilian-stroganoff/,327 calories;,24.7 ,16.7,11.6 ,90 ,387 
254354,https://www.allrecipes.com/recipe/254354/brazilian-rice/,474 calories;,14.2 ,77.9,7.2 ,0 ,1179 
254355,https://www.allrecipes.com/recipe/254355/brazilian-sweet-banana-and-rice-dish/,932 calories;,15.3 ,178,24.3 ,27 ,1016 
254356,https://www.allrecipes.com/recipe/254356/churrascaria-style-picanha/,143 calories;,7.9 ,1.6,15.9 ,39 ,417 
254357,https://www.allrecipes.com/recipe/254357/brazilian-chicken-stroganoff/,440 calories;,28.7 ,14.4,28.4 ,73 ,366 
254358,https://www.allrecipes.com/recipe/254358/brazilian-avocado-ice-cream/,289 calories;,12.8 ,38.7,6.7 ,37 ,101 
254359,https://www.allrecipes.com/recipe/254359/brazilian-chicken-a-mineira/,361 calories;,16.4 ,19.1,34.6 ,113 ,400 
254360,https://www.allrecipes.com/recipe/254360/brazilian-garlic-sauce-molho-de-alho/,200 calories;,19.2 ,5.4,2 ,20 ,342 
254361,https://www.allrecipes.com/recipe/254361/brazilian-chicken-stew-galinha-ensopada/,425 calories;,26 ,8.9,36.5 ,129 ,2173 
254362,https://www.allrecipes.com/recipe/254362/pao-de-queijo-brazilian-cheese-bread/,74 calories;,3.4 ,9.8,1.1 ,14 ,241 
254363,https://www.allrecipes.com/recipe/254363/fiesta-lime-chicken/,400 calories;,13.8 ,36.2,27 ,59 ,437 
254364,https://www.allrecipes.com/recipe/254364/baked-sweet-potato-coins/,124 calories;,0.2 ,28.8,2.3 ,0 ,308 
254365,https://www.allrecipes.com/recipe/254365/vegan-sweet-potato-biscuits/,79 calories;,2.5 ,13.5,1.7 ,0 ,285 
254366,https://www.allrecipes.com/recipe/254366/sweet-potato-peanut-butter-hummus/,72 calories;,2.6 ,10.5,2.1 ,0 ,92 
254367,https://www.allrecipes.com/recipe/254367/shami-kebab/,492 calories;,11.6 ,47,46.2 ,148 ,2128 
254368,https://www.allrecipes.com/recipe/254368/spicy-lentil-quinoa-curry/,413 calories;,10.5 ,62.1,19.8 ,9 ,1158 
