recipe_id,recipe_url,calories,fat,carb,protein,cholesterol,sodium
254369,https://www.allrecipes.com/recipe/254369/quick-indian-vegetarian-cottage-cheese-breakfast/,295 calories;,14.7 ,18.7,22.7 ,25 ,1562 
254370,https://www.allrecipes.com/recipe/254370/oat-free-and-gluten-free-granola-bars-clean-eating/,352 calories;,31.5 ,17.9,4.7 ,0 ,64 
254371,https://www.allrecipes.com/recipe/254371/power-cricket-crepes/,272 calories;,8.8 ,36.7,12.3 ,47 ,87 
254372,https://www.allrecipes.com/recipe/254372/milk-and-cookies-ice-pops/,426 calories;,35.8 ,24.3,4.1 ,114 ,111 
254373,https://www.allrecipes.com/recipe/254373/spiralized-apple-salad/,136 calories;,7.9 ,17.1,0.8 ,0 ,97 
254374,https://www.allrecipes.com/recipe/254374/nutty-yogi-banana-muffins/,165 calories;,11.1 ,14.9,3.4 ,0 ,120 
254375,https://www.allrecipes.com/recipe/254375/brazilian-broa-corn-bread/,117 calories;,2.7 ,21.6,1.7 ,16 ,72 
254376,https://www.allrecipes.com/recipe/254376/doughnut-in-a-mug/,411 calories;,19.1 ,52.7,8.7 ,188 ,287 
254377,https://www.allrecipes.com/recipe/254377/vegan-mini-doughnuts/,126 calories;,4.9 ,19.2,1.5 ,0 ,317 
254378,https://www.allrecipes.com/recipe/254378/asparagus-pea-shoot-spinach-and-potato-soup/,209 calories;,6 ,34.2,9.9 ,6 ,575 
254379,https://www.allrecipes.com/recipe/254379/polpette-di-uova-e-ortiche-egg-patties-with-nettles/,534 calories;,25.8 ,55.3,21.2 ,250 ,752 
254380,https://www.allrecipes.com/recipe/254380/finocchi-al-gratin-fennel-gratin/,227 calories;,12 ,23.9,7.4 ,33 ,266 
254381,https://www.allrecipes.com/recipe/254381/insalata-di-finocchi-e-avocado-fennel-and-avocado-salad/,119 calories;,7.4 ,13.2,2.2 ,0 ,130 
254382,https://www.allrecipes.com/recipe/254382/melanzane-ripiene-con-capperi-e-olive-stuffed-eggplant-with-capers-and-olives/,371 calories;,10.7 ,58.2,22.1 ,111 ,1757 
254383,https://www.allrecipes.com/recipe/254383/strawberry-smash-cake/,335 calories;,16.9 ,42.4,4.4 ,39 ,258 
254384,https://www.allrecipes.com/recipe/254384/decadent-ozark-peach-turnovers/,296 calories;,17.5 ,32.7,2.1 ,31 ,377 
254385,https://www.allrecipes.com/recipe/254385/summer-squash-gratin/,176 calories;,13.6 ,10.1,4.9 ,23 ,186 
254386,https://www.allrecipes.com/recipe/254386/cheesy-zucchini-gratin/,358 calories;,25.5 ,22.7,15.3 ,78 ,265 
254387,https://www.allrecipes.com/recipe/254387/reinvented-zucchini-gratin/,1646 calories;,108.6 ,57.9,113.6 ,306 ,5090 
254388,https://www.allrecipes.com/recipe/254388/pina-colada-bars/,206 calories;,10.6 ,26.7,2.2 ,39 ,135 
254389,https://www.allrecipes.com/recipe/254389/halibut-cakes-croquettes/,358 calories;,24.8 ,14.1,23.3 ,73 ,482 
254390,https://www.allrecipes.com/recipe/254390/halibut-cakes/,55 calories;,2.5 ,4.2,3.8 ,13 ,93 
254392,https://www.allrecipes.com/recipe/254392/coconut-cheesecake-bars/,,,,,,
254393,https://www.allrecipes.com/recipe/254393/coconut-shrimp-ceviche/,97 calories;,1.1 ,2,18.8 ,173 ,200 
254394,https://www.allrecipes.com/recipe/254394/coquito-coconut-eggnog/,119 calories;,5.1 ,7.1,4.6 ,20 ,72 
254395,https://www.allrecipes.com/recipe/254395/herbed-quinoa-and-chickpea-pilaf/,168 calories;,6.4 ,23.1,5.6 ,0 ,392 
254396,https://www.allrecipes.com/recipe/254396/homemade-hummus-with-olive-salsa/,73 calories;,4.1 ,7.7,2.3 ,0 ,41 
254397,https://www.allrecipes.com/recipe/254397/quinoa-and-black-bean-chili-from-goya/,126 calories;,2 ,22.7,4.7 ,0 ,17 
254398,https://www.allrecipes.com/recipe/254398/spanish-garlic-shrimp-on-skewers/,96 calories;,1 ,1.9,18.9 ,173 ,199 
254399,https://www.allrecipes.com/recipe/254399/easy-halibut-cakes/,315 calories;,20 ,13.7,19.4 ,59 ,459 
254400,https://www.allrecipes.com/recipe/254400/lemon-lavender-cake/,329 calories;,10 ,56.3,4.8 ,90 ,127 
254401,https://www.allrecipes.com/recipe/254401/lemon-pudding-lavender-cake/,435 calories;,19.4 ,60.7,4.4 ,92 ,527 
254402,https://www.allrecipes.com/recipe/254402/buffalo-chicken-taquitos/,492 calories;,24.3 ,42.8,24.8 ,74 ,1995 
254403,https://www.allrecipes.com/recipe/254403/eggless-french-toast/,112 calories;,3.1 ,16.6,4 ,8 ,203 
254404,https://www.allrecipes.com/recipe/254404/caramel-macadamia-pralines/,778 calories;,65.8 ,55.4,11 ,19 ,129 
254405,https://www.allrecipes.com/recipe/254405/easy-cheeseburger-quiche/,457 calories;,35.3 ,15.2,19.5 ,153 ,413 
254406,https://www.allrecipes.com/recipe/254406/crustless-cheeseburger-quiche/,454 calories;,37.1 ,2.7,26.7 ,241 ,1081 
254407,https://www.allrecipes.com/recipe/254407/prickly-pear-marmalade/,441 calories;,1.2 ,111.8,0.8 ,2 ,12 
254408,https://www.allrecipes.com/recipe/254408/prickly-pear-chicken/,320 calories;,10.8 ,22.9,32.7 ,107 ,118 
254409,https://www.allrecipes.com/recipe/254409/prickly-pear-jelly/,193 calories;,0.6 ,48.8,0.9 ,0 ,6 
254410,https://www.allrecipes.com/recipe/254410/pasta-salad-in-a-jar/,719 calories;,39.1 ,66.6,29.2 ,76 ,1027 
254411,https://www.allrecipes.com/recipe/254411/vegan-veggie-pasta-salad/,168 calories;,4.7 ,28.7,5.6 ,0 ,258 
254412,https://www.allrecipes.com/recipe/254412/coconut-greek-yogurt-cheesecake/,160 calories;,6 ,25.5,2.3 ,37 ,69 
254413,https://www.allrecipes.com/recipe/254413/delicious-peanut-butter-and-jelly-cheesecake/,896 calories;,47.4 ,105.4,17.7 ,175 ,522 
254414,https://www.allrecipes.com/recipe/254414/grandmas-no-bake-cheesecake/,471 calories;,29 ,49.4,4.1 ,43 ,264 
254415,https://www.allrecipes.com/recipe/254415/baked-spaghetti-squash-casserole/,95 calories;,3.5 ,10.4,5.4 ,9 ,473 
254416,https://www.allrecipes.com/recipe/254416/vegetarian-potato-and-squash-casserole/,73 calories;,2.3 ,12.5,2.4 ,5 ,34 
254417,https://www.allrecipes.com/recipe/254417/spaghetti-squash-casserole-in-the-shell/,236 calories;,12.5 ,12.8,18 ,58 ,414 
254418,https://www.allrecipes.com/recipe/254418/watermelon-granita-with-sweet-lemon-cream/,107 calories;,3.2 ,15.7,1.4 ,13 ,50 
254419,https://www.allrecipes.com/recipe/254419/watermelon-caprese-appetizer/,330 calories;,19.5 ,28.2,12.4 ,45 ,125 
254420,https://www.allrecipes.com/recipe/254420/refreshing-watermelon-margarita/,403 calories;,0.5 ,53.3,2.2 ,0 ,5 
254421,https://www.allrecipes.com/recipe/254421/chewy-watermelon-rind-candy/,381 calories;,1.7 ,94.1,2.5 ,0 ,11 
254422,https://www.allrecipes.com/recipe/254422/watermelon-basil-salad/,10 calories;,0.1 ,2.5,0.3 ,0 ,122 
254423,https://www.allrecipes.com/recipe/254423/easy-corn-souffle/,168 calories;,6.5 ,22.3,8.4 ,189 ,407 
254424,https://www.allrecipes.com/recipe/254424/savory-broccoli-souffle/,284 calories;,25.4 ,8,7.3 ,80 ,291 
254425,https://www.allrecipes.com/recipe/254425/yummy-squash-souffle/,254 calories;,14.4 ,27,5.5 ,104 ,128 
254426,https://www.allrecipes.com/recipe/254426/tasty-sweet-potato-souffle/,492 calories;,25.3 ,64.8,5 ,97 ,228 
254427,https://www.allrecipes.com/recipe/254427/momma-alices-cold-peach-souffle/,318 calories;,24.5 ,21,5.5 ,175 ,98 
254428,https://www.allrecipes.com/recipe/254428/carrot-onion-cheese-souffle/,786 calories;,43.2 ,76.4,24.7 ,443 ,637 
254429,https://www.allrecipes.com/recipe/254429/skillet-nutella-and-cream-cheese-brownies/,445 calories;,26.7 ,51.1,4.9 ,39 ,234 
254430,https://www.allrecipes.com/recipe/254430/brownie-crisp/,196 calories;,9.9 ,27.2,2.3 ,24 ,138 
254431,https://www.allrecipes.com/recipe/254431/slow-cooker-spanish-rice-chili/,212 calories;,4.4 ,39.7,10.8 ,< 1 ,987 
254432,https://www.allrecipes.com/recipe/254432/chicken-and-white-cheddar-queso-chili/,430 calories;,6.4 ,66.6,27.4 ,31 ,506 
254433,https://www.allrecipes.com/recipe/254433/weeknight-chili-with-rice/,376 calories;,17.7 ,31.5,25.8 ,70 ,1292 
254434,https://www.allrecipes.com/recipe/254434/kaleidoscope-chili/,287 calories;,6.8 ,35.5,22.5 ,56 ,870 
254435,https://www.allrecipes.com/recipe/254435/white-chicken-chili-with-rice/,225 calories;,9.7 ,11.3,22.2 ,56 ,320 
254436,https://www.allrecipes.com/recipe/254436/crispy-tuna-croquettes/,370 calories;,29.1 ,24,10.2 ,94 ,248 
254437,https://www.allrecipes.com/recipe/254437/candied-spam-with-bacon/,127 calories;,9.3 ,6.6,4.5 ,24 ,467 
254438,https://www.allrecipes.com/recipe/254438/tuna-panini-melt/,381 calories;,15.8 ,30.7,28.4 ,48 ,865 
254439,https://www.allrecipes.com/recipe/254439/bacon-spam-and-potato-pancakes/,328 calories;,17.6 ,31.4,10.9 ,82 ,1114 
254440,https://www.allrecipes.com/recipe/254440/irish-stuffed-baked-potato/,509 calories;,33.5 ,38.2,15.2 ,79 ,545 
254441,https://www.allrecipes.com/recipe/254441/smores-mega-milkshake/,2722 calories;,97 ,427.6,43.1 ,207 ,1835 
254442,https://www.allrecipes.com/recipe/254442/cinnamon-energy-bites/,54 calories;,4 ,4.2,1.2 ,0 ,52 
254443,https://www.allrecipes.com/recipe/254443/spiralized-carrot-ambrosia-salad/,110 calories;,1.7 ,23.7,1.9 ,< 1 ,71 
254444,https://www.allrecipes.com/recipe/254444/grilled-pineapple-mai-tai/,551 calories;,0.5 ,110.8,1.8 ,0 ,12 
254445,https://www.allrecipes.com/recipe/254445/grilled-gazpacho-bloody-mary/,177 calories;,9.3 ,8.2,1.5 ,0 ,610 
254446,https://www.allrecipes.com/recipe/254446/grilled-peach-bourbon-smash/,317 calories;,0.1 ,56.1,0.4 ,0 ,16 
254447,https://www.allrecipes.com/recipe/254447/grilled-lemon-limeade/,173 calories;,0.4 ,51.8,1.6 ,0 ,8 
254448,https://www.allrecipes.com/recipe/254448/red-white-and-blueberry-and-brie/,96 calories;,4.4 ,11.7,3.5 ,16 ,99 
254449,https://www.allrecipes.com/recipe/254449/grilled-grapefruit-paloma-cocktail/,344 calories;,0.1 ,56.4,1.5 ,0 ,11394 
254450,https://www.allrecipes.com/recipe/254450/chef-johns-potato-roses/,157 calories;,6.7 ,20.7,4.3 ,18 ,440 
254451,https://www.allrecipes.com/recipe/254451/chef-johns-buttermilk-panna-cotta/,315 calories;,27.7 ,15.6,2.8 ,103 ,71 
254452,https://www.allrecipes.com/recipe/254452/chef-johns-chocolate-energy-bars/,343 calories;,22.2 ,36,8.1 ,0 ,230 
254453,https://www.allrecipes.com/recipe/254453/gazpacho-verde-with-burrata-cheese/,310 calories;,25.6 ,6.6,9.6 ,40 ,496 
254454,https://www.allrecipes.com/recipe/254454/peanut-butter-yogurt-dip-from-yoplait/,433 calories;,18.1 ,58.4,13.5 ,10 ,231 
254455,https://www.allrecipes.com/recipe/254455/double-chocolate-dipped-strawberry-yogurt-cup/,138 calories;,2.2 ,24.3,5.4 ,5 ,86 
254456,https://www.allrecipes.com/recipe/254456/peaches-and-pistachios-yogurt-cup/,145 calories;,4.1 ,19.4,6.9 ,< 1 ,119 
254457,https://www.allrecipes.com/recipe/254457/double-berry-brownie-yogurt-cup/,243 calories;,6.9 ,41.3,6 ,21 ,132 
254458,https://www.allrecipes.com/recipe/254458/cinnamon-peach-crunch-yogurt-cup/,165 calories;,1.4 ,30.9,5.9 ,< 1 ,180 
254459,https://www.allrecipes.com/recipe/254459/strawberry-os-yogurt-cup/,277 calories;,4.3 ,54.9,8.3 ,10 ,269 
254460,https://www.allrecipes.com/recipe/254460/berry-maple-yogurt-cup/,293 calories;,12.3 ,41.6,7.4 ,10 ,81 
254461,https://www.allrecipes.com/recipe/254461/kid-friendly-fondue/,189 calories;,2.9 ,38.5,4.2 ,5 ,197 
254462,https://www.allrecipes.com/recipe/254462/orange-dream-waffle-bowls/,177 calories;,4.3 ,32.7,3.6 ,5 ,47 
254463,https://www.allrecipes.com/recipe/254463/apple-cinnamon-crunch-yogurt-bowl/,125 calories;,0.4 ,17.6,12.4 ,< 1 ,93 
254464,https://www.allrecipes.com/recipe/254464/strawberry-orange-creme-smoothies/,137 calories;,0.3 ,20.8,12.7 ,< 1 ,103 
254465,https://www.allrecipes.com/recipe/254465/pineapple-upside-down-yogurt-cup/,196 calories;,0 ,36.5,12.1 ,< 1 ,98 
254466,https://www.allrecipes.com/recipe/254466/banana-caramel-cream-pie-yogurt-cup/,166 calories;,1.2 ,26.1,12.9 ,2 ,116 
254467,https://www.allrecipes.com/recipe/254467/whips-fruit-shortcakes/,269 calories;,9.3 ,39.2,7.1 ,2 ,346 
254468,https://www.allrecipes.com/recipe/254468/fruity-pancake-tacos/,228 calories;,2.5 ,42.1,8.5 ,6 ,392 
254469,https://www.allrecipes.com/recipe/254469/frozen-yogurt-dipped-strawberries/,29 calories;,0.8 ,5.3,0.6 ,< 1 ,7 
254470,https://www.allrecipes.com/recipe/254470/chocolate-peanut-butter-iced-coffee/,284 calories;,10.8 ,36.7,9.1 ,0 ,169 
254471,https://www.allrecipes.com/recipe/254471/septuple-coconut-bread/,248 calories;,19 ,19.5,2 ,41 ,171 
254472,https://www.allrecipes.com/recipe/254472/original-bisquick-knock-off-gluten-free-version/,3642 calories;,160.9 ,512.2,40.8 ,428 ,2703 
254473,https://www.allrecipes.com/recipe/254473/blueberry-vanilla-graham-protein-smoothie/,326 calories;,10.4 ,37.3,25.1 ,6 ,307 
254474,https://www.allrecipes.com/recipe/254474/rice-a-phoney/,258 calories;,6.2 ,45,4.8 ,15 ,299 
254475,https://www.allrecipes.com/recipe/254475/apple-water/,9 calories;,0 ,2.3,0.1 ,0 ,7 
254476,https://www.allrecipes.com/recipe/254476/tiramisu-ice-pops/,195 calories;,13.5 ,11.8,2.7 ,38 ,29 
254477,https://www.allrecipes.com/recipe/254477/homemade-feta-cheese/,121 calories;,4.8 ,11.3,8 ,19 ,1753 
254478,https://www.allrecipes.com/recipe/254478/homemade-mozzarella-cheese/,195 calories;,10.6 ,15,10.5 ,33 ,324 
254479,https://www.allrecipes.com/recipe/254479/homemade-mascarpone-cheese/,75 calories;,7.4 ,1.4,1 ,25 ,15 
254480,https://www.allrecipes.com/recipe/254480/easy-and-delicious-homemade-ricotta-cheese/,158 calories;,8.4 ,12.6,8.4 ,26 ,394 
254481,https://www.allrecipes.com/recipe/254481/masa-fcil-para-empanadas-easy-empanada-dough/,137 calories;,9.1 ,12,1.8 ,17 ,50 
254482,https://www.allrecipes.com/recipe/254482/masa-para-empanadas-empanada-dough/,260 calories;,15.7 ,26.3,3.4 ,0 ,78 
254483,https://www.allrecipes.com/recipe/254483/garlic-scape-goat-cheese-dip/,219 calories;,18.5 ,6.6,8.7 ,38 ,481 
254484,https://www.allrecipes.com/recipe/254484/spring-strawberry-soup/,38 calories;,0.4 ,7.2,1.4 ,1 ,18 
254485,https://www.allrecipes.com/recipe/254485/grilled-green-garlic/,106 calories;,3.8 ,17.7,1.9 ,0 ,64 
254486,https://www.allrecipes.com/recipe/254486/sugar-snap-pickled-peas/,10 calories;,0 ,1.9,0.4 ,0 ,181 
254487,https://www.allrecipes.com/recipe/254487/holiday-turkey-brine/,105 calories;,0.9 ,22.8,1.8 ,0 ,11307 
254488,https://www.allrecipes.com/recipe/254488/apple-cider-turkey-brine/,24 calories;,0 ,5.9,0.1 ,0 ,7608 
254489,https://www.allrecipes.com/recipe/254489/mighty-fine-turkey-brine/,101 calories;,0.1 ,16.3,0.1 ,0 ,9 
254490,https://www.allrecipes.com/recipe/254490/brown-sugar-chicken-brine/,58 calories;,0 ,14.7,0.4 ,0 ,4507 
254491,https://www.allrecipes.com/recipe/254491/mesquite-chicken-brine/,173 calories;,0 ,43.1,0 ,0 ,13375 
254492,https://www.allrecipes.com/recipe/254492/chicken-brine/,46 calories;,0.1 ,2.8,0.3 ,0 ,2652 
254493,https://www.allrecipes.com/recipe/254493/mas-frozen-pickles/,77 calories;,0 ,19.7,0.1 ,0 ,873 
254494,https://www.allrecipes.com/recipe/254494/glorified-picnic-rice/,153 calories;,4.3 ,27.1,2 ,23 ,14 
254495,https://www.allrecipes.com/recipe/254495/herb-n-honey-cucumber-tomato-salad/,167 calories;,2.9 ,35.5,3.2 ,11 ,333 
254496,https://www.allrecipes.com/recipe/254496/cannellini-bean-and-artichoke-salad/,129 calories;,5.6 ,15.3,4.2 ,0 ,554 
254497,https://www.allrecipes.com/recipe/254497/cream-cheese-grapes/,326 calories;,21.3 ,33.3,5.1 ,36 ,100 
254498,https://www.allrecipes.com/recipe/254498/fresh-cherry-pie/,532 calories;,27.5 ,69.4,4.6 ,1 ,24 
254499,https://www.allrecipes.com/recipe/254499/perfect-sour-cherry-pie/,342 calories;,17.1 ,44.8,3.6 ,2 ,260 
254500,https://www.allrecipes.com/recipe/254500/classic-bing-cherry-pie/,424 calories;,18.3 ,63.1,3.9 ,4 ,253 
254501,https://www.allrecipes.com/recipe/254501/the-best-cherry-pie/,395 calories;,19.6 ,52.7,3.7 ,8 ,274 
254502,https://www.allrecipes.com/recipe/254502/frozen-strawberry-salad/,136 calories;,8.5 ,14.9,1.4 ,15 ,45 
254503,https://www.allrecipes.com/recipe/254503/arugula-and-strawberry-salad-with-feta-cheese/,118 calories;,10 ,5.5,2.4 ,6 ,167 
254504,https://www.allrecipes.com/recipe/254504/summer-strawberry-salad/,423 calories;,35.9 ,19.4,13.3 ,25 ,353 
254505,https://www.allrecipes.com/recipe/254505/hippie-juice/,336 calories;,1.5 ,37.1,0.9 ,10 ,22 
254506,https://www.allrecipes.com/recipe/254506/cedar-smoked-baby-back-ribs/,374 calories;,22.2 ,23.7,19.2 ,88 ,1923 
254507,https://www.allrecipes.com/recipe/254507/fat-boys-smoked-baby-backs/,664 calories;,45 ,27.5,37.2 ,176 ,919 
254508,https://www.allrecipes.com/recipe/254508/ccryders-cider-smoked-ribs/,516 calories;,30 ,35.5,24.7 ,117 ,1466 
254509,https://www.allrecipes.com/recipe/254509/faux-smoked-pulled-pork-carnitas/,309 calories;,16.9 ,16.8,23.4 ,64 ,91 
254510,https://www.allrecipes.com/recipe/254510/slow-smoked-pulled-pork-boston-butt/,700 calories;,53.5 ,20.6,29.6 ,104 ,965 
254511,https://www.allrecipes.com/recipe/254511/cauliflower-mac-n-cheese/,471 calories;,28.5 ,34.3,19.3 ,78 ,655 
254512,https://www.allrecipes.com/recipe/254512/cauliflower-macaroni-and-cheese-casserole/,395 calories;,22.5 ,31.2,17.6 ,65 ,489 
254513,https://www.allrecipes.com/recipe/254513/pickled-jalapenos/,5 calories;,0.1 ,1.1,0.1 ,0 ,146 
254514,https://www.allrecipes.com/recipe/254514/pickled-garlic-and-jalapeno-peppers/,66 calories;,5.9 ,3.2,0.8 ,0 ,581 
254515,https://www.allrecipes.com/recipe/254515/easy-pickled-jalapenos/,26 calories;,0.1 ,4.1,0.4 ,0 ,495 
254516,https://www.allrecipes.com/recipe/254516/bottled-spaghetti-sauce/,84 calories;,4.2 ,11.2,2 ,0 ,81 
254517,https://www.allrecipes.com/recipe/254517/spaghetti-sauce-with-fresh-tomatoes/,120 calories;,7.3 ,13.5,2.5 ,0 ,304 
254518,https://www.allrecipes.com/recipe/254518/canning-pizza-or-spaghetti-sauce-from-fresh-tomatoes/,62 calories;,1 ,12.5,2.7 ,0 ,161 
254519,https://www.allrecipes.com/recipe/254519/pomegranate-steak-with-quinoa/,626 calories;,25.4 ,71.4,31.2 ,60 ,420 
254520,https://www.allrecipes.com/recipe/254520/ranch-burger/,732 calories;,26.8 ,86.9,38.1 ,66 ,1275 
254521,https://www.allrecipes.com/recipe/254521/carolina-barbecue-burgers/,400 calories;,15.6 ,37.7,24.5 ,66 ,481 
254522,https://www.allrecipes.com/recipe/254522/balsamic-marinated-flank-steak/,145 calories;,8.6 ,2.3,13.7 ,27 ,87 
254523,https://www.allrecipes.com/recipe/254523/beef-and-spinach-breakfast-sandwich/,199 calories;,6.6 ,9.9,24.1 ,145 ,770 
254524,https://www.allrecipes.com/recipe/254524/dannys-homemade-fresh-ingredients-spaghetti-sauce/,202 calories;,10.9 ,15.5,12.2 ,35 ,194 
254525,https://www.allrecipes.com/recipe/254525/goya-champuru-bitter-melon-stir-fry/,259 calories;,15.8 ,4.5,24 ,147 ,539 
254526,https://www.allrecipes.com/recipe/254526/bitter-melon-zucchini-and-eggs/,463 calories;,37.2 ,10.6,23.5 ,448 ,2525 
254527,https://www.allrecipes.com/recipe/254527/bitter-melon-and-black-bean-sauce-beef/,141 calories;,8.6 ,7.6,8.3 ,22 ,340 
254528,https://www.allrecipes.com/recipe/254528/hearty-pumpkin-beef-soup/,234 calories;,7.8 ,24.8,17.9 ,40 ,1584 
254529,https://www.allrecipes.com/recipe/254529/bitter-melon-jelly-with-sago/,122 calories;,0.9 ,26.8,2.8 ,3 ,117 
254530,https://www.allrecipes.com/recipe/254530/easy-microwavable-bacon-and-egg-breakfast-bowl/,468 calories;,25.2 ,33.8,24.9 ,226 ,1309 
254531,https://www.allrecipes.com/recipe/254531/healthy-tasty-salmon-rice-bowl/,600 calories;,22.6 ,50.7,45.2 ,112 ,286 
254532,https://www.allrecipes.com/recipe/254532/gluten-free-raspberry-zucchini-bread/,254 calories;,14.2 ,29.1,5.4 ,35 ,322 
254533,https://www.allrecipes.com/recipe/254533/chestnut-flour-crepes-gluten-and-wheat-free/,78 calories;,4.2 ,7.2,2.8 ,43 ,29 
254534,https://www.allrecipes.com/recipe/254534/waffle-iron-grilled-cheese-sandwiches/,354 calories;,22.3 ,25,13.2 ,36 ,594 
254535,https://www.allrecipes.com/recipe/254535/gluten-free-ricotta-and-lemon-waffles/,304 calories;,6.7 ,57.3,5.2 ,34 ,255 
254536,https://www.allrecipes.com/recipe/254536/sweet-potato-waffles/,171 calories;,6.5 ,23.2,5.1 ,61 ,279 
254537,https://www.allrecipes.com/recipe/254537/spinach-pancake/,349 calories;,31 ,7.4,13.7 ,340 ,284 
254538,https://www.allrecipes.com/recipe/254538/spiralized-cucumber-and-jicama-tostada-salad-with-avocado/,175 calories;,6.2 ,28.2,3.1 ,0 ,141 
254539,https://www.allrecipes.com/recipe/254539/zesty-salad/,120 calories;,2.6 ,23.1,2.5 ,0 ,604 
254540,https://www.allrecipes.com/recipe/254540/cherry-berry-coconut-limeade-smoothie/,209 calories;,13.1 ,24.7,2.7 ,0 ,8 
254541,https://www.allrecipes.com/recipe/254541/banana-split-martini/,383 calories;,0.3 ,38.5,0.1 ,0 ,14 
254542,https://www.allrecipes.com/recipe/254542/open-face-toasted-caprese/,630 calories;,26 ,79.1,23.7 ,27 ,1046 
254543,https://www.allrecipes.com/recipe/254543/big-game-pizza-ring/,339 calories;,20.7 ,26.1,9.9 ,20 ,927 
254544,https://www.allrecipes.com/recipe/254544/lemon-parmesan-zucchini-chips-with-basil-aioli/,479 calories;,28.9 ,54.4,15.1 ,111 ,642 
254545,https://www.allrecipes.com/recipe/254545/cheesy-parmesan-crusted-crescent-rolls/,175 calories;,11.9 ,11.5,4.8 ,16 ,340 
254546,https://www.allrecipes.com/recipe/254546/blue-cheese-fig-burgers/,749 calories;,47.8 ,27,50.4 ,162 ,1314 
254547,https://www.allrecipes.com/recipe/254547/to-die-for-double-chocolate-peanut-butter-ice-cream/,356 calories;,26.3 ,27.2,9.3 ,119 ,123 
254548,https://www.allrecipes.com/recipe/254548/thai-tea-oreo-ice-cream/,289 calories;,17.5 ,28.2,5.9 ,70 ,128 
254549,https://www.allrecipes.com/recipe/254549/ms-piggies-quick-coconut-ice-cream/,325 calories;,16.9 ,43.2,1.9 ,44 ,34 
254550,https://www.allrecipes.com/recipe/254550/confetti-beef-tacos/,730 calories;,44.3 ,58.8,26.5 ,96 ,1244 
254551,https://www.allrecipes.com/recipe/254551/mocha-coconut-ice-cream/,383 calories;,32.4 ,23.9,3.9 ,2 ,34 
254552,https://www.allrecipes.com/recipe/254552/wild-raspberry-sherbet/,125 calories;,2.1 ,24,3.6 ,7 ,38 
254553,https://www.allrecipes.com/recipe/254553/chef-johns-cherry-clafouti/,176 calories;,3.3 ,31.7,4.9 ,73 ,63 
254554,https://www.allrecipes.com/recipe/254554/chef-johns-blackberry-crisp/,197 calories;,6.7 ,33.6,2.6 ,15 ,64 
254555,https://www.allrecipes.com/recipe/254555/easy-cheesy-mac-and-cheese-with-optional-crunchy-topping/,625 calories;,35.6 ,51.4,25.3 ,81 ,1103 
254556,https://www.allrecipes.com/recipe/254556/maple-frappuccino-caffeine-free/,354 calories;,2 ,83.5,3 ,7 ,52 
254557,https://www.allrecipes.com/recipe/254557/strawberry-and-blueberry-oatmeal-health-shake/,371 calories;,2.8 ,81.6,7.8 ,4 ,101 
254558,https://www.allrecipes.com/recipe/254558/refreshing-oatmeal-drink-agua-de-avena/,91 calories;,0.7 ,19.8,1.3 ,0 ,8 
254559,https://www.allrecipes.com/recipe/254559/chia-milk/,45 calories;,3.5 ,2.8,1.2 ,0 ,8 
254560,https://www.allrecipes.com/recipe/254560/pumpkin-apple-smoothie/,218 calories;,2.7 ,45.8,5.6 ,0 ,363 
254561,https://www.allrecipes.com/recipe/254561/banana-mocha-protein-shake/,336 calories;,3.2 ,41.3,40.1 ,12 ,309 
254562,https://www.allrecipes.com/recipe/254562/strawberry-banana-high-protein-shake/,366 calories;,11.8 ,42.7,26.7 ,0 ,66 
254563,https://www.allrecipes.com/recipe/254563/watermelon-feta-and-cashew-salad/,200 calories;,14 ,16.7,4.7 ,13 ,235 
254564,https://www.allrecipes.com/recipe/254564/healthy-pumpkin-smoothie/,191 calories;,1.9 ,23.1,22.9 ,6 ,315 
254565,https://www.allrecipes.com/recipe/254565/blueberry-spinach-protein-smoothie/,183 calories;,1.8 ,29.6,15.9 ,40 ,134 
254566,https://www.allrecipes.com/recipe/254566/banana-blueberry-peanut-butter-smoothie/,226 calories;,5.1 ,34.6,14.1 ,23 ,122 
254567,https://www.allrecipes.com/recipe/254567/loaded-baked-potato-salad/,519 calories;,30.2 ,45,18.5 ,57 ,746 
254568,https://www.allrecipes.com/recipe/254568/all-american-loaded-baked-potato-salad/,434 calories;,27.1 ,35,13.2 ,57 ,1162 
254569,https://www.allrecipes.com/recipe/254569/loaded-baked-red-potato-salad/,189 calories;,11.3 ,14.4,7.5 ,28 ,462 
254574,https://www.allrecipes.com/recipe/254574/chef-johns-tomato-and-dirt-salad/,439 calories;,34.1 ,17,12.3 ,40 ,445 
254575,https://www.allrecipes.com/recipe/254575/grilled-lamb-shoulder-chops-with-fresh-mint-jelly/,604 calories;,28.5 ,59.6,30.5 ,116 ,322 
254576,https://www.allrecipes.com/recipe/254576/chef-johns-spaghetti-with-red-clam-sauce/,852 calories;,16.5 ,116.9,44.3 ,72 ,1514 
254650,https://www.allrecipes.com/recipe/254650/watermelon-hurricane/,308 calories;,0.2 ,36.6,0.4 ,0 ,15 
254651,https://www.allrecipes.com/recipe/254651/watermelon-raspberry-lemonade/,92 calories;,0.1 ,24.3,0.5 ,0 ,3 
254652,https://www.allrecipes.com/recipe/254652/blueberry-vinaigrette-dressing/,117 calories;,11.7 ,3.6,0.1 ,0 ,< 1 
