recipe_id,recipe_url,calories,fat,carb,protein,cholesterol,sodium
220000,https://www.allrecipes.com/recipe/220000/tiramisu-angel-cake/,398 calories;,16.3 ,55.1,5.8 ,53 ,587 
220001,https://www.allrecipes.com/recipe/220001/kiss-from-a-rose-rose-sauce/,344 calories;,30.8 ,14.6,5.2 ,110 ,712 
220002,https://www.allrecipes.com/recipe/220002/halupki-stuffed-cabbage/,468 calories;,29.8 ,21.7,28.1 ,137 ,715 
220003,https://www.allrecipes.com/recipe/220003/homestyle-stuffed-peppers/,556 calories;,25.5 ,38.6,43.4 ,164 ,1510 
220004,https://www.allrecipes.com/recipe/220004/angel-family-chicken-soup-with-matzo-balls/,,,,,,
220005,https://www.allrecipes.com/recipe/220005/sweet-apple-chicken-sausage-endive-blueberry-salad-with-toasted-pecans/,262 calories;,14.6 ,19.9,14.5 ,55 ,721 
220006,https://www.allrecipes.com/recipe/220006/greek-salad-with-spinach-feta-chicken-sausage/,148 calories;,8.2 ,6.2,12.8 ,53 ,466 
220007,https://www.allrecipes.com/recipe/220007/roasted-garlic-chicken-sausage-caesar-salad/,371 calories;,21.4 ,12.1,31.3 ,140 ,1051 
220008,https://www.allrecipes.com/recipe/220008/sundried-tomato-chicken-sausage-ragu-with-roasted-eggplant-and-tomato/,184 calories;,9.7 ,13,9.5 ,36 ,422 
220009,https://www.allrecipes.com/recipe/220009/spicy-jalapeno-whole-wheat-pasta-toss/,389 calories;,14.5 ,45.6,22.7 ,58 ,524 
220010,https://www.allrecipes.com/recipe/220010/roasted-broccoli-crispy-polenta-with-roasted-pepper-asiago-chicken-sausage/,180 calories;,8.7 ,14.2,11.4 ,38 ,588 
220011,https://www.allrecipes.com/recipe/220011/grilled-chipotle-chorizo-chicken-sausage-shrimp-kabobs/,551 calories;,19.5 ,59.5,30.9 ,158 ,526 
220012,https://www.allrecipes.com/recipe/220012/pizza-alfredo-with-roasted-vegetables/,280 calories;,13.2 ,20.9,20.5 ,65 ,672 
220013,https://www.allrecipes.com/recipe/220013/basmati-and-snow-pea-stir-fry-with-teriyaki-chicken-meatballs/,277 calories;,8.6 ,32.7,15 ,51 ,634 
220014,https://www.allrecipes.com/recipe/220014/lobster-mashed-potatoes/,503 calories;,18.3 ,43.6,40.2 ,178 ,5336 
220017,https://www.allrecipes.com/recipe/220017/slim-fit-king-cake/,244 calories;,3.5 ,46.1,7.8 ,17 ,326 
220018,https://www.allrecipes.com/recipe/220018/grits-a-ya-ya/,839 calories;,70.5 ,21.8,29.6 ,322 ,1083 
220019,https://www.allrecipes.com/recipe/220019/slow-cooker-chicken-and-sausage-gumbo/,447 calories;,33 ,13,24.2 ,65 ,1083 
220020,https://www.allrecipes.com/recipe/220020/vegan-say-what-gumbo/,211 calories;,10 ,27.1,6 ,0 ,948 
220021,https://www.allrecipes.com/recipe/220021/hawaiian-nut-cookies/,183 calories;,5.8 ,30.3,2.6 ,29 ,168 
220022,https://www.allrecipes.com/recipe/220022/hot-passion-pomegranate-martini/,,,,,,
220023,https://www.allrecipes.com/recipe/220023/muddy-hearts/,348 calories;,20.6 ,38.3,7.6 ,25 ,158 
220024,https://www.allrecipes.com/recipe/220024/lots-of-chocolate-cherry-cookies/,130 calories;,5.4 ,19.4,1.6 ,18 ,51 
220026,https://www.allrecipes.com/recipe/220026/white-pizza-dip-ii/,205 calories;,8.3 ,23.7,8.5 ,19 ,467 
220028,https://www.allrecipes.com/recipe/220028/franks-under-wraps/,130 calories;,10.3 ,5.2,3.8 ,21 ,337 
220029,https://www.allrecipes.com/recipe/220029/super-simple-nacho-pasta/,385 calories;,6.9 ,67.1,12.9 ,9 ,500 
220030,https://www.allrecipes.com/recipe/220030/mexican-lasagna-by-campbells-kitchen/,270 calories;,9.7 ,26.4,18.5 ,44 ,511 
220031,https://www.allrecipes.com/recipe/220031/slow-cooked-chicken-and-bean-burritos/,545 calories;,22.2 ,50.7,33.8 ,87 ,936 
220032,https://www.allrecipes.com/recipe/220032/perfect-bbq-beef-gravy-and-pot-roast/,338 calories;,19.6 ,10.9,28.2 ,85 ,480 
220033,https://www.allrecipes.com/recipe/220033/italian-style-pot-roast/,357 calories;,14.6 ,18.7,35.4 ,98 ,594 
220034,https://www.allrecipes.com/recipe/220034/slow-cooker-curried-turkey-cutlets/,426 calories;,16.4 ,30.9,36.7 ,101 ,615 
220035,https://www.allrecipes.com/recipe/220035/slow-cooker-creamy-beef-stroganoff/,423 calories;,16.1 ,42.8,25.5 ,100 ,626 
220036,https://www.allrecipes.com/recipe/220036/easy-chicken-stroganoff/,467 calories;,20.9 ,38.5,31.8 ,124 ,650 
220037,https://www.allrecipes.com/recipe/220037/slow-cooker-jambalaya/,386 calories;,20.7 ,26.7,22.4 ,106 ,1201 
220038,https://www.allrecipes.com/recipe/220038/spicy-barbecued-chicken-from-campbells-kitchen/,590 calories;,13.2 ,62.6,50.7 ,127 ,503 
220039,https://www.allrecipes.com/recipe/220039/hot-sausage-casserole/,438 calories;,22.7 ,41.3,16.1 ,51 ,1565 
220040,https://www.allrecipes.com/recipe/220040/meatloaf-with-roasted-garlic-potatoes/,475 calories;,22.8 ,42,24.4 ,95 ,560 
220041,https://www.allrecipes.com/recipe/220041/pasta-e-fagioli/,241 calories;,4.7 ,41.6,8.9 ,2 ,883 
220042,https://www.allrecipes.com/recipe/220042/honey-mustard-chicken-bites/,173 calories;,11.8 ,11.1,6.3 ,22 ,233 
220043,https://www.allrecipes.com/recipe/220043/mexi-mac/,576 calories;,27.8 ,51.7,31.2 ,87 ,827 
220044,https://www.allrecipes.com/recipe/220044/philly-cheesesteak-rolls/,589 calories;,42.4 ,30,21 ,105 ,771 
220045,https://www.allrecipes.com/recipe/220045/zesty-turkey-burgers-from-campbells-kitchen/,736 calories;,39.7 ,51.7,44.1 ,146 ,1081 
220046,https://www.allrecipes.com/recipe/220046/chicken-seasoned-rice-and-vegetable-casserole/,,,,,,
220047,https://www.allrecipes.com/recipe/220047/easy-seasoned-beans-and-rice/,,,,,,
220048,https://www.allrecipes.com/recipe/220048/garlic-chicken-vegetable-and-rice-skillet/,,,,,,
220049,https://www.allrecipes.com/recipe/220049/chicken-with-savory-herbed-rice/,324 calories;,4.3 ,35.3,33.7 ,78 ,564 
220050,https://www.allrecipes.com/recipe/220050/bacon-horseradish-burgers/,451 calories;,26.1 ,22.6,31.2 ,101 ,470 
220051,https://www.allrecipes.com/recipe/220051/mushroom-bacon-burgers-from-campbells-kitchen/,,,,,,
220052,https://www.allrecipes.com/recipe/220052/slow-cooker-bacon-potato-chowder/,333 calories;,13.7 ,36.9,14.9 ,43 ,1157 
220053,https://www.allrecipes.com/recipe/220053/garlic-potato-soup/,285 calories;,4 ,54.2,10.5 ,14 ,1025 
220054,https://www.allrecipes.com/recipe/220054/basil-skillet-potatoes/,,,,,,
220055,https://www.allrecipes.com/recipe/220055/italian-style-skillet-pork-chops/,541 calories;,16 ,68,29.1 ,48 ,511 
220056,https://www.allrecipes.com/recipe/220056/hollys-chocolate-chip-cookie-dough-dip/,185 calories;,14.1 ,14,1.8 ,34 ,100 
220057,https://www.allrecipes.com/recipe/220057/slow-braised-beef-and-cherry-tomato-sauce/,572 calories;,29.1 ,53,26.8 ,73 ,1349 
220059,https://www.allrecipes.com/recipe/220059/chef-johns-classic-beef-stroganoff/,307 calories;,24.5 ,4.1,15.8 ,86 ,288 
220060,https://www.allrecipes.com/recipe/220060/crunchy-walnut-coated-chicken-strips/,410 calories;,24.3 ,13.7,36.4 ,127 ,237 
220061,https://www.allrecipes.com/recipe/220061/guacamole-walnut-chicken-salad/,448 calories;,35.9 ,19.4,19.5 ,32 ,64 
220062,https://www.allrecipes.com/recipe/220062/homemade-chocolate-walnut-brownies/,367 calories;,21.6 ,43.4,5.5 ,85 ,125 
220063,https://www.allrecipes.com/recipe/220063/stuffed-pork-loin-with-wild-rice-apricot-and-walnut-stuffing/,426 calories;,25.1 ,23.6,28.1 ,104 ,281 
220064,https://www.allrecipes.com/recipe/220064/mixed-greens-with-grilled-steak-and-walnut-romesco/,492 calories;,40.1 ,10.2,25.2 ,49 ,159 
220065,https://www.allrecipes.com/recipe/220065/old-fashioned-vanilla-ice-pops-aka-pop-pops/,59 calories;,0 ,15.2,0 ,0 ,7 
220066,https://www.allrecipes.com/recipe/220066/amazing-peanut-butter-cup-biscotti/,254 calories;,11.7 ,31.6,7.1 ,19 ,115 
220067,https://www.allrecipes.com/recipe/220067/3-cheese-eggplant-lasagna/,285 calories;,16 ,20.8,17.3 ,80 ,2475 
220068,https://www.allrecipes.com/recipe/220068/baked-ziti-with-johnsonville-italian-sausage/,956 calories;,51.5 ,71.8,48 ,118 ,1793 
220069,https://www.allrecipes.com/recipe/220069/bowties-with-italian-sausage-in-a-cream-basil-sauce/,436 calories;,29.3 ,24,20.5 ,64 ,1009 
220070,https://www.allrecipes.com/recipe/220070/braised-italian-sausage-stew/,571 calories;,33.2 ,41.3,21.7 ,72 ,1545 
220071,https://www.allrecipes.com/recipe/220071/cannellini-beans-and-italian-sausage/,640 calories;,51.3 ,17.3,26.5 ,115 ,2071 
220072,https://www.allrecipes.com/recipe/220072/creamy-pesto-gnocchi-with-italian-sausage/,778 calories;,58.2 ,34.4,28.3 ,115 ,1325 
220073,https://www.allrecipes.com/recipe/220073/hot-italian-sausage-and-shrimp-with-asiago-grits/,681 calories;,38.9 ,44.8,37.1 ,160 ,1897 
220074,https://www.allrecipes.com/recipe/220074/italian-wedding-soup/,552 calories;,31.7 ,41.9,23.6 ,92 ,1734 
220075,https://www.allrecipes.com/recipe/220075/morning-terrace-pizza/,1027 calories;,65.2 ,53.2,55.1 ,356 ,2441 
220076,https://www.allrecipes.com/recipe/220076/mvp-chili/,801 calories;,47.9 ,49,43.4 ,127 ,2216 
220077,https://www.allrecipes.com/recipe/220077/quattro-formaggi-pizza/,846 calories;,47 ,66.7,35.1 ,114 ,1822 
220078,https://www.allrecipes.com/recipe/220078/sausage-and-vegetable-risotto/,629 calories;,32.1 ,59.6,21.3 ,63 ,1337 
220079,https://www.allrecipes.com/recipe/220079/sausage-diavolo-pizza/,787 calories;,45 ,44.7,38.1 ,111 ,1880 
220080,https://www.allrecipes.com/recipe/220080/sausage-stuffed-mushrooms/,60 calories;,4.7 ,1.9,2.9 ,13 ,119 
220081,https://www.allrecipes.com/recipe/220081/tre-formaggi-fritatta/,381 calories;,29.6 ,3.5,24.7 ,324 ,844 
220082,https://www.allrecipes.com/recipe/220082/johnsonville-easy-sausage-pizza/,814 calories;,51.1 ,45,42.8 ,137 ,2279 
220083,https://www.allrecipes.com/recipe/220083/italian-all-natural-ground-sausage-stuffing/,1356 calories;,71.1 ,122.7,52 ,211 ,2913 
220084,https://www.allrecipes.com/recipe/220084/johnsonville-italian-sausage-rigatoni/,736 calories;,37.3 ,70,27.6 ,69 ,1316 
220086,https://www.allrecipes.com/recipe/220086/johnsonville-italian-sausage-sliders/,623 calories;,36.8 ,31.5,36 ,119 ,1309 
220087,https://www.allrecipes.com/recipe/220087/italian-sausage-market-meatloaf/,757 calories;,50.9 ,30.9,43.6 ,191 ,1875 
220088,https://www.allrecipes.com/recipe/220088/low-fat-cheesy-spinach-and-eggplant-lasagna/,206 calories;,7.6 ,23.2,13.7 ,31 ,660 
220089,https://www.allrecipes.com/recipe/220089/spicy-cream-of-asparagus-soup/,148 calories;,7.3 ,18.2,4.1 ,26 ,510 
220090,https://www.allrecipes.com/recipe/220090/bries-very-vanilla-dog-treats/,,,,,,
220091,https://www.allrecipes.com/recipe/220091/cream-of-asparagus-and-mushroom-soup/,171 calories;,11.8 ,12.7,5.2 ,29 ,147 
220092,https://www.allrecipes.com/recipe/220092/comforting-chicken-noodle-soup/,240 calories;,4.1 ,37.2,12.6 ,68 ,410 
220094,https://www.allrecipes.com/recipe/220094/eggplant-lasagna/,404 calories;,20.6 ,30,27.7 ,108 ,1496 
220096,https://www.allrecipes.com/recipe/220096/mahi-mahi-pot-pie/,183 calories;,4.6 ,10.7,23.4 ,87 ,670 
220097,https://www.allrecipes.com/recipe/220097/sweet-sesame-mahi-mahi/,374 calories;,12 ,22.6,44.2 ,166 ,204 
220098,https://www.allrecipes.com/recipe/220098/cinfully-delicious-chocolate-cupcakes/,320 calories;,16.4 ,43,2.6 ,45 ,260 
220099,https://www.allrecipes.com/recipe/220099/lime-marinated-mahi-mahi/,860 calories;,84.9 ,2.5,21 ,82 ,99 
220100,https://www.allrecipes.com/recipe/220100/paper-wrapped-chicken/,119 calories;,8.3 ,2.2,8.6 ,22 ,479 
220101,https://www.allrecipes.com/recipe/220101/asian-style-paper-wrapped-chicken/,150 calories;,7.6 ,4,15.2 ,39 ,376 
220102,https://www.allrecipes.com/recipe/220102/garlic-lemon-mahi-filets/,244 calories;,1.6 ,2.8,42.3 ,166 ,785 
220103,https://www.allrecipes.com/recipe/220103/strawberry-sweetheart-cake/,491 calories;,22 ,70.4,5 ,43 ,322 
220104,https://www.allrecipes.com/recipe/220104/strawberry-cheesecake-bites/,123 calories;,8.4 ,10.8,1.8 ,21 ,61 
220105,https://www.allrecipes.com/recipe/220105/double-layer-no-bake-strawberry-cheesecake/,340 calories;,20.9 ,36.9,2.7 ,21 ,178 
220106,https://www.allrecipes.com/recipe/220106/strawberry-cheesecake-muffins-ii/,718 calories;,39.3 ,86,8.9 ,112 ,863 
220107,https://www.allrecipes.com/recipe/220107/strawberry-cheesecake-french-toast/,436 calories;,21.1 ,52.7,10.3 ,195 ,329 
220108,https://www.allrecipes.com/recipe/220108/pork-yaka-mein-a-la-dug/,321 calories;,13.7 ,28.6,20.4 ,72 ,1270 
220109,https://www.allrecipes.com/recipe/220109/basic-creole-sauce/,49 calories;,1.5 ,6.9,1.2 ,< 1 ,229 
220110,https://www.allrecipes.com/recipe/220110/fried-creole-catfish/,616 calories;,20.2 ,92.2,28.7 ,117 ,1666 
220111,https://www.allrecipes.com/recipe/220111/seafood-creole/,328 calories;,10 ,11.8,47.2 ,224 ,1019 
220112,https://www.allrecipes.com/recipe/220112/praline-chicken/,757 calories;,28.7 ,104.7,22.2 ,115 ,332 
220113,https://www.allrecipes.com/recipe/220113/melodys-corn-maque-choux/,197 calories;,10.3 ,25.1,5.1 ,21 ,608 
220114,https://www.allrecipes.com/recipe/220114/kimmys-favorite-sweet-and-sour-chicken/,432 calories;,8.7 ,59.8,28.3 ,66 ,1109 
220115,https://www.allrecipes.com/recipe/220115/creole-red-beans-and-rice/,621 calories;,19.1 ,82.3,31 ,49 ,3822 
220116,https://www.allrecipes.com/recipe/220116/chinese-sweet-and-sour-chicken/,248 calories;,1.4 ,29.7,28.3 ,66 ,1878 
220117,https://www.allrecipes.com/recipe/220117/creole-coffee/,85 calories;,1.7 ,17.4,0.7 ,6 ,30 
220118,https://www.allrecipes.com/recipe/220118/mahi-and-mushrooms/,363 calories;,25.2 ,6.4,22.6 ,97 ,152 
220119,https://www.allrecipes.com/recipe/220119/lews-famous-lobster-pot-pie/,587 calories;,33.1 ,46.7,25.8 ,119 ,1058 
220120,https://www.allrecipes.com/recipe/220120/maple-cajun-mahi-mahi/,219 calories;,7.8 ,15.6,21.1 ,82 ,811 
220121,https://www.allrecipes.com/recipe/220121/accidental-fish/,556 calories;,51.7 ,3,21.7 ,204 ,452 
220122,https://www.allrecipes.com/recipe/220122/lions-den-lobster-fritters-gluten-free/,444 calories;,28.1 ,38.9,10.7 ,98 ,1231 
220123,https://www.allrecipes.com/recipe/220123/black-bean-breakfast-bowl/,625 calories;,38.8 ,46.6,27.9 ,372 ,1158 
220124,https://www.allrecipes.com/recipe/220124/joes-fusion-chicken-pad-thai/,585 calories;,11.3 ,89.7,29.4 ,200 ,1791 
220125,https://www.allrecipes.com/recipe/220125/slow-cooker-beef-pot-roast/,778 calories;,57.3 ,7.6,54.6 ,198 ,602 
220126,https://www.allrecipes.com/recipe/220126/chef-johns-sausage-shrimp-jambalaya/,495 calories;,25.2 ,37.3,30.3 ,221 ,1909 
220127,https://www.allrecipes.com/recipe/220127/chef-johns-ham-and-potato-soup/,452 calories;,24.9 ,42.3,15.8 ,75 ,864 
220128,https://www.allrecipes.com/recipe/220128/chef-johns-buttermilk-fried-chicken/,1262 calories;,85 ,55.7,66 ,179 ,1443 
220129,https://www.allrecipes.com/recipe/220129/no-knead-beer-bread/,154 calories;,0.4 ,30.9,4.3 ,0 ,235 
220130,https://www.allrecipes.com/recipe/220130/chef-johns-chicken-cacciatore/,513 calories;,29.1 ,11.1,50.2 ,149 ,401 
220131,https://www.allrecipes.com/recipe/220131/nicolas-pad-thai/,520 calories;,24.2 ,70.9,5.1 ,0 ,467 
220132,https://www.allrecipes.com/recipe/220132/raisin-whiskey-steak/,339 calories;,11 ,21,30.1 ,74 ,65 
220133,https://www.allrecipes.com/recipe/220133/tantalizing-pad-thai/,389 calories;,21.8 ,34.7,15.6 ,16 ,1596 
220134,https://www.allrecipes.com/recipe/220134/authentic-pad-thai-noodles/,397 calories;,23.3 ,39.5,13.2 ,41 ,1234 
220135,https://www.allrecipes.com/recipe/220135/red-bird-wrap/,350 calories;,17.6 ,35.7,19.5 ,39 ,335 
220136,https://www.allrecipes.com/recipe/220136/brownie-cheesecake-hearts/,337 calories;,20.7 ,37.5,3.9 ,48 ,172 
220137,https://www.allrecipes.com/recipe/220137/fluffy-strawberry-pie/,318 calories;,14.7 ,45.9,3 ,0 ,222 
220138,https://www.allrecipes.com/recipe/220138/fresh-strawberry-cheesecake-pie/,369 calories;,18.7 ,46.7,5.4 ,77 ,256 
220140,https://www.allrecipes.com/recipe/220140/sweet-lady-dane-strawberry-pie/,477 calories;,16.8 ,79.5,4.6 ,71 ,226 
220141,https://www.allrecipes.com/recipe/220141/wholesome-buckwheat-crepes/,283 calories;,3.8 ,54.1,9.7 ,93 ,336 
220142,https://www.allrecipes.com/recipe/220142/fluffy-swedish-pancakes/,481 calories;,32.4 ,36.5,11.8 ,260 ,571 
220143,https://www.allrecipes.com/recipe/220143/cheesy-chicken-stir-fry/,425 calories;,9.4 ,61.2,21.2 ,44 ,786 
220149,https://www.allrecipes.com/recipe/220149/coconut-chicken-stir-fry/,657 calories;,45.3 ,14.2,50.6 ,160 ,156 
220150,https://www.allrecipes.com/recipe/220150/myras-basil-chicken-stir-fry/,278 calories;,13 ,5.9,33.8 ,86 ,273 
220151,https://www.allrecipes.com/recipe/220151/citrus-chicken-stir-fry/,849 calories;,17.5 ,112.5,67.6 ,129 ,1838 
220152,https://www.allrecipes.com/recipe/220152/oven-fried-bananas/,119 calories;,1.4 ,25.6,2.6 ,0 ,100 
220153,https://www.allrecipes.com/recipe/220153/broken-glass-cake/,436 calories;,24.1 ,52.7,4.6 ,75 ,269 
220154,https://www.allrecipes.com/recipe/220154/spicy-pumpkin-soup/,156 calories;,11.7 ,11.9,2.7 ,44 ,987 
220155,https://www.allrecipes.com/recipe/220155/white-chocolate-flan/,651 calories;,37.9 ,67.7,13.3 ,140 ,226 
220156,https://www.allrecipes.com/recipe/220156/potato-soup-in-seven-minutes/,433 calories;,26.4 ,27.5,21.9 ,74 ,1435 
220157,https://www.allrecipes.com/recipe/220157/delicious-ranch-dressing/,73 calories;,7.4 ,1.2,0.6 ,4 ,68 
220158,https://www.allrecipes.com/recipe/220158/turkey-cranberry-wreath-bake/,472 calories;,29.2 ,30.7,19.1 ,68 ,679 
220159,https://www.allrecipes.com/recipe/220159/twinlow-peanut-butter-cookies/,141 calories;,8.2 ,15.2,2.8 ,22 ,156 
220160,https://www.allrecipes.com/recipe/220160/simple-slow-cooker-pork-chops/,408 calories;,10.8 ,43.7,34 ,73 ,1187 
220161,https://www.allrecipes.com/recipe/220161/kickin-chicken-stir-fry/,584 calories;,15.5 ,95,17.9 ,40 ,769 
220162,https://www.allrecipes.com/recipe/220162/chicken-and-wild-rice-slow-cooker-dinner/,514 calories;,12.6 ,64.8,33.8 ,76 ,1997 
220163,https://www.allrecipes.com/recipe/220163/honey-roasted-potatoes-and-mushrooms/,131 calories;,4.9 ,19.8,4.1 ,0 ,9 
220164,https://www.allrecipes.com/recipe/220164/classic-cuban-style-picadillo/,350 calories;,18.5 ,23.8,23.7 ,74 ,3572 
220165,https://www.allrecipes.com/recipe/220165/bries-banana-and-honey-dog-treats/,31 calories;,0.2 ,6.7,1.1 ,2 ,8 
220166,https://www.allrecipes.com/recipe/220166/mean-green-guacamole-salsa/,94 calories;,7.7 ,6.8,1.5 ,0 ,6 
220167,https://www.allrecipes.com/recipe/220167/cuban-style-picadillo/,471 calories;,22 ,29.6,26 ,79 ,1338 
220168,https://www.allrecipes.com/recipe/220168/buttermilk-strawberry-shortcake/,322 calories;,13.2 ,47.6,4.8 ,35 ,585 
220169,https://www.allrecipes.com/recipe/220169/strawberry-shortcake-with-balsamic/,141 calories;,2.2 ,29.3,2.6 ,6 ,227 
220170,https://www.allrecipes.com/recipe/220170/very-dairy-strawberry-shortcake-dip/,531 calories;,33.3 ,51.1,8.6 ,117 ,617 
220171,https://www.allrecipes.com/recipe/220171/asian-kale-with-noodles/,444 calories;,16.5 ,53.4,21.5 ,200 ,1043 
220172,https://www.allrecipes.com/recipe/220172/kale-orange-banana-smoothie/,220 calories;,0.9 ,55.9,3.2 ,0 ,15 
220173,https://www.allrecipes.com/recipe/220173/amazing-lentils-and-kale/,377 calories;,6.5 ,62.2,22.7 ,0 ,1208 
220174,https://www.allrecipes.com/recipe/220174/spicy-tahini-sauce-with-kale-sea-vegetables-and-soba-noodles/,641 calories;,39.7 ,63.8,22.1 ,0 ,1018 
220175,https://www.allrecipes.com/recipe/220175/whole-earth-kale-salad/,289 calories;,11.3 ,39,11.5 ,0 ,783 
220176,https://www.allrecipes.com/recipe/220176/cajun-kale-and-rice/,205 calories;,1.2 ,42.8,5.4 ,3 ,3173 
220177,https://www.allrecipes.com/recipe/220177/crab-and-asparagus-soup/,133 calories;,4.3 ,7.8,16.3 ,67 ,974 
220178,https://www.allrecipes.com/recipe/220178/irresistible-eggplant-lasagna/,505 calories;,25.2 ,32.7,40.5 ,104 ,1283 
220179,https://www.allrecipes.com/recipe/220179/quick-and-easy-black-bean-soup/,320 calories;,8.8 ,43.5,18.8 ,20 ,1182 
220180,https://www.allrecipes.com/recipe/220180/chef-johns-ultimate-steak-sandwich/,635 calories;,42.4 ,27.2,34.4 ,105 ,566 
220181,https://www.allrecipes.com/recipe/220181/kung-wow-chicken/,568 calories;,18.1 ,66.4,32.2 ,65 ,696 
220182,https://www.allrecipes.com/recipe/220182/homemade-sloppy-joes/,251 calories;,11.9 ,14.4,21.5 ,69 ,1002 
220183,https://www.allrecipes.com/recipe/220183/easy-homemade-pizza-dough/,485 calories;,8 ,89.3,12.4 ,0 ,732 
220184,https://www.allrecipes.com/recipe/220184/easy-broccoli-salad/,223 calories;,18.6 ,12.9,5 ,0 ,73 
220186,https://www.allrecipes.com/recipe/220186/fresh-tomato-and-basil-pizza/,269 calories;,10 ,30.7,12.7 ,20 ,546 
220187,https://www.allrecipes.com/recipe/220187/carolines-firecrackers/,205 calories;,15.8 ,19.7,2.6 ,0 ,160 
220188,https://www.allrecipes.com/recipe/220188/dads-beef-and-chive-dip/,78 calories;,7.1 ,1.2,2.5 ,23 ,130 
220189,https://www.allrecipes.com/recipe/220189/garlic-asparagus-soup/,101 calories;,4.1 ,13.3,5.1 ,0 ,409 
220190,https://www.allrecipes.com/recipe/220190/ds-taco-pizza/,399 calories;,21.5 ,36.2,19.1 ,58 ,1394 
220191,https://www.allrecipes.com/recipe/220191/carols-cinnamon-waffles/,154 calories;,6.7 ,21.1,2.6 ,2 ,159 
220192,https://www.allrecipes.com/recipe/220192/pub-style-vegetarian-chili/,224 calories;,10 ,27.2,8.1 ,0 ,929 
220193,https://www.allrecipes.com/recipe/220193/strawberry-shortcake-drink/,476 calories;,17.5 ,55.4,5.2 ,68 ,116 
220194,https://www.allrecipes.com/recipe/220194/roasted-parmesan-asparagus/,44 calories;,2 ,4.6,3.5 ,2 ,41 
220195,https://www.allrecipes.com/recipe/220195/roasted-asparagus-with-parmesan/,46 calories;,1.7 ,4.7,4.4 ,4 ,660 
220196,https://www.allrecipes.com/recipe/220196/andouille-sausage-and-corn-chowder/,439 calories;,31.7 ,28.2,13.3 ,77 ,627 
220197,https://www.allrecipes.com/recipe/220197/summer-fresh-pasta-with-tomatoes-and-prosciutto/,398 calories;,23.3 ,36.1,12 ,20 ,683 
220198,https://www.allrecipes.com/recipe/220198/grilled-parmesan-asparagus/,157 calories;,13.1 ,4.8,6.3 ,9 ,155 
220199,https://www.allrecipes.com/recipe/220199/grilled-lemon-parmesan-asparagus/,75 calories;,4.9 ,4.9,4.4 ,4 ,79 
220200,https://www.allrecipes.com/recipe/220200/pan-fried-halibut/,323 calories;,10.5 ,25.5,29.1 ,83 ,787 
220201,https://www.allrecipes.com/recipe/220201/halibut-wrapped-in-dill-packages/,381 calories;,15.9 ,6.7,49.4 ,114 ,239 
220202,https://www.allrecipes.com/recipe/220202/nongs-khao-man-gai/,589 calories;,19.2 ,70.9,31.2 ,63 ,2465 
220203,https://www.allrecipes.com/recipe/220203/easy-tortellini-salad/,305 calories;,10.2 ,44.1,9.5 ,64 ,1477 
220204,https://www.allrecipes.com/recipe/220204/cannoli-cream-dessert/,492 calories;,26.6 ,48.4,16.2 ,69 ,365 
220205,https://www.allrecipes.com/recipe/220205/zesty-pickled-brussels-sprouts/,11 calories;,0.1 ,2.2,0.8 ,0 ,1228 
220206,https://www.allrecipes.com/recipe/220206/beer-mustard/,21 calories;,1 ,2.1,1 ,0 ,49 
220207,https://www.allrecipes.com/recipe/220207/fiesta-lime-parmesan-halibut/,540 calories;,33.9 ,19.6,42.6 ,71 ,379 
220208,https://www.allrecipes.com/recipe/220208/parmesan-tilapia-with-a-white-wine-sauce/,324 calories;,11.2 ,20.8,30.8 ,69 ,409 
220209,https://www.allrecipes.com/recipe/220209/baked-parmesan-tilapia/,357 calories;,12.8 ,17.8,39.8 ,71 ,550 
220210,https://www.allrecipes.com/recipe/220210/baked-halibut-sitka/,354 calories;,21.5 ,4.2,33.8 ,72 ,205 
220211,https://www.allrecipes.com/recipe/220211/pretzel-and-parmesan-crusted-chicken/,863 calories;,64.3 ,41.5,34.4 ,77 ,1137 
220212,https://www.allrecipes.com/recipe/220212/parmesan-crusted-chicken-strips/,428 calories;,28.3 ,1.8,40.1 ,189 ,554 
220213,https://www.allrecipes.com/recipe/220213/penne-rosa-with-parmesan-crusted-chicken/,1024 calories;,59.6 ,73.5,54.6 ,141 ,2569 
220214,https://www.allrecipes.com/recipe/220214/parsley-and-parmesan-crusted-pork-tenderloin/,252 calories;,6.8 ,14.3,31 ,79 ,928 
220215,https://www.allrecipes.com/recipe/220215/parmesan-crusted-dinner-rolls/,202 calories;,11.1 ,18.4,6.4 ,26 ,368 
220216,https://www.allrecipes.com/recipe/220216/parmesan-crusted-baby-carrots/,57 calories;,2.5 ,7.4,2 ,7 ,113 
220217,https://www.allrecipes.com/recipe/220217/grilled-garlic-parmesan-crusted-scallops/,482 calories;,34.1 ,13.8,29.2 ,54 ,691 
220218,https://www.allrecipes.com/recipe/220218/moms-halibut-enchiladas/,807 calories;,58.1 ,33.3,37.2 ,151 ,1056 
220219,https://www.allrecipes.com/recipe/220219/shrimp-sausage-and-fish-jambalaya/,622 calories;,23 ,66.8,34.5 ,157 ,1880 
220220,https://www.allrecipes.com/recipe/220220/tostitos-rapido-pizza/,721 calories;,45.6 ,65.5,13.7 ,49 ,633 
220221,https://www.allrecipes.com/recipe/220221/tostitos-hot-cheese-bake/,813 calories;,40.2 ,97.5,20.3 ,200 ,1291 
220222,https://www.allrecipes.com/recipe/220222/asparagus-chicken-quiche/,418 calories;,26.4 ,21.3,24.9 ,211 ,530 
