recipe_id,recipe_url,calories,fat,carb,protein,cholesterol,sodium
221410,https://www.allrecipes.com/recipe/221410/kapusta-and-kartofle-sauerkraut-stew-and-potatoes/,280 calories;,4.1 ,44.4,18.6 ,29 ,708 
221411,https://www.allrecipes.com/recipe/221411/chlodnik-cold-polish-beet-soup/,170 calories;,8.7 ,15.7,8.2 ,72 ,454 
221414,https://www.allrecipes.com/recipe/221414/caseys-meat-pie/,440 calories;,24 ,31.1,19.1 ,54 ,426 
221415,https://www.allrecipes.com/recipe/221415/australian-meat-pies/,377 calories;,24.8 ,27.6,10.4 ,39 ,359 
221416,https://www.allrecipes.com/recipe/221416/christmas-lamingtons/,179 calories;,8.6 ,24.8,1.8 ,23 ,182 
221417,https://www.allrecipes.com/recipe/221417/anzac-biscuits/,90 calories;,5.1 ,10.6,0.8 ,11 ,49 
221422,https://www.allrecipes.com/recipe/221422/mums-aussie-sausage-rolls/,135 calories;,9.6 ,8.6,3.3 ,19 ,161 
221423,https://www.allrecipes.com/recipe/221423/vegetarian-sausage-rolls/,169 calories;,10.6 ,14,4.6 ,16 ,134 
221425,https://www.allrecipes.com/recipe/221425/bacon-and-egg-pie-new-zealand-style/,352 calories;,20.4 ,25.9,15.7 ,307 ,821 
221426,https://www.allrecipes.com/recipe/221426/sweet-damper-with-dried-fruit/,218 calories;,1.6 ,46.4,5.3 ,3 ,442 
221430,https://www.allrecipes.com/recipe/221430/brazilian-cheese-rolls-pao-de-queijo/,199 calories;,12 ,17.2,5.8 ,36 ,386 
221431,https://www.allrecipes.com/recipe/221431/my-trini-style-boiled-and-fried-cassava-yuca/,262 calories;,7.3 ,47.6,2.3 ,0 ,45 
221432,https://www.allrecipes.com/recipe/221432/authentic-mexican-corn-bread/,448 calories;,14 ,73.8,10.5 ,109 ,941 
221433,https://www.allrecipes.com/recipe/221433/arroz-rojo-mexican-red-rice/,213 calories;,6 ,35.1,4.6 ,1 ,109 
221434,https://www.allrecipes.com/recipe/221434/spicy-enchiladas-verdes-de-queso/,448 calories;,18.1 ,58.8,16.2 ,29 ,499 
221435,https://www.allrecipes.com/recipe/221435/pastel-galletas-cookie-cake/,407 calories;,14.5 ,63.7,8.1 ,35 ,239 
221436,https://www.allrecipes.com/recipe/221436/brazilian-arroz-de-festa-confetti-rice/,359 calories;,8.4 ,69.4,6.1 ,8 ,488 
221437,https://www.allrecipes.com/recipe/221437/spicy-mexican-tuna-salad/,47 calories;,1.6 ,3,5 ,5 ,96 
221438,https://www.allrecipes.com/recipe/221438/carrot-farofa/,601 calories;,29.3 ,82.4,2.6 ,0 ,1268 
221439,https://www.allrecipes.com/recipe/221439/brazilian-collard-greens-couve-a-mineira/,129 calories;,10.1 ,6.1,4.7 ,8 ,2823 
221446,https://www.allrecipes.com/recipe/221446/moqueca-baiana-brazilian-seafood-stew/,480 calories;,18.9 ,57.3,21.8 ,96 ,1139 
221447,https://www.allrecipes.com/recipe/221447/moqueca-brazilian-fish-stew/,383 calories;,24.5 ,9.4,33.3 ,133 ,216 
221449,https://www.allrecipes.com/recipe/221449/pelmeni/,377 calories;,3.5 ,57.1,28.1 ,78 ,493 
221450,https://www.allrecipes.com/recipe/221450/beef-and-pork-pelmeni-russian-dumplings/,329 calories;,14.3 ,26.7,21.8 ,132 ,327 
221497,https://www.allrecipes.com/recipe/221497/sundubu-jjigae-uncurdled-tofu-stew/,345 calories;,18.6 ,16.7,31.9 ,34 ,520 
221499,https://www.allrecipes.com/recipe/221499/spicy-korean-rice-cakes-ddeokbokki-or-tteokbokki/,441 calories;,2.1 ,89.6,13.3 ,32 ,311 
221509,https://www.allrecipes.com/recipe/221509/company-chicken-marsala/,402 calories;,20.3 ,12.6,35.5 ,133 ,580 
221512,https://www.allrecipes.com/recipe/221512/creamy-chicken-marsala/,355 calories;,16.5 ,19.9,15.7 ,35 ,539 
221517,https://www.allrecipes.com/recipe/221517/chicken-livers-marsala/,255 calories;,15.8 ,14.1,11.7 ,238 ,495 
221520,https://www.allrecipes.com/recipe/221520/chicken-with-a-creamy-marsala-sauce/,825 calories;,45.6 ,13.3,78.7 ,304 ,260 
221521,https://www.allrecipes.com/recipe/221521/gamja-jorim-korean-potato-dish/,319 calories;,13.7 ,46.6,5.2 ,0 ,1227 
221533,https://www.allrecipes.com/recipe/221533/baked-chicken-marsala/,533 calories;,22.4 ,19,51 ,151 ,1721 
221537,https://www.allrecipes.com/recipe/221537/quick-and-tasty-chicken-marsala/,528 calories;,13.7 ,36.5,43.4 ,122 ,683 
221540,https://www.allrecipes.com/recipe/221540/sweet-chicken-marsala/,612 calories;,19.4 ,49.6,27.8 ,95 ,404 
221545,https://www.allrecipes.com/recipe/221545/marsala-cream-chicken-with-asparagus/,955 calories;,41.9 ,60.4,65.3 ,212 ,620 
221547,https://www.allrecipes.com/recipe/221547/korean-fried-pork-with-stir-fried-celery/,359 calories;,24.1 ,12.7,21.2 ,54 ,1039 
221548,https://www.allrecipes.com/recipe/221548/fried-kimchi/,25 calories;,0.7 ,4.7,0.6 ,0 ,249 
221550,https://www.allrecipes.com/recipe/221550/kkakdugi-korean-radish-kimchi/,13 calories;,0.1 ,2.9,0.3 ,0 ,1343 
221551,https://www.allrecipes.com/recipe/221551/chicken-with-chanterelle-mushrooms-and-marsala-wine/,637 calories;,38.4 ,24.8,29.9 ,161 ,337 
221554,https://www.allrecipes.com/recipe/221554/kimchi-jigae-kimchee-soup/,477 calories;,35.1 ,14.9,26.9 ,80 ,2733 
221571,https://www.allrecipes.com/recipe/221571/lettuce-wrapped-appetizers/,370 calories;,20.4 ,22.9,24.2 ,124 ,217 
221791,https://www.allrecipes.com/recipe/221791/sambar-spicy-indian-curry/,175 calories;,5.1 ,25.9,8.2 ,0 ,81 
221795,https://www.allrecipes.com/recipe/221795/chocolate-fondant/,195 calories;,12.1 ,20.2,3.7 ,84 ,64 
221796,https://www.allrecipes.com/recipe/221796/duncans-perfect-chocolate-fondants/,364 calories;,22.9 ,36.1,5.5 ,131 ,136 
221797,https://www.allrecipes.com/recipe/221797/gretchens-tomato-orange-soup/,276 calories;,17.6 ,18.2,4.8 ,52 ,1230 
221800,https://www.allrecipes.com/recipe/221800/jell-o-frozen-freedom-pops/,154 calories;,1.2 ,32.9,3.8 ,5 ,293 
221801,https://www.allrecipes.com/recipe/221801/jell-o-patriotic-mini-fruit-tarts/,106 calories;,5.6 ,12.7,1.4 ,< 1 ,143 
221806,https://www.allrecipes.com/recipe/221806/real-canadian-poutine/,427 calories;,27.2 ,29.5,16.5 ,67 ,711 
221809,https://www.allrecipes.com/recipe/221809/fenelon-poutine/,868 calories;,63.6 ,63,15 ,25 ,747 
221815,https://www.allrecipes.com/recipe/221815/boubous-tarte-au-sucre-sugar-pie/,640 calories;,30 ,90.3,5.1 ,89 ,298 
221818,https://www.allrecipes.com/recipe/221818/classic-chicken-biryani/,495 calories;,16.4 ,58.7,18.9 ,66 ,855 
221826,https://www.allrecipes.com/recipe/221826/palak-paneer-indian-spinach-and-paneer/,315 calories;,20.7 ,16.3,19.9 ,17 ,586 
221828,https://www.allrecipes.com/recipe/221828/palak-paneer-spinach-curry/,333 calories;,20.1 ,22.7,18.9 ,17 ,7499 
221831,https://www.allrecipes.com/recipe/221831/indian-chickpea-stir-fry/,190 calories;,3.4 ,34.8,5.7 ,0 ,343 
221837,https://www.allrecipes.com/recipe/221837/mushroom-moong-dal-dosas/,260 calories;,3.7 ,41.3,19.6 ,6 ,1172 
221839,https://www.allrecipes.com/recipe/221839/indian-crisp-rice-pancake-dosa/,612 calories;,18.8 ,94.2,14.8 ,11 ,80 
221840,https://www.allrecipes.com/recipe/221840/plain-dosai-south-indian-crepes/,132 calories;,1.7 ,24.7,4.1 ,0 ,355 
221841,https://www.allrecipes.com/recipe/221841/parathas/,139 calories;,3.2 ,24.1,3.5 ,4 ,302 
221845,https://www.allrecipes.com/recipe/221845/green-herb-pulao/,130 calories;,4 ,21.4,2.8 ,2 ,38 
221846,https://www.allrecipes.com/recipe/221846/boondi-raita/,241 calories;,17.4 ,13.9,8.5 ,7 ,126 
221848,https://www.allrecipes.com/recipe/221848/super-easy-egg-halwa-anday-ka-halwa/,311 calories;,23.4 ,21.4,5.2 ,72 ,63 
221849,https://www.allrecipes.com/recipe/221849/carrot-halwa-carrot-dessert/,339 calories;,21.4 ,32.7,5.4 ,13 ,67 
221850,https://www.allrecipes.com/recipe/221850/south-indian-bitter-gourd-roast/,91 calories;,4.7 ,10,2.9 ,0 ,582 
221851,https://www.allrecipes.com/recipe/221851/steak-tartare-thanks-to-fredy/,293 calories;,22.2 ,5.5,16 ,159 ,501 
221852,https://www.allrecipes.com/recipe/221852/delicious-chocolate-fondant/,403 calories;,26.1 ,38.9,5.2 ,139 ,204 
221855,https://www.allrecipes.com/recipe/221855/french-yogurt-cake/,424 calories;,18.4 ,59.6,5.6 ,75 ,184 
221859,https://www.allrecipes.com/recipe/221859/smoked-salmon-terrine/,229 calories;,17.2 ,4.5,14.4 ,59 ,586 
221866,https://www.allrecipes.com/recipe/221866/beef-and-barley-stew-a-la-bourguignon/,649 calories;,25 ,55.4,36.3 ,84 ,1469 
221869,https://www.allrecipes.com/recipe/221869/vin-chaud-spiced-wine-cranberry-sauce/,117 calories;,0.2 ,27.1,0.5 ,0 ,7 
221871,https://www.allrecipes.com/recipe/221871/dutch-pepernoten/,68 calories;,2 ,12.3,0.6 ,5 ,78 
221873,https://www.allrecipes.com/recipe/221873/speculaas-cookies/,163 calories;,8.1 ,21.1,2 ,28 ,27 
221874,https://www.allrecipes.com/recipe/221874/gevulde-speculaas/,560 calories;,29 ,68.8,9 ,69 ,256 
221878,https://www.allrecipes.com/recipe/221878/old-style-oliebollen/,483 calories;,19.7 ,70,6.6 ,31 ,211 
221881,https://www.allrecipes.com/recipe/221881/shredded-beef-tacos-with-lime/,399 calories;,33.3 ,3.1,21.2 ,77 ,81 
221882,https://www.allrecipes.com/recipe/221882/maicena-corn-pudding/,218 calories;,4.6 ,38.5,5.4 ,112 ,346 
221887,https://www.allrecipes.com/recipe/221887/chef-johns-chicken-and-mushrooms/,398 calories;,30.6 ,3.7,28.1 ,91 ,355 
221890,https://www.allrecipes.com/recipe/221890/french-75-cocktail/,294 calories;,0.1 ,18.1,0.5 ,0 ,16 
221891,https://www.allrecipes.com/recipe/221891/cosmopolitan-cocktail/,131 calories;,0 ,5.6,0.1 ,0 ,8 
221892,https://www.allrecipes.com/recipe/221892/daiquiri-cocktail/,116 calories;,0 ,5.7,0.1 ,0 ,8 
221893,https://www.allrecipes.com/recipe/221893/vodka-martini-cocktail/,255 calories;,1.6 ,4.8,0.2 ,0 ,141 
221894,https://www.allrecipes.com/recipe/221894/singapore-sling-cocktail/,356 calories;,0.3 ,43.9,0.8 ,0 ,25 
221895,https://www.allrecipes.com/recipe/221895/sidecar-cocktail/,324 calories;,0.1 ,17.8,0.1 ,0 ,10 
221896,https://www.allrecipes.com/recipe/221896/cucumber-party-sandwiches/,64 calories;,3 ,7.7,1.7 ,8 ,137 
221897,https://www.allrecipes.com/recipe/221897/jell-o-firecrackers/,54 calories;,0.3 ,12,1.5 ,< 1 ,45 
221898,https://www.allrecipes.com/recipe/221898/beef-medallions-with-caramelized-pan-sauce/,567 calories;,41.5 ,6,35.8 ,136 ,484 
221899,https://www.allrecipes.com/recipe/221899/chef-johns-cottage-fries/,187 calories;,6.9 ,29,3.4 ,0 ,332 
221900,https://www.allrecipes.com/recipe/221900/easy-homemade-pastrami/,4709 calories;,383.9 ,32.6,273.2 ,980 ,22099 
221901,https://www.allrecipes.com/recipe/221901/grilled-mongolian-pork-chops/,839 calories;,47.4 ,62.1,41.8 ,265 ,1960 
221902,https://www.allrecipes.com/recipe/221902/chef-johns-flour-tortillas/,170 calories;,6.7 ,23.9,3.2 ,0 ,234 
221903,https://www.allrecipes.com/recipe/221903/tea-party-sandwiches-puerto-rican-version/,340 calories;,18.4 ,31.3,12.4 ,48 ,1228 
221904,https://www.allrecipes.com/recipe/221904/easy-cucumber-party-sandwiches/,205 calories;,13.2 ,18.1,3.8 ,19 ,454 
221905,https://www.allrecipes.com/recipe/221905/white-tres-leches-cake/,565 calories;,30.8 ,65.3,8.4 ,119 ,413 
221906,https://www.allrecipes.com/recipe/221906/3-milk-cake-or-tres-leches/,748 calories;,38.3 ,87.9,14.7 ,234 ,421 
221907,https://www.allrecipes.com/recipe/221907/pastel-de-tres-leches-three-milk-cake/,396 calories;,18.8 ,48.2,9.8 ,154 ,244 
221908,https://www.allrecipes.com/recipe/221908/tres-leches-pina-colada-cake/,503 calories;,26.5 ,63.8,4.6 ,76 ,337 
221909,https://www.allrecipes.com/recipe/221909/gs-tres-leches-cake/,385 calories;,21.1 ,42.7,7.2 ,121 ,223 
221910,https://www.allrecipes.com/recipe/221910/easiest-layer-dip/,106 calories;,7.5 ,5.8,4.2 ,20 ,336 
221911,https://www.allrecipes.com/recipe/221911/bretas-7-layer-dip/,507 calories;,39 ,32,13.5 ,38 ,778 
221912,https://www.allrecipes.com/recipe/221912/jules-zesty-7-layer-dip/,175 calories;,15.6 ,3.4,6.2 ,47 ,293 
221913,https://www.allrecipes.com/recipe/221913/haystack-the-best-7-layer-dip-ever/,287 calories;,22.1 ,14.8,9.2 ,33 ,429 
221915,https://www.allrecipes.com/recipe/221915/quick-taco-salad/,638 calories;,40.5 ,36.8,30.1 ,101 ,1611 
221916,https://www.allrecipes.com/recipe/221916/emilys-dressing-for-taco-salad/,144 calories;,13.9 ,3.5,1.5 ,17 ,342 
221917,https://www.allrecipes.com/recipe/221917/dorothy-lynch-style-salad-dressing/,138 calories;,11.3 ,9.7,0.3 ,0 ,201 
221918,https://www.allrecipes.com/recipe/221918/layered-and-tossed-spicy-chicken-taco-salad/,270 calories;,23 ,7.7,9.3 ,37 ,469 
221919,https://www.allrecipes.com/recipe/221919/easy-black-bean-taco-salad/,1039 calories;,58.6 ,83.7,47.2 ,144 ,2128 
221920,https://www.allrecipes.com/recipe/221920/vegetarian-sushi/,385 calories;,8.6 ,69.7,7.5 ,0 ,590 
221921,https://www.allrecipes.com/recipe/221921/quinoa-with-kumquats-and-leeks/,238 calories;,6.6 ,37.7,7.7 ,2 ,491 
221922,https://www.allrecipes.com/recipe/221922/kumquat-ice-cream/,207 calories;,11.9 ,24.2,2.2 ,44 ,29 
221923,https://www.allrecipes.com/recipe/221923/japanese-tamago-egg/,63 calories;,3.8 ,2.6,4.4 ,124 ,87 
221924,https://www.allrecipes.com/recipe/221924/avocado-sushi-with-brown-rice/,258 calories;,8.4 ,41.4,5.3 ,0 ,89 
221925,https://www.allrecipes.com/recipe/221925/mini-cucumber-sushi-rolls/,46 calories;,3.3 ,3.6,0.9 ,10 ,32 
221926,https://www.allrecipes.com/recipe/221926/thai-stuffed-tofu/,374 calories;,25.1 ,22.5,21 ,47 ,555 
221927,https://www.allrecipes.com/recipe/221927/brown-rice-and-quinoa-sushi-rolls/,315 calories;,9.4 ,51.6,7 ,0 ,320 
221928,https://www.allrecipes.com/recipe/221928/candied-kumquat-peels/,121 calories;,0.1 ,31.3,0.4 ,0 ,1 
221929,https://www.allrecipes.com/recipe/221929/sushi-house-salad-dressing-its-orange/,47 calories;,3.5 ,3.8,0.5 ,0 ,132 
221930,https://www.allrecipes.com/recipe/221930/mamacitas-mexican-rice/,156 calories;,2.7 ,29.6,3.2 ,0 ,34 
221932,https://www.allrecipes.com/recipe/221932/easy-authentic-mexican-rice/,171 calories;,7.3 ,23.5,2.6 ,< 1 ,240 
221935,https://www.allrecipes.com/recipe/221935/fish-tacos-ultimo/,336 calories;,11 ,29.2,31.5 ,55 ,847 
221936,https://www.allrecipes.com/recipe/221936/quick-fish-tacos/,416 calories;,15.2 ,38.9,30.1 ,47 ,481 
221937,https://www.allrecipes.com/recipe/221937/easy-fish-tacos-with-mango-pineapple-slaw/,278 calories;,7.2 ,38.1,15.5 ,27 ,1308 
221938,https://www.allrecipes.com/recipe/221938/really-wicked-spinach-artichoke-dip/,389 calories;,27.8 ,18.3,20.3 ,86 ,1038 
221939,https://www.allrecipes.com/recipe/221939/spinach-artichoke-dip/,158 calories;,9.2 ,7.9,10 ,25 ,423 
221940,https://www.allrecipes.com/recipe/221940/simple-steamed-artichokes/,65 calories;,0.2 ,14.7,4.3 ,0 ,121 
221941,https://www.allrecipes.com/recipe/221941/warm-artichoke-and-crab-dip/,284 calories;,25.4 ,6.7,8 ,44 ,565 
221942,https://www.allrecipes.com/recipe/221942/hummus-and-artichoke-wrap/,497 calories;,15.2 ,88.4,25 ,18 ,1572 
221943,https://www.allrecipes.com/recipe/221943/chicken-artichoke-bacon-dip/,179 calories;,12.2 ,8.2,9.5 ,31 ,490 
221944,https://www.allrecipes.com/recipe/221944/baked-artichokes/,198 calories;,11.8 ,17,6.9 ,6 ,733 
221945,https://www.allrecipes.com/recipe/221945/artichoke-frittata/,265 calories;,19.2 ,8.7,15.4 ,144 ,446 
221946,https://www.allrecipes.com/recipe/221946/ulis-onion-bacon-sauce/,292 calories;,28.9 ,3.1,5.8 ,76 ,488 
221947,https://www.allrecipes.com/recipe/221947/ulis-apple-red-cabbage/,151 calories;,7.7 ,16.2,3.7 ,21 ,402 
221948,https://www.allrecipes.com/recipe/221948/balsamic-beurre-noir/,168 calories;,15.7 ,7.1,0.5 ,41 ,52 
221949,https://www.allrecipes.com/recipe/221949/black-eyed-peas-with-pork-and-greens/,463 calories;,15.4 ,45.5,37.4 ,65 ,1233 
221950,https://www.allrecipes.com/recipe/221950/chef-johns-caramel-chicken/,615 calories;,33.2 ,37.9,43 ,129 ,1967 
221951,https://www.allrecipes.com/recipe/221951/chef-johns-chocolate-egg-cream/,93 calories;,0.9 ,19.7,1.6 ,2 ,40 
221952,https://www.allrecipes.com/recipe/221952/ham-and-butternut-squash-spaghetti/,808 calories;,41.1 ,87,25.3 ,90 ,1063 
221953,https://www.allrecipes.com/recipe/221953/heart-shaped-carpaccio/,413 calories;,34.8 ,3.2,21.4 ,65 ,611 
221954,https://www.allrecipes.com/recipe/221954/holiday-rum-balls/,87 calories;,4.8 ,9.6,1 ,8 ,40 
221955,https://www.allrecipes.com/recipe/221955/homemade-chipotle-oil/,120 calories;,13.6 ,0,0 ,0 ,0 
221956,https://www.allrecipes.com/recipe/221956/make-ahead-marsala-turkey-gravy/,163 calories;,8.9 ,5.6,13.1 ,68 ,79 
221957,https://www.allrecipes.com/recipe/221957/beef-au-jus/,53 calories;,1.1 ,2.3,8 ,17 ,401 
221958,https://www.allrecipes.com/recipe/221958/chef-johns-perfect-prime-rib/,1757 calories;,160.6 ,1,72.5 ,362 ,343 
221959,https://www.allrecipes.com/recipe/221959/potato-pesto-feta-pizza/,478 calories;,23.8 ,44.9,20.6 ,45 ,1033 
221960,https://www.allrecipes.com/recipe/221960/pressure-cooker-beef-chili/,358 calories;,25.3 ,8.7,23.9 ,86 ,279 
221961,https://www.allrecipes.com/recipe/221961/quick-pickled-jalapeno-rings/,99 calories;,0.5 ,23.6,1.1 ,0 ,2884 
221962,https://www.allrecipes.com/recipe/221962/roast-beef-tenderloin/,489 calories;,25 ,5.8,56.8 ,173 ,149 
221963,https://www.allrecipes.com/recipe/221963/chef-johns-roasted-brussels-sprouts/,125 calories;,6.2 ,17.8,4.9 ,15 ,70 
221964,https://www.allrecipes.com/recipe/221964/spicy-pbj-wings/,342 calories;,23.1 ,12.1,21.8 ,60 ,1486 
221965,https://www.allrecipes.com/recipe/221965/spinach-salad-with-hot-bacon-dressing/,430 calories;,28.3 ,34.4,11.6 ,26 ,674 
221966,https://www.allrecipes.com/recipe/221966/truly-delicious-brussels-sprouts/,45 calories;,2.4 ,5.4,2 ,3 ,22 
221967,https://www.allrecipes.com/recipe/221967/lamb-meatballs-and-sauce/,610 calories;,43.5 ,24.4,31.3 ,154 ,2323 
221968,https://www.allrecipes.com/recipe/221968/italian-rice-croquettes/,99 calories;,3.2 ,10.4,6.9 ,60 ,140 
221971,https://www.allrecipes.com/recipe/221971/chef-johns-spaghetti-alla-carbonara/,688 calories;,30.3 ,66.1,36.3 ,220 ,984 
221972,https://www.allrecipes.com/recipe/221972/chef-johns-cioppino/,431 calories;,12.1 ,32,41.3 ,187 ,1059 
221973,https://www.allrecipes.com/recipe/221973/sufferin-succotash-salad/,164 calories;,5.2 ,24.5,6.4 ,0 ,69 
221974,https://www.allrecipes.com/recipe/221974/seared-halibut-with-bacon-and-bean-relish/,366 calories;,17.4 ,4.9,45.7 ,83 ,347 
221975,https://www.allrecipes.com/recipe/221975/red-curry-flank-steak/,176 calories;,7.1 ,5.5,21.6 ,37 ,1220 
221976,https://www.allrecipes.com/recipe/221976/couscous-primavera/,306 calories;,5.3 ,53.7,10.9 ,0 ,164 
221977,https://www.allrecipes.com/recipe/221977/heides-kentucky-derby-dessert/,521 calories;,30.8 ,58.7,5.9 ,99 ,231 
221978,https://www.allrecipes.com/recipe/221978/deborahs-slow-cooker-collard-greens/,131 calories;,4.2 ,16.7,9.6 ,9 ,560 
221979,https://www.allrecipes.com/recipe/221979/quick-collard-greens/,123 calories;,5 ,18.1,3.5 ,0 ,45 
221980,https://www.allrecipes.com/recipe/221980/liberian-style-collard-greens/,318 calories;,25 ,6.3,18.9 ,37 ,945 
221981,https://www.allrecipes.com/recipe/221981/collard-greens-with-white-beans/,181 calories;,0.8 ,36,10.4 ,0 ,42 
221982,https://www.allrecipes.com/recipe/221982/slow-cooked-collard-greens/,124 calories;,10.1 ,4.9,4.5 ,15 ,677 
221983,https://www.allrecipes.com/recipe/221983/my-great-grandmothers-ham-croquettes/,140 calories;,5 ,14.4,10.2 ,45 ,481 
221984,https://www.allrecipes.com/recipe/221984/really-simple-rice/,149 calories;,2.6 ,26.9,3.6 ,1 ,94 
221985,https://www.allrecipes.com/recipe/221985/pablitos-chicken-tacos/,537 calories;,23.6 ,68.5,17 ,48 ,1814 
221987,https://www.allrecipes.com/recipe/221987/honeymoon-eggs-benedict/,859 calories;,60 ,36.5,44.5 ,625 ,3302 
221988,https://www.allrecipes.com/recipe/221988/eggs-benedict-casserole/,281 calories;,14.1 ,21.2,17.5 ,174 ,1053 
221989,https://www.allrecipes.com/recipe/221989/shreddies-pie-crust/,107 calories;,6.1 ,13.1,1.3 ,15 ,135 
221990,https://www.allrecipes.com/recipe/221990/new-orleans-steamer/,711 calories;,19.4 ,90.3,40 ,197 ,2290 
221991,https://www.allrecipes.com/recipe/221991/courtneys-crawfish-chowder/,328 calories;,25.5 ,17,9.1 ,108 ,830 
221992,https://www.allrecipes.com/recipe/221992/rojo-salsa-de-canning-red-salsa-for-canning/,19 calories;,0.2 ,4.4,0.8 ,0 ,240 
221993,https://www.allrecipes.com/recipe/221993/apple-and-onion-salad-endive-spears/,94 calories;,7.4 ,5.9,2 ,< 1 ,39 
221994,https://www.allrecipes.com/recipe/221994/parkers-perfect-pigskin-chili/,179 calories;,11.9 ,10.5,8.4 ,24 ,540 
221995,https://www.allrecipes.com/recipe/221995/risotto-with-butternut-squash-and-white-beans/,437 calories;,8.6 ,77.1,11.2 ,7 ,1013 
221996,https://www.allrecipes.com/recipe/221996/roasted-lamb-breast/,622 calories;,45.3 ,7.7,46.2 ,180 ,1302 
221997,https://www.allrecipes.com/recipe/221997/romano-bean-salad/,195 calories;,13.8 ,17.3,4.4 ,0 ,16 
221998,https://www.allrecipes.com/recipe/221998/chef-johns-root-vegetable-gratin/,309 calories;,21.7 ,25.2,5.8 ,68 ,448 
221999,https://www.allrecipes.com/recipe/221999/short-rib-and-cauliflower-curry/,1137 calories;,98 ,16.9,48.4 ,186 ,318 
222000,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,1509 calories;,69 ,174.8,45.8 ,35 ,710 
222001,https://www.allrecipes.com/recipe/222001/spicy-sausage-ragu/,831 calories;,34.1 ,88.7,40 ,99 ,2165 
222002,https://www.allrecipes.com/recipe/222002/chef-johns-stuffed-peppers/,377 calories;,16.9 ,35.1,20.1 ,52 ,1274 
222003,https://www.allrecipes.com/recipe/222003/currant-scones/,428 calories;,19 ,58.7,6.7 ,50 ,493 
222004,https://www.allrecipes.com/recipe/222004/ratatouille-fettuccine-alfredo/,566 calories;,29.1 ,61.7,19 ,43 ,1063 
222005,https://www.allrecipes.com/recipe/222005/back-burner-ratatouille/,78 calories;,3.6 ,9.2,2 ,0 ,455 
222006,https://www.allrecipes.com/recipe/222006/disneys-ratatouille/,275 calories;,19.1 ,25,5.7 ,13 ,353 
222007,https://www.allrecipes.com/recipe/222007/ratatouille-with-polenta-rounds/,360 calories;,20.2 ,25.5,17.9 ,60 ,431 
222008,https://www.allrecipes.com/recipe/222008/braseltouille-meatatarian-ratatouille/,336 calories;,24.7 ,11.1,17.5 ,63 ,715 
222009,https://www.allrecipes.com/recipe/222009/3-cheese-enchiladas/,852 calories;,50.1 ,65.2,36.8 ,132 ,1902 
222010,https://www.allrecipes.com/recipe/222010/mexican-enchilada-casserole/,851 calories;,47.8 ,51.4,57.3 ,193 ,1842 
222011,https://www.allrecipes.com/recipe/222011/mexican-lasagna-lite/,468 calories;,11.9 ,50.4,40 ,80 ,1751 
222012,https://www.allrecipes.com/recipe/222012/mexican-lasagna-with-cactus/,778 calories;,25.4 ,78.8,53.2 ,89 ,1787 
222013,https://www.allrecipes.com/recipe/222013/wet-burrito/,1191 calories;,59.3 ,103.9,59.1 ,179 ,2551 
222014,https://www.allrecipes.com/recipe/222014/pantry-raid-chicken-enchilada-casserole/,487 calories;,19.8 ,45.9,31.2 ,108 ,1912 
222015,https://www.allrecipes.com/recipe/222015/grillhaxe-grilled-eisbein-pork-shanks/,532 calories;,27.9 ,0.8,70.6 ,186 ,3081 
222016,https://www.allrecipes.com/recipe/222016/zesty-pepper-steak/,,,,,,
222017,https://www.allrecipes.com/recipe/222017/shrimp-and-broccoli-packets/,406 calories;,13.3 ,46.2,25.1 ,203 ,823 
222018,https://www.allrecipes.com/recipe/222018/baked-mexicali-pork-chops/,505 calories;,9.7 ,68.7,39.4 ,59 ,1759 
222019,https://www.allrecipes.com/recipe/222019/lemon-chicken-primavera/,595 calories;,32.2 ,35.8,41.5 ,160 ,1435 
222020,https://www.allrecipes.com/recipe/222020/hawaiian-style-burgers/,534 calories;,24.2 ,39.4,37 ,105 ,1186 
222021,https://www.allrecipes.com/recipe/222021/grilled-marinated-vegetables/,101 calories;,7 ,8.8,2.1 ,0 ,9 
222022,https://www.allrecipes.com/recipe/222022/grilled-cheesy-corn-on-the-cob/,192 calories;,13.5 ,17.3,4.3 ,34 ,439 
222023,https://www.allrecipes.com/recipe/222023/chocolate-chip-toffee-bars-with-almonds/,,,,,,
222024,https://www.allrecipes.com/recipe/222024/backyard-bbq-chicken/,285 calories;,3.5 ,38.3,25.9 ,65 ,758 
222025,https://www.allrecipes.com/recipe/222025/cherry-tomato-snap-peas/,48 calories;,0.2 ,9.6,2.1 ,0 ,7 
222026,https://www.allrecipes.com/recipe/222026/strawberry-and-snap-pea-salad/,123 calories;,5.6 ,17,2.2 ,0 ,18 
222027,https://www.allrecipes.com/recipe/222027/pasta-marsala-with-feta/,440 calories;,12.2 ,55.8,12.1 ,17 ,334 
222028,https://www.allrecipes.com/recipe/222028/baby-back-barbecue-ribs/,572 calories;,35.6 ,31.8,29.3 ,140 ,962 
222030,https://www.allrecipes.com/recipe/222030/shellis-lemon-pepper-catfish/,299 calories;,12.5 ,35.5,13.3 ,63 ,309 
222031,https://www.allrecipes.com/recipe/222031/jims-mild-spicy-catfish/,305 calories;,14.5 ,20.8,21.6 ,121 ,112 
222032,https://www.allrecipes.com/recipe/222032/lemon-blueberry-yogurt-parfait/,323 calories;,2 ,64.1,14 ,4 ,253 
