recipe_id,recipe_url,calories,fat,carb,protein,cholesterol,sodium
255064,https://www.allrecipes.com/recipe/255064/penne-pesto-pasta-salad/,285 calories;,15.8 ,24.8,11.2 ,29 ,269 
255065,https://www.allrecipes.com/recipe/255065/spicy-lentil-guacamole/,76 calories;,0.6 ,14,5.2 ,0 ,224 
255066,https://www.allrecipes.com/recipe/255066/brown-rice-bean-burrito-bowl/,909 calories;,18.2 ,161.9,33.5 ,36 ,1697 
255067,https://www.allrecipes.com/recipe/255067/orange-banana-smoothie-with-chia/,334 calories;,16.7 ,56.4,8.8 ,15 ,53 
255068,https://www.allrecipes.com/recipe/255068/lentil-sloppy-joes/,213 calories;,2.5 ,40.6,10.1 ,0 ,587 
255069,https://www.allrecipes.com/recipe/255069/quinoa-and-broccoli-brunch-cups/,263 calories;,15.7 ,19.4,12.2 ,157 ,331 
255070,https://www.allrecipes.com/recipe/255070/apple-potato-latkes/,164 calories;,8.3 ,19.9,3.4 ,46 ,241 
255071,https://www.allrecipes.com/recipe/255071/mexican-squoodles-with-creamy-fire-roasted-green-chile-sauce/,216 calories;,10.7 ,25.4,8.2 ,23 ,877 
255072,https://www.allrecipes.com/recipe/255072/apple-cranberry-tart/,333 calories;,15.1 ,47,3.9 ,0 ,395 
255073,https://www.allrecipes.com/recipe/255073/spicy-old-bay-skinny-fries/,216 calories;,7.1 ,35.1,4.3 ,0 ,719 
255074,https://www.allrecipes.com/recipe/255074/baked-mexican-chips-on-a-stick/,59 calories;,0.1 ,13.3,1.4 ,0 ,206 
255075,https://www.allrecipes.com/recipe/255075/cheese-and-vegetable-noodle-medley/,529 calories;,37.9 ,27.5,26.6 ,72 ,676 
255076,https://www.allrecipes.com/recipe/255076/california-bounty-beef-and-vegetable-noodles/,589 calories;,49.6 ,15.3,23.8 ,86 ,877 
255077,https://www.allrecipes.com/recipe/255077/quick-and-easy-asian-sesame-cucumber-salad/,66 calories;,3.7 ,8,1.2 ,0 ,958 
255078,https://www.allrecipes.com/recipe/255078/hash-brown-sausage-patty/,158 calories;,12.2 ,3.5,8.1 ,32 ,583 
255079,https://www.allrecipes.com/recipe/255079/papas-tomato-sauce/,239 calories;,15.5 ,21.4,7.9 ,17 ,1966 
255080,https://www.allrecipes.com/recipe/255080/pork-neck-bones/,856 calories;,33.1 ,31.3,100.6 ,276 ,2523 
255081,https://www.allrecipes.com/recipe/255081/grandmas-chinese-vegetable-soup/,209 calories;,5.7 ,20.6,18.7 ,46 ,421 
255082,https://www.allrecipes.com/recipe/255082/prickly-pear-tonic-and-lime/,1 calorie;,0 ,0.4,0 ,0 ,17 
255083,https://www.allrecipes.com/recipe/255083/prickly-pear-enchilada-sauce/,303 calories;,12.6 ,33.9,13.4 ,34 ,610 
255084,https://www.allrecipes.com/recipe/255084/arizona-cactus-and-beans/,160 calories;,2.7 ,30,6.9 ,0 ,217 
255085,https://www.allrecipes.com/recipe/255085/creamy-mango-pudding/,373 calories;,23.6 ,39.2,4.4 ,87 ,43 
255086,https://www.allrecipes.com/recipe/255086/simple-mango-pudding/,340 calories;,5.1 ,67.9,7 ,18 ,80 
255087,https://www.allrecipes.com/recipe/255087/the-absolutely-best-mango-pudding/,390 calories;,13.5 ,65.3,5 ,78 ,197 
255088,https://www.allrecipes.com/recipe/255088/cranberry-pecan-scones/,117 calories;,4.6 ,18.3,1.4 ,9 ,119 
255089,https://www.allrecipes.com/recipe/255089/low-fat-whole-wheat-cranberry-pecan-scones/,237 calories;,8.2 ,39.3,4.2 ,8 ,516 
255090,https://www.allrecipes.com/recipe/255090/moms-killer-tater-tot-quiche/,355 calories;,25.4 ,16.2,17.7 ,151 ,1113 
255091,https://www.allrecipes.com/recipe/255091/after-school-carrot-cookies/,74 calories;,2.8 ,11.7,1 ,12 ,70 
255092,https://www.allrecipes.com/recipe/255092/monkey-milk/,145 calories;,2.6 ,26.1,4.8 ,10 ,51 
255093,https://www.allrecipes.com/recipe/255093/after-school-kitty-cat-sandwiches/,181 calories;,3.2 ,35.7,4.3 ,3 ,295 
255094,https://www.allrecipes.com/recipe/255094/healthy-after-school-granola-bars/,223 calories;,12.7 ,24.6,5.8 ,0 ,117 
255095,https://www.allrecipes.com/recipe/255095/spiced-peanut-butter-apples/,206 calories;,12.3 ,22,6.5 ,0 ,114 
255096,https://www.allrecipes.com/recipe/255096/kitchen-sink-hash-brown-and-egg-waffle/,141 calories;,7.8 ,22.2,6.2 ,94 ,325 
255097,https://www.allrecipes.com/recipe/255097/potato-breakfast-tacos/,413 calories;,16.5 ,53.2,13.9 ,32 ,842 
255098,https://www.allrecipes.com/recipe/255098/cowboy-skillet-new-potato-medley-italian-sausage-eggs/,386 calories;,26.3 ,21.5,16.3 ,264 ,762 
255099,https://www.allrecipes.com/recipe/255099/steak-and-potato-tacos-with-poblano-chilies/,141 calories;,5.1 ,18.8,5.8 ,9 ,42 
255100,https://www.allrecipes.com/recipe/255100/golden-potato-gnocchi/,416 calories;,17.3 ,52.7,13.3 ,159 ,373 
255101,https://www.allrecipes.com/recipe/255101/sri-lankan-potato-cashew-curry/,358 calories;,19.3 ,43.3,7.3 ,0 ,158 
255103,https://www.allrecipes.com/recipe/255103/rainbow-roasted-potato-salad/,169 calories;,7.2 ,25.2,3.5 ,0 ,157 
255104,https://www.allrecipes.com/recipe/255104/pan-fried-fingerling-potatoes-with-wild-mushroom-sauce/,240 calories;,11.6 ,30.5,5.2 ,38 ,256 
255105,https://www.allrecipes.com/recipe/255105/potato-salad-with-quick-preserved-lemon-and-arugula/,169 calories;,7.2 ,26.6,3.3 ,0 ,1935 
255107,https://www.allrecipes.com/recipe/255107/cajun-shrimp-potato-chowder/,239 calories;,4.3 ,27.6,22.2 ,123 ,391 
255108,https://www.allrecipes.com/recipe/255108/coconut-crusted-taro-fries/,112 calories;,11.9 ,2.1,0.9 ,0 ,28 
255109,https://www.allrecipes.com/recipe/255109/breakfast-egg-salad/,272 calories;,21.2 ,12.5,10.3 ,194 ,416 
255110,https://www.allrecipes.com/recipe/255110/gluten-free-chocolate-chip-cookie-waffles/,493 calories;,23.1 ,71.4,8.5 ,26 ,401 
255111,https://www.allrecipes.com/recipe/255111/apricot-date-smoothie/,362 calories;,2.2 ,90.2,4.3 ,0 ,83 
255112,https://www.allrecipes.com/recipe/255112/zucchini-cucumber-gazpacho/,37 calories;,0.5 ,7.7,2.2 ,< 1 ,58 
255113,https://www.allrecipes.com/recipe/255113/chicago-hot-dog-style-salmon/,312 calories;,16.5 ,8.8,29.8 ,83 ,1581 
255114,https://www.allrecipes.com/recipe/255114/savory-oregano-salami/,244 calories;,18.7 ,3.4,14.9 ,60 ,1636 
255115,https://www.allrecipes.com/recipe/255115/hatch-chile-dirty-rice/,470 calories;,21.4 ,48.2,20 ,57 ,969 
255116,https://www.allrecipes.com/recipe/255116/chocolate-covered-sweet-and-sour-patch-kids/,123 calories;,3.5 ,22.8,0.7 ,4 ,30 
255117,https://www.allrecipes.com/recipe/255117/chocolate-raspberry-coffee-cooler/,89 calories;,0.6 ,21.5,0.9 ,0 ,25 
255118,https://www.allrecipes.com/recipe/255118/flaming-burritos/,820 calories;,37.5 ,59.1,59.1 ,143 ,1620 
255119,https://www.allrecipes.com/recipe/255119/cheesy-tex-mex-chicken-penne/,978 calories;,20.1 ,139.3,64.1 ,80 ,926 
255120,https://www.allrecipes.com/recipe/255120/spicy-garlic-cheese-puffs/,233 calories;,16 ,18.7,3.4 ,34 ,143 
255121,https://www.allrecipes.com/recipe/255121/simple-meatballs-with-zoodles/,297 calories;,20.2 ,9.2,20.6 ,68 ,1325 
255122,https://www.allrecipes.com/recipe/255122/chicken-zoodle-pho/,180 calories;,2.6 ,23.3,18.2 ,29 ,1278 
255123,https://www.allrecipes.com/recipe/255123/csa-phad-thai/,507 calories;,20.1 ,60.6,21.4 ,208 ,669 
255124,https://www.allrecipes.com/recipe/255124/spicy-yellow-squash-fig-chutnish/,36 calories;,1.3 ,5.9,0.6 ,3 ,22 
255125,https://www.allrecipes.com/recipe/255125/homemade-marzipan/,155 calories;,7.7 ,18.9,3.6 ,0 ,5 
255126,https://www.allrecipes.com/recipe/255126/arugula-salad-with-sumac/,75 calories;,5.1 ,6.9,1.5 ,0 ,88 
255127,https://www.allrecipes.com/recipe/255127/cardamom-sugar/,24 calories;,0 ,6.3,0 ,0 ,< 1 
255128,https://www.allrecipes.com/recipe/255128/egyptian-wheat-porridge-belila/,133 calories;,2.7 ,24.2,5.2 ,< 1 ,12 
255129,https://www.allrecipes.com/recipe/255129/smores-cereal-treats/,185 calories;,5.1 ,34.4,1.5 ,10 ,185 
255130,https://www.allrecipes.com/recipe/255130/paleo-mexican-pulled-pork/,251 calories;,14.1 ,10.1,21.1 ,70 ,553 
255131,https://www.allrecipes.com/recipe/255131/mac-n-cheese-bites/,190 calories;,7 ,27,5.9 ,10 ,924 
255132,https://www.allrecipes.com/recipe/255132/chicken-salad-pretzel-bites/,497 calories;,25.4 ,50.8,19 ,41 ,1803 
255133,https://www.allrecipes.com/recipe/255133/cheesy-bacon-pretzel-dog-bites/,352 calories;,13.8 ,50.3,9 ,17 ,1847 
255134,https://www.allrecipes.com/recipe/255134/peanut-butter-cheese-ball-pretzel-dip/,453 calories;,27 ,48.4,9.7 ,25 ,671 
255135,https://www.allrecipes.com/recipe/255135/strawberry-goat-cheese-pretzel-bites/,320 calories;,10.3 ,50.2,9.1 ,11 ,1593 
255136,https://www.allrecipes.com/recipe/255136/dark-chocolate-covered-berries-almonds-and-pretzel-crisps/,381 calories;,19.3 ,49.4,6.4 ,2 ,762 
255137,https://www.allrecipes.com/recipe/255137/the-perfect-egyptian-rice-with-vermicelli/,330 calories;,7.3 ,59.1,5.5 ,0 ,57 
255138,https://www.allrecipes.com/recipe/255138/quick-and-easy-egyptian-chicken-broth/,418 calories;,28.5 ,6.6,32.2 ,109 ,136 
255139,https://www.allrecipes.com/recipe/255139/egyptian-meatballs/,90 calories;,4.1 ,8.7,4.9 ,29 ,67 
255140,https://www.allrecipes.com/recipe/255140/balah-el-sham-egyptian-choux-pastry/,183 calories;,14.3 ,13.4,1.1 ,19 ,37 
255141,https://www.allrecipes.com/recipe/255141/chin-chin/,720 calories;,29.2 ,99,14.2 ,74 ,206 
255142,https://www.allrecipes.com/recipe/255142/nigerian-suya/,358 calories;,15.4 ,5.4,47.3 ,158 ,644 
255143,https://www.allrecipes.com/recipe/255143/chef-johns-lemon-ice/,94 calories;,0 ,24.8,0.1 ,0 ,4 
255191,https://www.allrecipes.com/recipe/255191/cheeseburger-stuffed-shells/,429 calories;,18.1 ,37.5,28.2 ,91 ,708 
255192,https://www.allrecipes.com/recipe/255192/lil-woodys-farmers-market-burger/,1109 calories;,79.9 ,52.9,46.2 ,265 ,10034 
255193,https://www.allrecipes.com/recipe/255193/spiralized-roasted-beet-salad-with-quince-vinaigrette/,635 calories;,54.4 ,28.1,14.6 ,21 ,895 
255194,https://www.allrecipes.com/recipe/255194/spiralized-carrot-and-radish-salad-with-peach-vinaigrette/,256 calories;,21 ,15.8,3.4 ,0 ,233 
255195,https://www.allrecipes.com/recipe/255195/spiralized-brown-butter-sage-sweet-potato/,231 calories;,15 ,23,1.9 ,31 ,183 
255196,https://www.allrecipes.com/recipe/255196/spiralized-rosemary-roasted-sweet-potato-salad/,446 calories;,30.3 ,34.7,12.9 ,30 ,613 
255197,https://www.allrecipes.com/recipe/255197/spiralized-roasted-vanilla-sweet-potatoes-and-apples/,278 calories;,13.8 ,38.5,2 ,0 ,211 
255198,https://www.allrecipes.com/recipe/255198/spiralized-apple-spaghetti-with-cinnamon-dressing/,257 calories;,18 ,19.1,7.4 ,19 ,56 
255199,https://www.allrecipes.com/recipe/255199/paleo-blueberry-cast-iron-pancake/,349 calories;,19.4 ,31.7,13.3 ,395 ,403 
255200,https://www.allrecipes.com/recipe/255200/zucchini-noodle-primavera/,299 calories;,27.8 ,12.3,2.7 ,1 ,1185 
255201,https://www.allrecipes.com/recipe/255201/zoodle-vegetable-bake/,301 calories;,26.3 ,8.3,9.3 ,58 ,211 
255202,https://www.allrecipes.com/recipe/255202/paleo-shepherds-pie/,308 calories;,20.3 ,13.2,18.9 ,87 ,189 
255203,https://www.allrecipes.com/recipe/255203/easy-oven-baked-real-polenta-not-instant/,305 calories;,15.1 ,32.1,10.5 ,34 ,533 
255204,https://www.allrecipes.com/recipe/255204/healthy-strawberry-apriplum-yogurt-smoothie/,211 calories;,5.1 ,32.7,10.9 ,17 ,95 
255205,https://www.allrecipes.com/recipe/255205/summer-crunch-smoothie/,345 calories;,2.2 ,78.2,8.1 ,6 ,69 
255206,https://www.allrecipes.com/recipe/255206/healthy-hemp-granola/,159 calories;,7.6 ,19.7,4.2 ,0 ,2 
255207,https://www.allrecipes.com/recipe/255207/mocha-dark-chocolate-chip-and-hemp-seed-nut-cookies/,131 calories;,7.3 ,15.1,2.8 ,17 ,52 
255208,https://www.allrecipes.com/recipe/255208/vegan-green-chile-cilantro-sauce/,68 calories;,5.1 ,4.5,2.3 ,0 ,212 
255209,https://www.allrecipes.com/recipe/255209/carrot-cake-with-bourbon-cheesecake-swirl/,271 calories;,14.7 ,30.2,4.5 ,86 ,233 
255210,https://www.allrecipes.com/recipe/255210/dinner-rolls-made-with-healthy-coconut-oil/,153 calories;,4.4 ,23.9,4.4 ,1 ,153 
255211,https://www.allrecipes.com/recipe/255211/pasta-and-veggies-in-coconut-oil/,266 calories;,3.6 ,49.3,9.5 ,< 1 ,68 
255212,https://www.allrecipes.com/recipe/255212/coconut-oil-milk-chocolate-chip-oat-cookies/,193 calories;,9.1 ,26,2.8 ,18 ,169 
255213,https://www.allrecipes.com/recipe/255213/dill-infused-deviled-eggs-with-bacon-crumble/,116 calories;,9.3 ,1.2,7 ,189 ,235 
255214,https://www.allrecipes.com/recipe/255214/refried-bean-avocado-toast/,212 calories;,6.8 ,23.5,14.1 ,188 ,953 
255215,https://www.allrecipes.com/recipe/255215/jumbo-bacon-avocado-horseradish-cheeseburgers/,1789 calories;,121.6 ,82.2,93.5 ,301 ,3729 
255219,https://www.allrecipes.com/recipe/255219/bambam-basil-butter/,122 calories;,13.2 ,0.8,0.7 ,32 ,103 
255220,https://www.allrecipes.com/recipe/255220/pineapple-sticky-ribs/,558 calories;,29.5 ,49.6,25.5 ,117 ,919 
255221,https://www.allrecipes.com/recipe/255221/roasted-bell-pepper-dressing/,103 calories;,7.2 ,9.5,0.7 ,0 ,884 
255222,https://www.allrecipes.com/recipe/255222/sesame-parmesan-popcorn/,126 calories;,10.5 ,6.4,2.1 ,14 ,360 
255223,https://www.allrecipes.com/recipe/255223/healthy-peanut-butter-mousse/,395 calories;,29.9 ,27.8,12.4 ,11 ,185 
255224,https://www.allrecipes.com/recipe/255224/wheat-free-cashew-breakfast-bars/,68 calories;,3.4 ,8.4,1.6 ,0 ,21 
255225,https://www.allrecipes.com/recipe/255225/auntie-marys-sweet-potato-fritters/,116 calories;,1.2 ,24.9,2 ,0 ,93 
255226,https://www.allrecipes.com/recipe/255226/forest-on-a-bagel/,1062 calories;,51.6 ,137.3,21.4 ,128 ,668 
255227,https://www.allrecipes.com/recipe/255227/whole-wheat-date-nut-muffins/,249 calories;,9.4 ,38.7,6.2 ,16 ,219 
255228,https://www.allrecipes.com/recipe/255228/sriracha-honey-brussels-sprouts/,200 calories;,7.9 ,30.9,8 ,0 ,1188 
255229,https://www.allrecipes.com/recipe/255229/easy-cake-pop-swirl/,114 calories;,5.3 ,15.1,1.5 ,31 ,126 
255230,https://www.allrecipes.com/recipe/255230/bacon-egg-and-cheese-pancake-balls-with-cake-pop-maker/,231 calories;,13.6 ,18.4,8.9 ,96 ,542 
255231,https://www.allrecipes.com/recipe/255231/pancake-poppers/,61 calories;,2.8 ,7.7,1.4 ,9 ,105 
255232,https://www.allrecipes.com/recipe/255232/basic-white-rice/,369 calories;,4.1 ,74.1,6.6 ,0 ,47 
255233,https://www.allrecipes.com/recipe/255233/killer-fried-pork-chops/,643 calories;,48 ,2.7,48.1 ,168 ,1073 
255234,https://www.allrecipes.com/recipe/255234/fabulous-gluten-free-fried-pork-chops/,295 calories;,18.5 ,8.8,22.8 ,71 ,207 
255235,https://www.allrecipes.com/recipe/255235/sweet-potato-banana-pancakes/,240 calories;,12.4 ,19,15.5 ,74 ,138 
255236,https://www.allrecipes.com/recipe/255236/better-than-cracker-barrel-chicken-n-dumplings/,388 calories;,15.2 ,36.2,25.8 ,61 ,135 
255237,https://www.allrecipes.com/recipe/255237/soft-milk-chocolate-chip-cookies/,247 calories;,12.9 ,31.3,2.9 ,41 ,299 
255238,https://www.allrecipes.com/recipe/255238/beckys-gluten-free-slow-cooker-chicken-vegetable-soup/,198 calories;,5.6 ,19.8,15.9 ,49 ,1168 
255239,https://www.allrecipes.com/recipe/255239/hot-chicken-casserole/,481 calories;,40.4 ,14.3,15.6 ,50 ,685 
255240,https://www.allrecipes.com/recipe/255240/hot-chicken-legs/,668 calories;,45.7 ,2.5,58.8 ,246 ,1810 
255241,https://www.allrecipes.com/recipe/255241/simply-best-beef-stroganoff/,589 calories;,26 ,56.4,31.7 ,126 ,1507 
255242,https://www.allrecipes.com/recipe/255242/gluten-free-kentucky-fried-chicken-style-coating/,65 calories;,0.7 ,12.3,1.4 ,0 ,1120 
255243,https://www.allrecipes.com/recipe/255243/chocolate-covered-strawberries-smoothie/,142 calories;,1.8 ,28,6.7 ,0 ,98 
255244,https://www.allrecipes.com/recipe/255244/simple-chocolate-covered-strawberries/,232 calories;,13.6 ,30.4,2.7 ,7 ,38 
255245,https://www.allrecipes.com/recipe/255245/award-winning-white-chicken-chili/,179 calories;,7.7 ,12.5,14.6 ,45 ,933 
255246,https://www.allrecipes.com/recipe/255246/abbeys-best-roast-chicken/,454 calories;,28 ,1.6,46.2 ,146 ,4605 
255247,https://www.allrecipes.com/recipe/255247/the-best-roasted-chicken/,381 calories;,27.1 ,3,31.1 ,117 ,536 
255248,https://www.allrecipes.com/recipe/255248/slow-cooked-chicken-and-sausage-gumbo/,375 calories;,27.7 ,10.9,19.4 ,60 ,914 
255249,https://www.allrecipes.com/recipe/255249/ricks-best-chicken-parmesan/,304 calories;,9.6 ,19.4,32.8 ,165 ,553 
255250,https://www.allrecipes.com/recipe/255250/chicken-gumbo-over-rice/,373 calories;,18.1 ,25.2,22.5 ,55 ,526 
255251,https://www.allrecipes.com/recipe/255251/grandmas-pineapple-upside-down-cake/,319 calories;,10.2 ,55.1,3.4 ,67 ,215 
255252,https://www.allrecipes.com/recipe/255252/pineapple-upside-down-cocktail/,220 calories;,3.6 ,9.4,1.1 ,11 ,16 
255253,https://www.allrecipes.com/recipe/255253/og-zuppa-toscana-soup/,442 calories;,32.6 ,22.3,16.2 ,91 ,1780 
255254,https://www.allrecipes.com/recipe/255254/gluten-free-cornbread/,248 calories;,8 ,42.1,4.7 ,41 ,422 
255255,https://www.allrecipes.com/recipe/255255/cant-tell-its-gluten-free-corn-bread/,149 calories;,5.2 ,23.9,3.2 ,25 ,361 
