recipe_id,recipe_url,calories,fat,carb,protein,cholesterol,sodium
255256,https://www.allrecipes.com/recipe/255256/chicken-sweet-potato-and-mushroom-stew/,559 calories;,11.6 ,97.4,19.4 ,15 ,502 
255257,https://www.allrecipes.com/recipe/255257/mommas-best-chicken-and-dumplings/,405 calories;,19.3 ,28.4,27.9 ,83 ,718 
255258,https://www.allrecipes.com/recipe/255258/saint-charles-mesa-sun-kissed-chili/,183 calories;,8.2 ,7.5,17.2 ,45 ,692 
255259,https://www.allrecipes.com/recipe/255259/homemade-chili/,274 calories;,13.3 ,19.6,18.8 ,46 ,959 
255260,https://www.allrecipes.com/recipe/255260/three-pepper-chili/,386 calories;,15 ,40.5,25.5 ,51 ,1196 
255261,https://www.allrecipes.com/recipe/255261/best-roast-beef-dinner-ever/,337 calories;,19.5 ,20.6,21.1 ,69 ,218 
255262,https://www.allrecipes.com/recipe/255262/garlic-lime-roasted-chicken-drumsticks/,194 calories;,10.1 ,1.4,23.3 ,76 ,81 
255263,https://www.allrecipes.com/recipe/255263/sicilian-roasted-chicken/,431 calories;,25.7 ,0.9,46.1 ,146 ,528 
255264,https://www.allrecipes.com/recipe/255264/rosemary-chicken-and-roasted-vegetables/,415 calories;,32 ,10.5,21.9 ,95 ,798 
255265,https://www.allrecipes.com/recipe/255265/dijon-rosemary-chicken/,234 calories;,13.8 ,1.4,24.7 ,72 ,342 
255266,https://www.allrecipes.com/recipe/255266/italian-cream-cake/,781 calories;,42.2 ,95.2,8.3 ,128 ,509 
255267,https://www.allrecipes.com/recipe/255267/nanas-italian-holiday-cream-cake/,751 calories;,38.9 ,95.7,8.2 ,99 ,374 
255268,https://www.allrecipes.com/recipe/255268/the-worlds-best-tortilla-soup/,562 calories;,35.5 ,28.3,33.3 ,110 ,1075 
255269,https://www.allrecipes.com/recipe/255269/spicy-chicken-tortilla-soup/,455 calories;,26.2 ,31.4,25.2 ,70 ,2740 
255270,https://www.allrecipes.com/recipe/255270/quick-and-easy-chicken-tortilla-soup/,169 calories;,3.2 ,10,25.1 ,63 ,1765 
255271,https://www.allrecipes.com/recipe/255271/grown-up-mac-cheese/,570 calories;,37.8 ,40.3,23.3 ,86 ,1229 
255272,https://www.allrecipes.com/recipe/255272/spanish-rice-stuffed-bell-peppers/,560 calories;,30.2 ,21.6,30.6 ,97 ,650 
255273,https://www.allrecipes.com/recipe/255273/easy-slow-cooker-white-chicken-chili/,201 calories;,4.5 ,27.4,14.3 ,23 ,512 
255274,https://www.allrecipes.com/recipe/255274/one-pot-white-chicken-chili/,450 calories;,10 ,60,31.9 ,42 ,403 
255275,https://www.allrecipes.com/recipe/255275/leftover-roast-beef-hash/,165 calories;,3.6 ,23.8,10.5 ,18 ,390 
255276,https://www.allrecipes.com/recipe/255276/spicy-beef-burritos/,723 calories;,38.9 ,59.9,34 ,108 ,2042 
255277,https://www.allrecipes.com/recipe/255277/baking-perfect-bacon-for-a-blt/,577 calories;,56.8 ,0.8,14.6 ,86 ,1050 
255278,https://www.allrecipes.com/recipe/255278/chef-johns-grilled-bacon-meatloaf-burgers/,520 calories;,37.7 ,8.9,33.9 ,165 ,1389 
255279,https://www.allrecipes.com/recipe/255279/eastern-north-carolina-barbecue-sauce-with-a-west-coast-twist/,17 calories;,0.2 ,3.5,0.2 ,0 ,182 
255280,https://www.allrecipes.com/recipe/255280/chef-johns-paper-pork-shoulder/,696 calories;,49.8 ,4.6,54.4 ,208 ,2080 
255281,https://www.allrecipes.com/recipe/255281/chef-johns-eggplant-escabeche/,184 calories;,17.2 ,7.5,1.6 ,0 ,1501 
255282,https://www.allrecipes.com/recipe/255282/chocolaty-oatmeal-brownies/,313 calories;,19.7 ,34.5,4.3 ,62 ,90 
255283,https://www.allrecipes.com/recipe/255283/hummus-without-a-food-processor/,133 calories;,5.9 ,15.3,5.7 ,0 ,28 
255284,https://www.allrecipes.com/recipe/255284/banana-basil-smoothie/,234 calories;,11.4 ,34.6,2 ,41 ,15 
255285,https://www.allrecipes.com/recipe/255285/lemon-spinach-mint-smoothie/,220 calories;,6.1 ,41.4,4.6 ,0 ,39 
255286,https://www.allrecipes.com/recipe/255286/kates-kickin-spice-blend/,18 calories;,0.6 ,3.6,0.7 ,0 ,764 
255288,https://www.allrecipes.com/recipe/255288/insalata-di-riso-italian-rice-salad/,625 calories;,26.5 ,65.7,29.7 ,255 ,1266 
255289,https://www.allrecipes.com/recipe/255289/bulgur-chili/,297 calories;,2.7 ,56.1,14.8 ,0 ,848 
255290,https://www.allrecipes.com/recipe/255290/pumpkin-spice-healthy-bran-muffins/,152 calories;,2.4 ,34,3.9 ,19 ,208 
255291,https://www.allrecipes.com/recipe/255291/lemon-aioli/,148 calories;,15.7 ,2.7,0.8 ,12 ,106 
255292,https://www.allrecipes.com/recipe/255292/roasted-garlic-aioli/,240 calories;,24.3 ,5.8,1.1 ,10 ,204 
255293,https://www.allrecipes.com/recipe/255293/garlic-mayonnaise-aioli/,102 calories;,9.8 ,3.1,0.3 ,10 ,293 
255294,https://www.allrecipes.com/recipe/255294/spicy-citrus-garlic-aioli/,200 calories;,21.9 ,1.4,0.3 ,10 ,156 
255295,https://www.allrecipes.com/recipe/255295/basil-aioli/,150 calories;,16.4 ,1,0.3 ,8 ,117 
255296,https://www.allrecipes.com/recipe/255296/easy-aioli/,158 calories;,17 ,1.5,0.3 ,7 ,258 
255297,https://www.allrecipes.com/recipe/255297/cashew-chicken-bake/,428 calories;,18.6 ,41.8,26 ,44 ,937 
255298,https://www.allrecipes.com/recipe/255298/gluten-free-chocolate-chip-cookies/,139 calories;,9.9 ,11.2,3 ,16 ,36 
255299,https://www.allrecipes.com/recipe/255299/jans-copycat-version-of-pizza-huts-stuffed-crust-pizza/,87 calories;,6.3 ,2.3,5.1 ,14 ,357 
255300,https://www.allrecipes.com/recipe/255300/peanut-butter-and-chocolate-chip-cupcakes/,175 calories;,8.4 ,23.2,3.6 ,24 ,114 
255301,https://www.allrecipes.com/recipe/255301/banana-chocolate-chip-cupcakes-with-cream-cheese-frosting/,332 calories;,12 ,55.3,3.2 ,41 ,134 
255302,https://www.allrecipes.com/recipe/255302/basic-egg-pasta/,73 calories;,5.9 ,0.5,4.5 ,195 ,78 
255303,https://www.allrecipes.com/recipe/255303/quick-and-easy-fresh-egg-pasta/,396 calories;,10.1 ,61,13.7 ,93 ,1199 
255304,https://www.allrecipes.com/recipe/255304/chef-johns-fresh-berry-fool/,646 calories;,41.7 ,64.8,6.3 ,113 ,287 
255305,https://www.allrecipes.com/recipe/255305/simple-chicken-mayo-with-parmesan-and-bread-crumbs/,272 calories;,15.5 ,5.5,26.3 ,72 ,272 
255306,https://www.allrecipes.com/recipe/255306/low-carb-mayo-chicken/,319 calories;,17.1 ,14.4,28.2 ,105 ,565 
255307,https://www.allrecipes.com/recipe/255307/spelt-and-quinoa-bread/,226 calories;,5.6 ,38.2,7.9 ,0 ,394 
255308,https://www.allrecipes.com/recipe/255308/peach-cobbler-celiac-friendly/,265 calories;,9.4 ,43.3,3.3 ,23 ,351 
255309,https://www.allrecipes.com/recipe/255309/cinnamon-apple-and-banana-granolameal/,366 calories;,10.3 ,70.4,7 ,5 ,31 
255310,https://www.allrecipes.com/recipe/255310/keto-low-carb-lemon-poppy-seed-muffins/,116 calories;,10.7 ,10,3.6 ,88 ,240 
255311,https://www.allrecipes.com/recipe/255311/rhubarb-breakfast-oatmeal/,455 calories;,24.5 ,54.4,9.4 ,0 ,172 
255312,https://www.allrecipes.com/recipe/255312/easy-savory-oatmeal-for-one/,190 calories;,6.7 ,27.5,5.4 ,11 ,696 
255313,https://www.allrecipes.com/recipe/255313/sweet-and-savory-peanut-butter-deviled-eggs/,166 calories;,13 ,2.8,10 ,193 ,522 
255314,https://www.allrecipes.com/recipe/255314/sweet-and-savory-ramen-noodles/,594 calories;,15.1 ,108,9.3 ,0 ,407 
255315,https://www.allrecipes.com/recipe/255315/perfect-thai-fried-rice-with-marinated-chicken/,493 calories;,17.2 ,55.4,27 ,161 ,1214 
255316,https://www.allrecipes.com/recipe/255316/green-curry-coconut-lime-soup/,661 calories;,58.4 ,14.9,34.6 ,82 ,1100 
255317,https://www.allrecipes.com/recipe/255317/seths-gimmie-cha-bang/,714 calories;,34.5 ,77.6,27.3 ,85 ,912 
255318,https://www.allrecipes.com/recipe/255318/jackies-lemongrass-ginger-chile-chicken-and-rice/,432 calories;,10.3 ,54.4,28.9 ,67 ,792 
255319,https://www.allrecipes.com/recipe/255319/troys-korean-glazed-chicken-breast-with-kimchee-fried-rice/,824 calories;,47.4 ,64.6,33.6 ,97 ,1884 
255320,https://www.allrecipes.com/recipe/255320/carries-salmon-with-purple-pureed-potatoes-and-french-green-beans/,965 calories;,57.7 ,86.4,30 ,96 ,1527 
255321,https://www.allrecipes.com/recipe/255321/jacobs-grilled-cajun-salmon-with-roasted-fingerling-potatoes/,831 calories;,54.6 ,46.4,41 ,154 ,868 
255322,https://www.allrecipes.com/recipe/255322/erics-grilled-pork-on-pork-rollatini/,173 calories;,5.3 ,11.3,19.1 ,55 ,137 
255323,https://www.allrecipes.com/recipe/255323/nikkis-pork-chops-with-a-mushroom-cream-sauce-over-white-jasmine-rice/,673 calories;,38.8 ,48.9,31.5 ,142 ,580 
255324,https://www.allrecipes.com/recipe/255324/anns-chocolate-chip-carrot-cake-pumpkins/,818 calories;,49.4 ,89.4,7.3 ,103 ,595 
255325,https://www.allrecipes.com/recipe/255325/sabrinas-spooky-graveyard-cake/,603 calories;,25.7 ,90.6,6.5 ,70 ,468 
255326,https://www.allrecipes.com/recipe/255326/kristys-le-tofu-orange/,299 calories;,15.7 ,21.1,19.3 ,0 ,779 
255327,https://www.allrecipes.com/recipe/255327/amys-homemade-meatballs-over-rice/,588 calories;,27.8 ,50.3,32.2 ,141 ,1594 
255328,https://www.allrecipes.com/recipe/255328/nayzas-mushroom-fiesta-cups/,459 calories;,15.6 ,68.2,20.9 ,32 ,2072 
255329,https://www.allrecipes.com/recipe/255329/vincents-country-bacon-and-eggs/,340 calories;,15.8 ,31.1,18.1 ,206 ,756 
255330,https://www.allrecipes.com/recipe/255330/cliffs-greek-breakfast-pitas/,661 calories;,50 ,21.1,31.2 ,266 ,1510 
255331,https://www.allrecipes.com/recipe/255331/laurens-pesto-polenta-bites/,339 calories;,27.6 ,16,7.5 ,16 ,847 
255332,https://www.allrecipes.com/recipe/255332/hollys-shrimp-corn-bread/,530 calories;,29.7 ,42,25.6 ,291 ,851 
255333,https://www.allrecipes.com/recipe/255333/quick-and-easy-pumpkin-pie-milkshake/,284 calories;,13.3 ,25.9,6.9 ,46 ,154 
255334,https://www.allrecipes.com/recipe/255334/parmalet-crisp-parmesan-omelet/,291 calories;,21.7 ,1.9,22 ,352 ,712 
255335,https://www.allrecipes.com/recipe/255335/jacobs-roasted-broccoli/,172 calories;,14.1 ,10.6,4.3 ,0 ,631 
255336,https://www.allrecipes.com/recipe/255336/easy-homemade-pad-thai/,209 calories;,7.8 ,29.9,5.6 ,46 ,562 
255337,https://www.allrecipes.com/recipe/255337/mojo-pork-tacos/,203 calories;,3.5 ,28.5,15.1 ,33 ,439 
255338,https://www.allrecipes.com/recipe/255338/spiced-couscous-with-shrimp-and-chermoula/,415 calories;,25.8 ,32.3,14 ,86 ,405 
255339,https://www.allrecipes.com/recipe/255339/vanilla-rich-chocolate-chip-cookies/,274 calories;,14.2 ,34.1,3.3 ,34 ,165 
255340,https://www.allrecipes.com/recipe/255340/tropical-refresher/,370 calories;,6.2 ,78.9,4 ,17 ,36 
255341,https://www.allrecipes.com/recipe/255341/ezogelin-soup-vegan-turkish-soup-with-lentils-and-bulgur/,283 calories;,7.8 ,42.7,12.2 ,0 ,94 
255342,https://www.allrecipes.com/recipe/255342/kickin-vegetarian-collard-greens/,238 calories;,7.5 ,35.1,10.3 ,5 ,335 
255343,https://www.allrecipes.com/recipe/255343/best-vegan-chocolate-oatmeal-waffles/,351 calories;,13 ,56.3,7.3 ,0 ,293 
255344,https://www.allrecipes.com/recipe/255344/3-ingredient-cookies/,56 calories;,1.6 ,10.8,1 ,0 ,< 1 
255345,https://www.allrecipes.com/recipe/255345/4-ingredient-slow-cooker-pulled-pork/,237 calories;,10.3 ,1.7,32.3 ,88 ,214 
255346,https://www.allrecipes.com/recipe/255346/slow-cooker-5-ingredient-ham/,594 calories;,43.2 ,9,40.1 ,164 ,262 
255347,https://www.allrecipes.com/recipe/255347/6-ingredient-banana-oat-pb-breakfast-cookies/,75 calories;,1.8 ,10.9,4.3 ,< 1 ,96 
255348,https://www.allrecipes.com/recipe/255348/cauliflower-radish-garlic-mash/,40 calories;,0.2 ,8.4,3 ,0 ,66 
255349,https://www.allrecipes.com/recipe/255349/chicken-and-peppers-egg-drop-stew/,607 calories;,37 ,19.5,48.1 ,301 ,1943 
255350,https://www.allrecipes.com/recipe/255350/raspberry-orange-muffins-gluten-free-dairy-free-vegan/,188 calories;,7.4 ,29.8,2.8 ,0 ,309 
255351,https://www.allrecipes.com/recipe/255351/spiced-paleo-cranberry-sauce/,31 calories;,0 ,8.2,0.1 ,0 ,1 
255352,https://www.allrecipes.com/recipe/255352/paleo-yam-dish/,267 calories;,3.8 ,56.5,3.1 ,0 ,18 
255353,https://www.allrecipes.com/recipe/255353/paleo-carrot-cake-cookies/,198 calories;,16.2 ,10.8,4.8 ,0 ,109 
255354,https://www.allrecipes.com/recipe/255354/molasses-carrot-muffins/,134 calories;,3.8 ,22.2,3.6 ,25 ,282 
255355,https://www.allrecipes.com/recipe/255355/banana-milk-coffee/,133 calories;,2.6 ,23.9,4.8 ,10 ,61 
255356,https://www.allrecipes.com/recipe/255356/apple-bread-pudding/,420 calories;,20.2 ,46.8,13.4 ,200 ,502 
255357,https://www.allrecipes.com/recipe/255357/autumn-apple-and-pear-lattice-pie/,616 calories;,29.4 ,86.9,5.5 ,75 ,282 
255358,https://www.allrecipes.com/recipe/255358/ninas-brazilian-carrot-cake/,478 calories;,24.6 ,60.1,5.8 ,67 ,269 
255359,https://www.allrecipes.com/recipe/255359/cinnamon-yum-cake/,370 calories;,15.2 ,51.4,5.3 ,65 ,270 
255360,https://www.allrecipes.com/recipe/255360/giant-gingersnaps/,375 calories;,13.7 ,64.2,2.5 ,48 ,327 
255361,https://www.allrecipes.com/recipe/255361/nicoise-salad/,599 calories;,33 ,45.3,31.7 ,198 ,1040 
255362,https://www.allrecipes.com/recipe/255362/sandys-chickpea-and-spinach-stew/,363 calories;,15.5 ,47.7,13.5 ,0 ,640 
255363,https://www.allrecipes.com/recipe/255363/vegan-yogi-oat-cookies/,191 calories;,11.4 ,20.5,3.1 ,0 ,14 
255364,https://www.allrecipes.com/recipe/255364/vegan-banana-and-oat-cookies/,111 calories;,3.4 ,20.2,2.1 ,0 ,5 
255365,https://www.allrecipes.com/recipe/255365/edible-cookie-dough/,348 calories;,18.5 ,45.5,3 ,34 ,253 
255366,https://www.allrecipes.com/recipe/255366/edible-pecan-chocolate-chip-cookie-dough/,266 calories;,11 ,42.3,2 ,16 ,204 
255367,https://www.allrecipes.com/recipe/255367/eggless-cookie-dough-1-serving/,504 calories;,26.1 ,67.6,4.6 ,46 ,559 
255368,https://www.allrecipes.com/recipe/255368/vinagrete-brazilian-tomato-slaw/,93 calories;,7.1 ,7.3,1.4 ,0 ,29 
255369,https://www.allrecipes.com/recipe/255369/chunky-monkey-grilled-cheese/,709 calories;,35.9 ,96.1,15.3 ,0 ,359 
255370,https://www.allrecipes.com/recipe/255370/vegan-cheese-sauce/,130 calories;,6 ,15.2,6.5 ,0 ,1231 
255371,https://www.allrecipes.com/recipe/255371/danish-beer-soup-ollebrod/,279 calories;,7.6 ,38.4,7 ,20 ,439 
255372,https://www.allrecipes.com/recipe/255372/cheese-and-beer-soup/,474 calories;,33.9 ,20.6,16.4 ,106 ,1187 
255373,https://www.allrecipes.com/recipe/255373/baek-kimchi-korean-white-non-spicy-kimchi/,52 calories;,0.3 ,11.3,1.8 ,2 ,4201 
255374,https://www.allrecipes.com/recipe/255374/pawpaw-bread/,318 calories;,14.1 ,44.7,5.1 ,67 ,392 
255375,https://www.allrecipes.com/recipe/255375/dragon-eye-muffins/,175 calories;,8.5 ,22.5,2.7 ,39 ,155 
255376,https://www.allrecipes.com/recipe/255376/granny-frannys-persimmon-curry-chili/,287 calories;,10.9 ,30.4,17.8 ,36 ,1224 
255377,https://www.allrecipes.com/recipe/255377/rosies-persimmon-pudding/,481 calories;,9.4 ,96.6,5.3 ,53 ,209 
255378,https://www.allrecipes.com/recipe/255378/maudies-persimmon-pie/,227 calories;,10.2 ,30.6,3.9 ,29 ,184 
255379,https://www.allrecipes.com/recipe/255379/bacon-avocado-pasta/,400 calories;,17.9 ,43.5,17.7 ,31 ,573 
255380,https://www.allrecipes.com/recipe/255380/addictive-spicy-dill-avocado-pickles/,106 calories;,0.3 ,26.2,0.4 ,0 ,605 
255381,https://www.allrecipes.com/recipe/255381/strawberry-banana-avocado-smoothie/,314 calories;,1.5 ,68.5,10.2 ,3 ,159 
255382,https://www.allrecipes.com/recipe/255382/dipping-sauce-for-fried-avocado/,27 calories;,1.2 ,3.9,0.7 ,0 ,602 
255383,https://www.allrecipes.com/recipe/255383/gummy-bear-martini/,721 calories;,0 ,78.3,0 ,0 ,60 
255384,https://www.allrecipes.com/recipe/255384/gummy-fruit-pops/,157 calories;,0.2 ,39.4,0.6 ,0 ,25 
255385,https://www.allrecipes.com/recipe/255385/pan-roasted-ribeye-with-caramelized-onions-and-white-truffle-butter/,340 calories;,29.5 ,5.7,13.3 ,71 ,166 
255386,https://www.allrecipes.com/recipe/255386/creamy-taco-dip/,80 calories;,5 ,4.2,3 ,11 ,328 
255387,https://www.allrecipes.com/recipe/255387/pumpkin-chocolate-chip-mini-bundt-cakes/,472 calories;,26.8 ,55.7,5.1 ,50 ,791 
255388,https://www.allrecipes.com/recipe/255388/brussels-sprouts-n-gnocchi/,196 calories;,11.4 ,20.9,3 ,21 ,125 
255389,https://www.allrecipes.com/recipe/255389/brussels-sprout-spaghetti/,515 calories;,20.6 ,74,19.7 ,0 ,251 
255390,https://www.allrecipes.com/recipe/255390/roasted-cauliflower-with-kale-chips-and-citrus/,291 calories;,18.6 ,26.7,9.4 ,19 ,278 
255391,https://www.allrecipes.com/recipe/255391/falafel-crusted-cauliflower/,162 calories;,9.5 ,16.2,7.1 ,0 ,296 
255392,https://www.allrecipes.com/recipe/255392/almond-joy-bark/,166 calories;,11.5 ,14.4,3 ,< 1 ,21 
255393,https://www.allrecipes.com/recipe/255393/big-rays-paleo-roasted-cauliflower/,78 calories;,4.7 ,8.1,2.9 ,0 ,140 
255394,https://www.allrecipes.com/recipe/255394/mediterranean-spaghetti-squash/,396 calories;,15.9 ,27.3,36.9 ,82 ,1061 
255395,https://www.allrecipes.com/recipe/255395/spaghetti-squash-and-polish-sausage-slow-cooker-soup/,438 calories;,31.8 ,26,13 ,63 ,1159 
255396,https://www.allrecipes.com/recipe/255396/paleo-spaghetti-squash-primavera/,127 calories;,5.4 ,18.3,3.1 ,0 ,427 
255397,https://www.allrecipes.com/recipe/255397/budae-jjigae-korean-army-base-stew/,697 calories;,45.7 ,40.9,30.9 ,97 ,4194 
255398,https://www.allrecipes.com/recipe/255398/korean-kebabs/,237 calories;,13.4 ,8.9,21.2 ,49 ,685 
255399,https://www.allrecipes.com/recipe/255399/bul-dak-korean-fire-chicken/,477 calories;,19.2 ,50.2,27.3 ,59 ,1890 
255400,https://www.allrecipes.com/recipe/255400/pandesal/,106 calories;,4.2 ,15.5,1.8 ,2 ,350 
255401,https://www.allrecipes.com/recipe/255401/chicken-afritada-filipino-stew/,596 calories;,44.7 ,25.6,22.9 ,80 ,327 
255402,https://www.allrecipes.com/recipe/255402/sinigang-na-isda-sa-miso-fish-stew-with-miso/,404 calories;,11.2 ,23.6,52.8 ,83 ,730 
255403,https://www.allrecipes.com/recipe/255403/easy-breakfast-bake-from-musselmans/,462 calories;,25.1 ,35.7,21.3 ,202 ,818 
255404,https://www.allrecipes.com/recipe/255404/game-day-asian-chicken-wings/,287 calories;,16.4 ,19.4,15.7 ,48 ,392 
255405,https://www.allrecipes.com/recipe/255405/spiced-cupcakes-with-cinnamon-cream-cheese-frosting/,288 calories;,11.3 ,44.6,2.9 ,41 ,209 
255406,https://www.allrecipes.com/recipe/255406/apple-butter-gooey-butter-cake/,379 calories;,16.1 ,56.6,4 ,83 ,267 
255407,https://www.allrecipes.com/recipe/255407/apple-pie-refrigerator-oatmeal/,509 calories;,20.6 ,61.4,22.8 ,22 ,63 
255408,https://www.allrecipes.com/recipe/255408/spice-cake-whoopie-pies/,421 calories;,20 ,58.4,3.8 ,50 ,249 
255409,https://www.allrecipes.com/recipe/255409/apple-brie-bites/,93 calories;,6.3 ,7.4,2.1 ,6 ,62 
255410,https://www.allrecipes.com/recipe/255410/skinny-white-chocolate-caramel-iced-coffee/,24 calories;,0.3 ,4.8,0.6 ,0 ,29 
255411,https://www.allrecipes.com/recipe/255411/sesame-mango-smoothie/,183 calories;,9.1 ,24.6,5.2 ,0 ,128 
255412,https://www.allrecipes.com/recipe/255412/homemade-granola-bars/,217 calories;,11.7 ,25.1,6.1 ,0 ,6 
255413,https://www.allrecipes.com/recipe/255413/bushs-asian-banh-mi-sandwich/,702 calories;,17 ,98,41.9 ,68 ,1667 
255414,https://www.allrecipes.com/recipe/255414/bushs-sriracha-breakfast-eggs/,306 calories;,8.9 ,40.4,17.7 ,193 ,844 
255415,https://www.allrecipes.com/recipe/255415/bushs-spicy-sriracha-layered-dip/,284 calories;,14.3 ,25.5,15 ,36 ,821 
255416,https://www.allrecipes.com/recipe/255416/okonomiyaki-japanese-pancake/,507 calories;,28.9 ,33.8,27.9 ,164 ,1641 
255417,https://www.allrecipes.com/recipe/255417/beef-bowl-gyudon/,448 calories;,9.5 ,56.1,24.7 ,223 ,786 
255418,https://www.allrecipes.com/recipe/255418/tacos-de-papa-potato-tacos/,513 calories;,34.6 ,46.7,7.3 ,6 ,229 
255419,https://www.allrecipes.com/recipe/255419/creamy-tuscan-chicken-rollups/,368 calories;,26 ,5.4,28.3 ,130 ,399 
255420,https://www.allrecipes.com/recipe/255420/easy-creamy-chicken-in-a-sun-dried-tomato-wine-sauce/,205 calories;,10.8 ,6.1,15.3 ,44 ,553 
255421,https://www.allrecipes.com/recipe/255421/decadent-mini-meatloaf/,320 calories;,21.4 ,8,23.1 ,111 ,603 
255422,https://www.allrecipes.com/recipe/255422/slow-cooker-cured-venison-and-beans/,419 calories;,28.2 ,10.9,30.7 ,85 ,2027 
255423,https://www.allrecipes.com/recipe/255423/wild-rice-meatballs-in-mushroom-sauce/,353 calories;,18.5 ,16.6,24.1 ,84 ,764 
255424,https://www.allrecipes.com/recipe/255424/bacon-wrapped-filets-with-smokey-bleu-cheese/,367 calories;,25 ,0.8,33 ,115 ,683 
255425,https://www.allrecipes.com/recipe/255425/beer-acha-battered-fish/,458 calories;,24.4 ,30.8,23.2 ,59 ,1491 
255426,https://www.allrecipes.com/recipe/255426/cheesesteak-roll-ups/,367 calories;,20.2 ,10.5,34.7 ,77 ,836 
255427,https://www.allrecipes.com/recipe/255427/jans-peppered-pork-chops-with-mushrooms-and-herb-sherry-sauce/,380 calories;,22.8 ,5.1,36.8 ,109 ,363 
255428,https://www.allrecipes.com/recipe/255428/japanese-style-meatloaf/,310 calories;,15.6 ,20.1,26 ,125 ,642 
255429,https://www.allrecipes.com/recipe/255429/christmas-tea-peruvian-style/,52 calories;,0.1 ,8.8,0.2 ,0 ,9 
255430,https://www.allrecipes.com/recipe/255430/papas-a-la-huancaina/,408 calories;,21.6 ,42.8,12.4 ,74 ,125 
255431,https://www.allrecipes.com/recipe/255431/dr-pepper-bacon-brownies/,391 calories;,18.6 ,54.6,4.4 ,41 ,370 
255432,https://www.allrecipes.com/recipe/255432/maple-bacon-icing/,125 calories;,8.5 ,11.3,1.5 ,22 ,136 
255433,https://www.allrecipes.com/recipe/255433/leis-maple-pecan-bacon-rolls/,221 calories;,17.6 ,8.8,8.1 ,20 ,431 
255434,https://www.allrecipes.com/recipe/255434/grandma-lous-cheese-boereg/,142 calories;,10 ,5.4,7.3 ,40 ,282 
255435,https://www.allrecipes.com/recipe/255435/grandmas-armenian-rice-pilaf/,415 calories;,12.7 ,65.9,7.7 ,35 ,965 
255436,https://www.allrecipes.com/recipe/255436/ghorayebah-butter-biscuits-for-eid/,110 calories;,6.9 ,11.2,0.9 ,17 ,19 
255437,https://www.allrecipes.com/recipe/255437/karanga-soup/,470 calories;,20.3 ,41.5,33.5 ,97 ,794 
255438,https://www.allrecipes.com/recipe/255438/tunisian-grilled-salad-selata-mishwiya/,320 calories;,21.8 ,19.1,15.9 ,117 ,389 
255439,https://www.allrecipes.com/recipe/255439/tunisian-soup/,215 calories;,4.7 ,37.3,6.6 ,12 ,181 
255440,https://www.allrecipes.com/recipe/255440/tas-kebab-persian-lamb-and-vegetable-stew/,467 calories;,10.7 ,71.2,26.7 ,62 ,496 
255441,https://www.allrecipes.com/recipe/255441/red-snapper-chinese-french-fusion/,511 calories;,28.4 ,22.1,32.5 ,67 ,200 
255442,https://www.allrecipes.com/recipe/255442/pacific-rim-barbeque-sauce/,52 calories;,0.1 ,12.6,0.6 ,< 1 ,473 
255443,https://www.allrecipes.com/recipe/255443/10-minute-rice-cakes/,231 calories;,11.4 ,23,8.7 ,203 ,271 
255444,https://www.allrecipes.com/recipe/255444/originals-oven-roasted-turkey-cucumber-roll-ups/,447 calories;,39.6 ,6.2,16.6 ,71 ,1021 
255445,https://www.allrecipes.com/recipe/255445/turkey-club-skewer/,588 calories;,40.9 ,13.9,43 ,137 ,1903 
255446,https://www.allrecipes.com/recipe/255446/originals-oven-roasted-chicken-salad-mason-jar/,200 calories;,11.1 ,26.1,3.2 ,4 ,41 
255447,https://www.allrecipes.com/recipe/255447/three-cheese-organic-turkey-quesadilla/,524 calories;,17.5 ,80.9,33.1 ,77 ,1601 
255448,https://www.allrecipes.com/recipe/255448/prosciutto-bites-with-mustard-creme-fraiche/,347 calories;,20 ,26,19.1 ,71 ,1836 
255449,https://www.allrecipes.com/recipe/255449/bacon-tomato-triple-cheese-grilled-cheese/,1615 calories;,116.1 ,65.5,85.1 ,424 ,4122 
255450,https://www.allrecipes.com/recipe/255450/cuban-roasted-pork-crostini/,156 calories;,1.8 ,24.6,10.5 ,15 ,618 
255451,https://www.allrecipes.com/recipe/255451/santa-fe-turkey-crostini/,290 calories;,11.8 ,25.3,18.1 ,37 ,767 
255452,https://www.allrecipes.com/recipe/255452/lower-carb-banana-protein-muffins/,102 calories;,3.1 ,15.8,3.2 ,25 ,87 
255453,https://www.allrecipes.com/recipe/255453/quinoa-and-turkey-stuffed-tomatoes/,369 calories;,14.3 ,32.9,29.8 ,84 ,961 
255454,https://www.allrecipes.com/recipe/255454/chicken-and-rice-taco-salad/,427 calories;,7.9 ,38.5,44.8 ,86 ,696 
255455,https://www.allrecipes.com/recipe/255455/turkey-garbanzo-rice/,545 calories;,20.3 ,44.7,39.3 ,85 ,623 
255456,https://www.allrecipes.com/recipe/255456/mango-chia-smoothie/,409 calories;,9.7 ,80.3,7.4 ,0 ,287 
255457,https://www.allrecipes.com/recipe/255457/halloween-shortbread-poppy-seed-cookie-fingers/,69 calories;,3.4 ,8.8,0.8 ,8 ,48 
255458,https://www.allrecipes.com/recipe/255458/french-style-stuffed-portobellos-with-green-beans/,260 calories;,19.2 ,7.1,12.2 ,50 ,603 
255459,https://www.allrecipes.com/recipe/255459/root-beer-float-cookies/,182 calories;,8.9 ,23.5,2.3 ,32 ,167 
